region,eval_year,window,index_type,option_type,decision_frac,n_actual_days,n_forecast_days,n_total_days,actual_index,S,actual_triggered,rev_unhedged,nb_full,idx_xgb,err_xgb,dir_correct_xgb,hedge_xgb,nb_xgb,idx_clim,err_clim,dir_correct_clim,hedge_clim,nb_clim,xgb_advantage
27,2021,FebMarAprMayJunJul,cat,put,0.0,0,181,181,2169.64,2376.03,True,969.37,254.4,2327.5,157.86,True,True,254.4,2310.8,141.16,True,True,254.4,0.0
27,2021,FebMarAprMayJunJul,cat,put,0.25,45,136,181,2169.64,2376.03,True,969.37,254.4,2374.04,204.4,True,True,254.4,2370.99,201.35,True,True,254.4,0.0
27,2021,FebMarAprMayJunJul,cat,put,0.5,90,91,181,2169.64,2376.03,True,969.37,254.4,2289.27,119.63,True,True,254.4,2281.92,112.28,True,True,254.4,0.0
27,2021,FebMarAprMayJunJul,cat,put,0.75,135,46,181,2169.64,2376.03,True,969.37,254.4,2224.46,54.82,True,True,254.4,2221.3,51.66,True,True,254.4,0.0
27,2021,FebMarAprMayJunJul,cat,put,1.0,181,0,181,2169.64,2376.03,True,969.37,254.4,2169.64,0.0,True,True,254.4,2169.64,0.0,True,True,254.4,0.0
28,2021,Jan,cat,call,0.0,0,31,31,153.74,168.59,False,1236.46,-35.88,184.8,31.06,False,True,-35.88,168.59,14.85,True,False,0.0,-35.88
28,2021,Jan,cat,call,0.25,7,24,31,153.74,168.59,False,1236.46,-35.88,160.69,6.95,True,False,0.0,147.26,-6.48,True,False,0.0,0.0
28,2021,Jan,cat,call,0.5,15,16,31,153.74,168.59,False,1236.46,-35.88,149.77,-3.97,True,False,0.0,138.04,-15.7,True,False,0.0,0.0
28,2021,Jan,cat,call,0.75,23,8,31,153.74,168.59,False,1236.46,-35.88,150.94,-2.8,True,False,0.0,143.47,-10.27,True,False,0.0,0.0
28,2021,Jan,cat,call,1.0,31,0,31,153.74,168.59,False,1236.46,-35.88,153.74,-0.0,True,False,0.0,153.74,-0.0,True,False,0.0,0.0
32,2021,JanFebMarAprMayJunJul,cat,call,0.0,0,212,212,2122.6,2280.73,False,1324.11,0.0,2282.93,160.33,False,True,0.0,2273.47,150.87,True,False,0.0,0.0
32,2021,JanFebMarAprMayJunJul,cat,call,0.25,53,159,212,2122.6,2280.73,False,1324.11,0.0,2246.28,123.68,True,False,0.0,2245.19,122.59,True,False,0.0,0.0
32,2021,JanFebMarAprMayJunJul,cat,call,0.5,106,106,212,2122.6,2280.73,False,1324.11,0.0,2213.71,91.11,True,False,0.0,2214.56,91.96,True,False,0.0,0.0
32,2021,JanFebMarAprMayJunJul,cat,call,0.75,159,53,212,2122.6,2280.73,False,1324.11,0.0,2125.08,2.48,True,False,0.0,2123.82,1.22,True,False,0.0,0.0
32,2021,JanFebMarAprMayJunJul,cat,call,1.0,212,0,212,2122.6,2280.73,False,1324.11,0.0,2122.6,-0.0,True,False,0.0,2122.6,-0.0,True,False,0.0,0.0
44,2021,Apr,cat,put,0.0,0,30,30,242.99,317.73,True,1005.27,249.53,332.11,89.12,False,False,0.0,317.73,74.74,False,False,0.0,0.0
44,2021,Apr,cat,put,0.25,7,23,30,242.99,317.73,True,1005.27,249.53,314.7,71.71,True,True,249.53,303.19,60.2,True,True,249.53,0.0
44,2021,Apr,cat,put,0.5,15,15,30,242.99,317.73,True,1005.27,249.53,281.61,38.62,True,True,249.53,276.62,33.63,True,True,249.53,0.0
44,2021,Apr,cat,put,0.75,22,8,30,242.99,317.73,True,1005.27,249.53,260.13,17.14,True,True,249.53,258.95,15.96,True,True,249.53,0.0
44,2021,Apr,cat,put,1.0,30,0,30,242.99,317.73,True,1005.27,249.53,242.99,-0.0,True,True,249.53,242.99,-0.0,True,True,249.53,0.0
52,2021,AprMay,cat,call,0.0,0,61,61,696.48,787.94,False,1073.7,-38.14,809.11,112.63,False,True,-38.14,787.94,91.46,False,True,-38.14,0.0
52,2021,AprMay,cat,call,0.25,15,46,61,696.48,787.94,False,1073.7,-38.14,772.04,75.56,True,False,0.0,756.81,60.33,True,False,0.0,0.0
52,2021,AprMay,cat,call,0.5,30,31,61,696.48,787.94,False,1073.7,-38.14,764.12,67.64,True,False,0.0,750.46,53.98,True,False,0.0,0.0
52,2021,AprMay,cat,call,0.75,45,16,61,696.48,787.94,False,1073.7,-38.14,728.72,32.24,True,False,0.0,722.24,25.76,True,False,0.0,0.0
52,2021,AprMay,cat,call,1.0,61,0,61,696.48,787.94,False,1073.7,-38.14,696.48,-0.0,True,False,0.0,696.48,-0.0,True,False,0.0,0.0
53,2021,May,cat,call,0.0,0,31,31,356.35,410.66,False,1184.78,-15.32,420.55,64.2,False,True,-15.32,410.66,54.31,True,False,0.0,-15.32
53,2021,May,cat,call,0.25,7,24,31,356.35,410.66,False,1184.78,-15.32,396.47,40.12,True,False,0.0,389.19,32.84,True,False,0.0,0.0
53,2021,May,cat,call,0.5,15,16,31,356.35,410.66,False,1184.78,-15.32,383.92,27.57,True,False,0.0,379.26,22.91,True,False,0.0,0.0
53,2021,May,cat,call,0.75,23,8,31,356.35,410.66,False,1184.78,-15.32,361.14,4.79,True,False,0.0,360.44,4.09,True,False,0.0,0.0
53,2021,May,cat,call,1.0,31,0,31,356.35,410.66,False,1184.78,-15.32,356.35,0.0,True,False,0.0,356.35,0.0,True,False,0.0,0.0
11,2022,MayJun,hdd,put,0.0,0,61,61,91.19,158.86,True,1374.73,27.31,97.06,5.87,True,True,27.31,123.95,32.76,True,True,27.31,0.0
11,2022,MayJun,hdd,put,0.25,15,46,61,91.19,158.86,True,1374.73,27.31,79.98,-11.21,True,True,27.31,96.7,5.51,True,True,27.31,0.0
11,2022,MayJun,hdd,put,0.5,30,31,61,91.19,158.86,True,1374.73,27.31,79.22,-11.97,True,True,27.31,86.85,-4.34,True,True,27.31,0.0
11,2022,MayJun,hdd,put,0.75,45,16,61,91.19,158.86,True,1374.73,27.31,85.64,-5.55,True,True,27.31,85.95,-5.24,True,True,27.31,0.0
11,2022,MayJun,hdd,put,1.0,61,0,61,91.19,158.86,True,1374.73,27.31,91.19,-0.0,True,True,27.31,91.19,-0.0,True,True,27.31,0.0
24,2022,May,cat,call,0.0,0,31,31,511.67,437.84,True,1129.55,0.0,451.68,-59.99,True,True,0.0,437.84,-73.83,True,True,0.0,0.0
24,2022,May,cat,call,0.25,7,24,31,511.67,437.84,True,1129.55,0.0,452.62,-59.05,True,True,0.0,443.38,-68.29,True,True,0.0,0.0
24,2022,May,cat,call,0.5,15,16,31,511.67,437.84,True,1129.55,0.0,481.29,-30.38,True,True,0.0,473.74,-37.93,True,True,0.0,0.0
24,2022,May,cat,call,0.75,23,8,31,511.67,437.84,True,1129.55,0.0,523.0,11.33,True,True,0.0,520.91,9.24,True,True,0.0,0.0
24,2022,May,cat,call,1.0,31,0,31,511.67,437.84,True,1129.55,0.0,511.67,0.0,True,True,0.0,511.67,0.0,True,True,0.0,0.0
27,2022,FebMarAprMayJunJul,cat,put,0.0,0,181,181,2532.84,2346.54,False,1067.54,-77.21,2316.38,-216.46,False,True,-77.21,2304.29,-228.55,False,True,-77.21,0.0
27,2022,FebMarAprMayJunJul,cat,put,0.25,45,136,181,2532.84,2346.54,False,1067.54,-77.21,2361.96,-170.88,True,False,0.0,2359.63,-173.21,True,False,0.0,0.0
27,2022,FebMarAprMayJunJul,cat,put,0.5,90,91,181,2532.84,2346.54,False,1067.54,-77.21,2371.28,-161.56,True,False,0.0,2364.95,-167.89,True,False,0.0,0.0
27,2022,FebMarAprMayJunJul,cat,put,0.75,135,46,181,2532.84,2346.54,False,1067.54,-77.21,2459.27,-73.57,True,False,0.0,2456.77,-76.07,True,False,0.0,0.0
27,2022,FebMarAprMayJunJul,cat,put,1.0,181,0,181,2532.84,2346.54,False,1067.54,-77.21,2532.84,-0.0,True,False,0.0,2532.84,-0.0,True,False,0.0,0.0
28,2022,Jan,cat,call,0.0,0,31,31,179.16,167.91,True,1559.0,-7.14,194.79,15.63,True,True,-7.14,167.91,-11.25,True,True,-7.14,0.0
28,2022,Jan,cat,call,0.25,7,24,31,179.16,167.91,True,1559.0,-7.14,203.9,24.74,True,True,-7.14,185.53,6.37,True,True,-7.14,0.0
28,2022,Jan,cat,call,0.5,15,16,31,179.16,167.91,True,1559.0,-7.14,196.4,17.24,True,True,-7.14,182.25,3.09,True,True,-7.14,0.0
28,2022,Jan,cat,call,0.75,23,8,31,179.16,167.91,True,1559.0,-7.14,185.51,6.35,True,True,-7.14,177.09,-2.07,True,True,-7.14,0.0
28,2022,Jan,cat,call,1.0,31,0,31,179.16,167.91,True,1559.0,-7.14,179.16,-0.0,True,True,-7.14,179.16,-0.0,True,True,-7.14,0.0
32,2022,AprMayJun,cdd,put,0.0,0,91,91,24.69,23.84,False,1469.14,-61.4,0.0,-24.69,False,True,-61.4,0.17,-24.52,False,True,-61.4,0.0
32,2022,AprMayJun,cdd,put,0.25,22,69,91,24.69,23.84,False,1469.14,-61.4,0.0,-24.69,False,True,-61.4,0.17,-24.52,False,True,-61.4,0.0
32,2022,AprMayJun,cdd,put,0.5,45,46,91,24.69,23.84,False,1469.14,-61.4,1.09,-23.6,False,True,-61.4,1.26,-23.43,False,True,-61.4,0.0
32,2022,AprMayJun,cdd,put,0.75,68,23,91,24.69,23.84,False,1469.14,-61.4,7.11,-17.58,False,True,-61.4,7.28,-17.41,False,True,-61.4,0.0
32,2022,AprMayJun,cdd,put,1.0,91,0,91,24.69,23.84,False,1469.14,-61.4,24.69,-0.0,True,False,0.0,24.69,-0.0,True,False,0.0,0.0
44,2022,Mar,cat,call,0.0,0,31,31,245.14,212.74,True,1020.6,36.87,226.56,-18.58,True,True,36.87,212.74,-32.4,False,False,0.0,36.87
44,2022,Mar,cat,call,0.25,7,24,31,245.14,212.74,True,1020.6,36.87,210.88,-34.26,False,False,0.0,205.14,-40.0,False,False,0.0,0.0
44,2022,Mar,cat,call,0.5,15,16,31,245.14,212.74,True,1020.6,36.87,216.63,-28.51,True,True,36.87,212.24,-32.9,False,False,0.0,36.87
44,2022,Mar,cat,call,0.75,23,8,31,245.14,212.74,True,1020.6,36.87,230.4,-14.74,True,True,36.87,227.8,-17.34,True,True,36.87,0.0
44,2022,Mar,cat,call,1.0,31,0,31,245.14,212.74,True,1020.6,36.87,245.14,-0.0,True,True,36.87,245.14,-0.0,True,True,36.87,0.0
52,2022,AprMay,cat,call,0.0,0,61,61,860.62,783.79,True,1070.14,98.88,805.11,-55.51,True,True,98.88,783.79,-76.83,False,False,0.0,98.88
52,2022,AprMay,cat,call,0.25,15,46,61,860.62,783.79,True,1070.14,98.88,790.39,-70.23,True,True,98.88,775.43,-85.19,False,False,0.0,98.88
52,2022,AprMay,cat,call,0.5,30,31,61,860.62,783.79,True,1070.14,98.88,809.69,-50.93,True,True,98.88,795.48,-65.14,True,True,98.88,0.0
52,2022,AprMay,cat,call,0.75,45,16,61,860.62,783.79,True,1070.14,98.88,840.69,-19.93,True,True,98.88,833.97,-26.65,True,True,98.88,0.0
52,2022,AprMay,cat,call,1.0,61,0,61,860.62,783.79,True,1070.14,98.88,860.62,-0.0,True,True,98.88,860.62,-0.0,True,True,98.88,0.0
53,2022,May,cat,call,0.0,0,31,31,446.19,408.19,True,1188.97,60.54,421.28,-24.91,True,True,60.54,408.19,-38.0,False,False,0.0,60.54
53,2022,May,cat,call,0.25,7,24,31,446.19,408.19,True,1188.97,60.54,423.61,-22.58,True,True,60.54,414.27,-31.92,True,True,60.54,0.0
53,2022,May,cat,call,0.5,15,16,31,446.19,408.19,True,1188.97,60.54,437.65,-8.54,True,True,60.54,431.56,-14.63,True,True,60.54,0.0
53,2022,May,cat,call,0.75,23,8,31,446.19,408.19,True,1188.97,60.54,454.2,8.01,True,True,60.54,453.11,6.92,True,True,60.54,0.0
53,2022,May,cat,call,1.0,31,0,31,446.19,408.19,True,1188.97,60.54,446.19,0.0,True,True,60.54,446.19,0.0,True,True,60.54,0.0
11,2023,MayJun,hdd,put,0.0,0,61,61,107.86,155.91,True,1341.75,3.03,102.99,-4.87,True,True,3.03,120.97,13.11,True,True,3.03,0.0
11,2023,MayJun,hdd,put,0.25,15,46,61,107.86,155.91,True,1341.75,3.03,103.17,-4.69,True,True,3.03,114.57,6.71,True,True,3.03,0.0
11,2023,MayJun,hdd,put,0.5,30,31,61,107.86,155.91,True,1341.75,3.03,112.61,4.75,True,True,3.03,118.04,10.18,True,True,3.03,0.0
11,2023,MayJun,hdd,put,0.75,45,16,61,107.86,155.91,True,1341.75,3.03,107.86,-0.0,True,True,3.03,107.9,0.04,True,True,3.03,0.0
11,2023,MayJun,hdd,put,1.0,61,0,61,107.86,155.91,True,1341.75,3.03,107.86,-0.0,True,True,3.03,107.86,-0.0,True,True,3.03,0.0
24,2023,AprMay,cat,call,0.0,0,61,61,769.5,766.62,True,1104.99,-1.38,807.94,38.44,True,True,-1.38,766.62,-2.88,False,False,0.0,-1.38
24,2023,AprMay,cat,call,0.25,15,46,61,769.5,766.62,True,1104.99,-1.38,780.89,11.39,True,True,-1.38,751.8,-17.7,False,False,0.0,-1.38
24,2023,AprMay,cat,call,0.5,30,31,61,769.5,766.62,True,1104.99,-1.38,768.02,-1.48,True,True,-1.38,745.38,-24.12,False,False,0.0,-1.38
24,2023,AprMay,cat,call,0.75,45,16,61,769.5,766.62,True,1104.99,-1.38,769.96,0.46,True,True,-1.38,757.86,-11.64,False,False,0.0,-1.38
24,2023,AprMay,cat,call,1.0,61,0,61,769.5,766.62,True,1104.99,-1.38,769.5,0.0,True,True,-1.38,769.5,0.0,True,True,-1.38,0.0
27,2023,FebMarAprMayJunJul,hdd,call,0.0,0,181,181,1013.63,1055.27,False,1036.2,-74.86,1027.56,13.93,True,False,0.0,1043.33,29.7,True,False,0.0,0.0
27,2023,FebMarAprMayJunJul,hdd,call,0.25,45,136,181,1013.63,1055.27,False,1036.2,-74.86,1017.49,3.86,True,False,0.0,1022.47,8.84,True,False,0.0,0.0
27,2023,FebMarAprMayJunJul,hdd,call,0.5,90,91,181,1013.63,1055.27,False,1036.2,-74.86,1026.21,12.58,True,False,0.0,1031.81,18.18,True,False,0.0,0.0
27,2023,FebMarAprMayJunJul,hdd,call,0.75,135,46,181,1013.63,1055.27,False,1036.2,-74.86,1011.45,-2.18,True,False,0.0,1011.45,-2.18,True,False,0.0,0.0
27,2023,FebMarAprMayJunJul,hdd,call,1.0,181,0,181,1013.63,1055.27,False,1036.2,-74.86,1013.63,-0.0,True,False,0.0,1013.63,-0.0,True,False,0.0,0.0
28,2023,Jan,cat,call,0.0,0,31,31,204.23,168.4,True,1413.55,24.06,195.66,-8.57,True,True,24.06,168.4,-35.83,True,True,24.06,0.0
28,2023,Jan,cat,call,0.25,7,24,31,204.23,168.4,True,1413.55,24.06,223.24,19.01,True,True,24.06,203.97,-0.26,True,True,24.06,0.0
28,2023,Jan,cat,call,0.5,15,16,31,204.23,168.4,True,1413.55,24.06,243.92,39.69,True,True,24.06,228.73,24.5,True,True,24.06,0.0
28,2023,Jan,cat,call,0.75,23,8,31,204.23,168.4,True,1413.55,24.06,217.37,13.14,True,True,24.06,208.32,4.09,True,True,24.06,0.0
28,2023,Jan,cat,call,1.0,31,0,31,204.23,168.4,True,1413.55,24.06,204.23,0.0,True,True,24.06,204.23,0.0,True,True,24.06,0.0
32,2023,MayJun,cdd,put,0.0,0,61,61,43.53,23.77,False,1420.37,-56.9,0.0,-43.53,False,True,-56.9,0.21,-43.32,False,True,-56.9,0.0
32,2023,MayJun,cdd,put,0.25,15,46,61,43.53,23.77,False,1420.37,-56.9,0.0,-43.53,False,True,-56.9,0.21,-43.32,False,True,-56.9,0.0
32,2023,MayJun,cdd,put,0.5,30,31,61,43.53,23.77,False,1420.37,-56.9,0.0,-43.53,False,True,-56.9,0.21,-43.32,False,True,-56.9,0.0
32,2023,MayJun,cdd,put,0.75,45,16,61,43.53,23.77,False,1420.37,-56.9,19.48,-24.05,False,True,-56.9,19.69,-23.84,False,True,-56.9,0.0
32,2023,MayJun,cdd,put,1.0,61,0,61,43.53,23.77,False,1420.37,-56.9,43.53,0.0,True,False,0.0,43.53,0.0,True,False,0.0,0.0
44,2023,Feb,cat,put,0.0,0,28,28,137.85,108.22,False,1019.78,-33.56,126.29,-11.56,True,False,0.0,108.22,-29.63,False,True,-33.56,33.56
44,2023,Feb,cat,put,0.25,7,21,28,137.85,108.22,False,1019.78,-33.56,136.13,-1.72,True,False,0.0,117.19,-20.66,True,False,0.0,0.0
44,2023,Feb,cat,put,0.5,14,14,28,137.85,108.22,False,1019.78,-33.56,123.54,-14.31,True,False,0.0,112.88,-24.97,True,False,0.0,0.0
44,2023,Feb,cat,put,0.75,21,7,28,137.85,108.22,False,1019.78,-33.56,146.55,8.7,True,False,0.0,140.57,2.72,True,False,0.0,0.0
44,2023,Feb,cat,put,1.0,28,0,28,137.85,108.22,False,1019.78,-33.56,137.85,0.0,True,False,0.0,137.85,0.0,True,False,0.0,0.0
52,2023,AprMay,cat,call,0.0,0,61,61,822.71,787.13,True,1089.09,22.72,811.55,-11.16,True,True,22.72,787.13,-35.58,False,False,0.0,22.72
52,2023,AprMay,cat,call,0.25,15,46,61,822.71,787.13,True,1089.09,22.72,797.13,-25.58,True,True,22.72,780.97,-41.74,False,False,0.0,22.72
52,2023,AprMay,cat,call,0.5,30,31,61,822.71,787.13,True,1089.09,22.72,799.49,-23.22,True,True,22.72,784.82,-37.89,False,False,0.0,22.72
52,2023,AprMay,cat,call,0.75,45,16,61,822.71,787.13,True,1089.09,22.72,811.67,-11.04,True,True,22.72,804.38,-18.33,True,True,22.72,0.0
52,2023,AprMay,cat,call,1.0,61,0,61,822.71,787.13,True,1089.09,22.72,822.71,0.0,True,True,22.72,822.71,0.0,True,True,22.72,0.0
53,2023,May,cat,call,0.0,0,31,31,435.69,409.84,True,1144.31,22.52,423.94,-11.75,True,True,22.52,409.84,-25.85,False,False,0.0,22.52
53,2023,May,cat,call,0.25,7,24,31,435.69,409.84,True,1144.31,22.52,437.1,1.41,True,True,22.52,427.08,-8.61,True,True,22.52,0.0
53,2023,May,cat,call,0.5,15,16,31,435.69,409.84,True,1144.31,22.52,434.13,-1.56,True,True,22.52,427.31,-8.38,True,True,22.52,0.0
53,2023,May,cat,call,0.75,23,8,31,435.69,409.84,True,1144.31,22.52,429.13,-6.56,True,True,22.52,427.05,-8.64,True,True,22.52,0.0
53,2023,May,cat,call,1.0,31,0,31,435.69,409.84,True,1144.31,22.52,435.69,0.0,True,True,22.52,435.69,0.0,True,True,22.52,0.0
11,2024,May,hdd,put,0.0,0,31,31,95.48,117.56,True,1049.68,0.0,89.11,-6.37,True,True,0.0,108.87,13.39,True,True,0.0,0.0
11,2024,May,hdd,put,0.25,7,24,31,95.48,117.56,True,1049.68,0.0,93.74,-1.74,True,True,0.0,107.03,11.55,True,True,0.0,0.0
11,2024,May,hdd,put,0.5,15,16,31,95.48,117.56,True,1049.68,0.0,85.67,-9.81,True,True,0.0,95.97,0.49,True,True,0.0,0.0
11,2024,May,hdd,put,0.75,23,8,31,95.48,117.56,True,1049.68,0.0,83.93,-11.55,True,True,0.0,87.86,-7.62,True,True,0.0,0.0
11,2024,May,hdd,put,1.0,31,0,31,95.48,117.56,True,1049.68,0.0,95.48,0.0,True,True,0.0,95.48,0.0,True,True,0.0,0.0
24,2024,AprMayJun,cat,call,0.0,0,91,91,1309.02,1315.26,False,1008.78,-6.95,1332.08,23.06,False,True,-6.95,1315.26,6.24,True,False,0.0,-6.95
24,2024,AprMayJun,cat,call,0.25,22,69,91,1309.02,1315.26,False,1008.78,-6.95,1367.17,58.15,False,True,-6.95,1358.47,49.45,False,True,-6.95,0.0
24,2024,AprMayJun,cat,call,0.5,45,46,91,1309.02,1315.26,False,1008.78,-6.95,1349.61,40.59,False,True,-6.95,1346.42,37.4,False,True,-6.95,0.0
24,2024,AprMayJun,cat,call,0.75,68,23,91,1309.02,1315.26,False,1008.78,-6.95,1325.56,16.54,False,True,-6.95,1328.62,19.6,False,True,-6.95,0.0
24,2024,AprMayJun,cat,call,1.0,91,0,91,1309.02,1315.26,False,1008.78,-6.95,1309.02,-0.0,True,False,0.0,1309.02,-0.0,True,False,0.0,0.0
27,2024,FebMarAprMayJunJul,hdd,call,0.0,0,181,181,916.42,1050.64,False,845.06,-61.08,998.68,82.26,True,False,0.0,1040.95,124.53,True,False,0.0,0.0
27,2024,FebMarAprMayJunJul,hdd,call,0.25,45,136,181,916.42,1050.64,False,845.06,-61.08,895.42,-21.0,True,False,0.0,907.57,-8.85,True,False,0.0,0.0
27,2024,FebMarAprMayJunJul,hdd,call,0.5,90,91,181,916.42,1050.64,False,845.06,-61.08,869.09,-47.33,True,False,0.0,877.5,-38.92,True,False,0.0,0.0
27,2024,FebMarAprMayJunJul,hdd,call,0.75,135,46,181,916.42,1050.64,False,845.06,-61.08,901.57,-14.85,True,False,0.0,901.57,-14.85,True,False,0.0,0.0
27,2024,FebMarAprMayJunJul,hdd,call,1.0,181,0,181,916.42,1050.64,False,845.06,-61.08,916.42,-0.0,True,False,0.0,916.42,-0.0,True,False,0.0,0.0
28,2024,Jan,cat,call,0.0,0,31,31,160.28,169.9,False,1189.97,-20.29,198.02,37.74,False,True,-20.29,169.9,9.62,True,False,0.0,-20.29
28,2024,Jan,cat,call,0.25,7,24,31,160.28,169.9,False,1189.97,-20.29,209.04,48.76,False,True,-20.29,186.71,26.43,False,True,-20.29,0.0
28,2024,Jan,cat,call,0.5,15,16,31,160.28,169.9,False,1189.97,-20.29,164.77,4.49,True,False,0.0,146.35,-13.93,True,False,0.0,0.0
28,2024,Jan,cat,call,0.75,23,8,31,160.28,169.9,False,1189.97,-20.29,145.14,-15.14,True,False,0.0,134.97,-25.31,True,False,0.0,0.0
28,2024,Jan,cat,call,1.0,31,0,31,160.28,169.9,False,1189.97,-20.29,160.28,-0.0,True,False,0.0,160.28,-0.0,True,False,0.0,0.0
32,2024,FebMarAprMayJunJul,cat,put,0.0,0,181,181,2308.64,2158.72,False,1196.31,-81.5,2198.22,-110.42,True,False,0.0,2146.42,-162.22,False,True,-81.5,81.5
32,2024,FebMarAprMayJunJul,cat,put,0.25,45,136,181,2308.64,2158.72,False,1196.31,-81.5,2314.96,6.32,True,False,0.0,2277.7,-30.94,True,False,0.0,0.0
32,2024,FebMarAprMayJunJul,cat,put,0.5,90,91,181,2308.64,2158.72,False,1196.31,-81.5,2348.34,39.7,True,False,0.0,2321.2,12.56,True,False,0.0,0.0
32,2024,FebMarAprMayJunJul,cat,put,0.75,135,46,181,2308.64,2158.72,False,1196.31,-81.5,2325.05,16.41,True,False,0.0,2312.56,3.92,True,False,0.0,0.0
32,2024,FebMarAprMayJunJul,cat,put,1.0,181,0,181,2308.64,2158.72,False,1196.31,-81.5,2308.64,0.0,True,False,0.0,2308.64,0.0,True,False,0.0,0.0
44,2024,Apr,cat,put,0.0,0,30,30,324.92,312.18,False,843.02,-62.84,330.49,5.57,True,False,0.0,312.18,-12.74,False,True,-62.84,62.84
44,2024,Apr,cat,put,0.25,7,23,30,324.92,312.18,False,843.02,-62.84,353.85,28.93,True,False,0.0,340.47,15.55,True,False,0.0,0.0
44,2024,Apr,cat,put,0.5,15,15,30,324.92,312.18,False,843.02,-62.84,382.86,57.94,True,False,0.0,376.47,51.55,True,False,0.0,0.0
44,2024,Apr,cat,put,0.75,22,8,30,324.92,312.18,False,843.02,-62.84,355.74,30.82,True,False,0.0,353.8,28.88,True,False,0.0,0.0
44,2024,Apr,cat,put,1.0,30,0,30,324.92,312.18,False,843.02,-62.84,324.92,-0.0,True,False,0.0,324.92,-0.0,True,False,0.0,0.0
52,2024,AprMay,cat,call,0.0,0,61,61,806.0,788.61,True,768.69,-9.05,811.59,5.59,True,True,-9.05,788.61,-17.39,False,False,0.0,-9.05
52,2024,AprMay,cat,call,0.25,15,46,61,806.0,788.61,True,768.69,-9.05,849.96,43.96,True,True,-9.05,835.39,29.39,True,True,-9.05,0.0
52,2024,AprMay,cat,call,0.5,30,31,61,806.0,788.61,True,768.69,-9.05,813.16,7.16,True,True,-9.05,799.84,-6.16,True,True,-9.05,0.0
52,2024,AprMay,cat,call,0.75,45,16,61,806.0,788.61,True,768.69,-9.05,817.88,11.88,True,True,-9.05,811.21,5.21,True,True,-9.05,0.0
52,2024,AprMay,cat,call,1.0,61,0,61,806.0,788.61,True,768.69,-9.05,806.0,0.0,True,True,-9.05,806.0,0.0,True,True,-9.05,0.0
53,2024,May,cat,call,0.0,0,31,31,428.81,410.92,True,1039.66,9.96,424.11,-4.7,True,True,9.96,410.92,-17.89,False,False,0.0,9.96
53,2024,May,cat,call,0.25,7,24,31,428.81,410.92,True,1039.66,9.96,418.0,-10.81,True,True,9.96,408.23,-20.58,False,False,0.0,9.96
53,2024,May,cat,call,0.5,15,16,31,428.81,410.92,True,1039.66,9.96,434.29,5.48,True,True,9.96,427.75,-1.06,True,True,9.96,0.0
53,2024,May,cat,call,0.75,23,8,31,428.81,410.92,True,1039.66,9.96,435.59,6.78,True,True,9.96,433.84,5.03,True,True,9.96,0.0
53,2024,May,cat,call,1.0,31,0,31,428.81,410.92,True,1039.66,9.96,428.81,0.0,True,True,9.96,428.81,0.0,True,True,9.96,0.0
