region,calibration_year,calibration_end,prediction_year,train_start,train_end,prediction_start,prediction_end,n_calibration_rows,n_prediction_rows,fit_MAE,fit_MAPE,fit_Bias,fit_RMSE,pred_year_MAE,pred_year_MAPE,pred_year_Bias,pred_year_RMSE,export_path
11,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,2.5751874446868896,22.553081512451172,1.084763765335083,3.2169249057769775,../Outputs/lstm_rolling_exports/lstm_region_11_calib_2020_predict_2021.pkl
11,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,2.917145252227783,23.446426391601562,1.8144994974136353,3.6579678058624268,../Outputs/lstm_rolling_exports/lstm_region_11_calib_2021_predict_2022.pkl
11,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,2.5442118644714355,21.19710350036621,1.0065685510635376,3.078831195831299,../Outputs/lstm_rolling_exports/lstm_region_11_calib_2022_predict_2023.pkl
11,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,2.4214491844177246,20.289548873901367,0.6489018797874451,3.0945870876312256,../Outputs/lstm_rolling_exports/lstm_region_11_calib_2023_predict_2024.pkl
44,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13149,365,,,,,2.5030677318573,26.203723907470703,1.031618595123291,3.0908191204071045,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2010_predict_2011.pkl
44,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13514,366,,,,,2.7084968090057373,27.019533157348633,1.0926568508148193,3.438371181488037,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2011_predict_2012.pkl
44,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13880,365,,,,,2.4610235691070557,26.459070205688477,0.7254538536071777,3.111097812652588,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2012_predict_2013.pkl
44,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14245,365,,,,,1.9950140714645386,18.570314407348633,0.5991738438606262,2.5073533058166504,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2013_predict_2014.pkl
44,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14610,365,,,,,2.3963911533355713,24.541561126708984,0.6585820317268372,3.006371259689331,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2014_predict_2015.pkl
44,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14975,366,,,,,2.4522080421447754,22.171783447265625,1.1583952903747559,3.0318307876586914,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2015_predict_2016.pkl
44,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15341,365,,,,,2.412930727005005,22.349071502685547,1.0027117729187012,2.923380136489868,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2016_predict_2017.pkl
44,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15706,365,,,,,2.5926949977874756,25.871767044067383,0.6400137543678284,3.158792734146118,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2017_predict_2018.pkl
44,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16071,365,,,,,2.4605205059051514,23.372583389282227,0.9195946455001831,2.993351459503174,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2018_predict_2019.pkl
44,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16436,366,,,,,2.5373802185058594,23.655696868896484,0.8850942850112915,3.040421485900879,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2019_predict_2020.pkl
44,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,2.437525749206543,23.695436477661133,0.8524723649024963,3.03928542137146,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2020_predict_2021.pkl
44,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,2.3219690322875977,22.503938674926758,0.5496510863304138,2.9534823894500732,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2021_predict_2022.pkl
44,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,2.4288063049316406,21.33403205871582,0.9798130989074707,3.042646646499634,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2022_predict_2023.pkl
44,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,2.452836275100708,21.7445068359375,1.1079891920089722,3.032048463821411,../Outputs/lstm_rolling_exports/lstm_region_44_calib_2023_predict_2024.pkl
28,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13149,365,,,,,1.8553279638290405,17.775558471679688,0.3848569989204407,2.3682444095611572,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2010_predict_2011.pkl
28,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13514,366,,,,,2.0870718955993652,19.655981063842773,0.33754658699035645,2.6145808696746826,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2011_predict_2012.pkl
28,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13880,365,,,,,1.999015212059021,19.226938247680664,0.5617188215255737,2.562371253967285,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2012_predict_2013.pkl
28,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14245,365,,,,,1.6279724836349487,14.21113395690918,0.6195225715637207,2.0301945209503174,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2013_predict_2014.pkl
28,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14610,365,,,,,1.8384507894515991,16.70990562438965,0.6942415237426758,2.3019497394561768,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2014_predict_2015.pkl
28,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14975,366,,,,,1.881608009338379,17.217350006103516,0.635277509689331,2.4012508392333984,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2015_predict_2016.pkl
28,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15341,365,,,,,2.008916139602661,18.685518264770508,0.6396668553352356,2.512878656387329,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2016_predict_2017.pkl
28,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15706,365,,,,,2.1961514949798584,20.170108795166016,0.5145730972290039,2.7688467502593994,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2017_predict_2018.pkl
28,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16071,365,,,,,1.9463729858398438,17.744152069091797,0.7820424437522888,2.411608934402466,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2018_predict_2019.pkl
28,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16436,366,,,,,2.1397714614868164,19.261512756347656,0.6802252531051636,2.6045849323272705,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2019_predict_2020.pkl
28,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,1.9750216007232666,18.105224609375,0.7373970150947571,2.5131494998931885,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2020_predict_2021.pkl
28,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,2.009439468383789,17.916290283203125,0.6894439458847046,2.530759334564209,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2021_predict_2022.pkl
28,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,1.9758816957473755,17.009891510009766,0.7152423858642578,2.437382936477661,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2022_predict_2023.pkl
28,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,1.9496153593063354,17.02579689025879,0.6828352212905884,2.4355502128601074,../Outputs/lstm_rolling_exports/lstm_region_28_calib_2023_predict_2024.pkl
53,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13149,365,,,,,1.6824930906295776,14.312577247619629,0.21960297226905823,2.0938446521759033,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2010_predict_2011.pkl
53,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13514,366,,,,,1.8138511180877686,15.86153507232666,0.16991901397705078,2.2738823890686035,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2011_predict_2012.pkl
53,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13880,365,,,,,1.786339521408081,15.221396446228027,0.3817373216152191,2.2338197231292725,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2012_predict_2013.pkl
53,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14245,365,,,,,1.4352085590362549,11.656715393066406,0.28413960337638855,1.7949105501174927,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2013_predict_2014.pkl
53,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14610,365,,,,,1.5046989917755127,12.781672477722168,0.1861869990825653,1.9319854974746704,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2014_predict_2015.pkl
53,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14975,366,,,,,1.6426864862442017,13.853897094726562,0.3687397241592407,2.0454609394073486,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2015_predict_2016.pkl
53,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15341,365,,,,,1.8306399583816528,15.911088943481445,0.27767619490623474,2.3295087814331055,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2016_predict_2017.pkl
53,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15706,365,,,,,1.8930864334106445,16.00739288330078,0.1305299699306488,2.3854081630706787,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2017_predict_2018.pkl
53,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16071,365,,,,,1.5471084117889404,13.111197471618652,0.22934892773628235,1.9604514837265015,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2018_predict_2019.pkl
53,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16436,366,,,,,1.7729648351669312,14.806619644165039,0.4004942774772644,2.2053580284118652,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2019_predict_2020.pkl
53,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,1.9068915843963623,16.631145477294922,0.4872193932533264,2.4059829711914062,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2020_predict_2021.pkl
53,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,1.9262173175811768,16.736454010009766,0.33246558904647827,2.414628744125366,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2021_predict_2022.pkl
53,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,1.641862392425537,13.263046264648438,0.4637398421764374,2.07025146484375,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2022_predict_2023.pkl
53,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,1.69264817237854,14.144603729248047,0.2319442480802536,2.1444294452667236,../Outputs/lstm_rolling_exports/lstm_region_53_calib_2023_predict_2024.pkl
24,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13149,365,,,,,2.3415863513946533,22.190181732177734,0.7512757778167725,2.928804397583008,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2010_predict_2011.pkl
24,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13514,366,,,,,2.6453709602355957,26.270305633544922,0.10048665851354599,3.263824462890625,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2011_predict_2012.pkl
24,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13880,365,,,,,2.402364730834961,22.69231605529785,0.6528682708740234,3.07318377494812,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2012_predict_2013.pkl
24,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14245,365,,,,,2.057774305343628,17.166057586669922,0.818566083908081,2.530001401901245,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2013_predict_2014.pkl
24,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14610,365,,,,,2.323723554611206,20.927927017211914,0.5920478105545044,2.901836633682251,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2014_predict_2015.pkl
24,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14975,366,,,,,2.2777719497680664,19.767236709594727,0.6713392734527588,2.8300464153289795,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2015_predict_2016.pkl
24,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15341,365,,,,,2.548119068145752,23.12107276916504,0.6890504360198975,3.116372585296631,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2016_predict_2017.pkl
24,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15706,365,,,,,2.6486315727233887,24.126005172729492,0.6624190211296082,3.287226915359497,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2017_predict_2018.pkl
24,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16071,365,,,,,2.4160704612731934,21.266300201416016,0.8734254837036133,2.972442150115967,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2018_predict_2019.pkl
24,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16436,366,,,,,2.5372321605682373,23.17936134338379,0.4816434979438782,3.0946097373962402,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2019_predict_2020.pkl
24,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,2.4510397911071777,22.46344757080078,0.4134499430656433,3.027252674102783,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2020_predict_2021.pkl
24,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,2.522106409072876,21.665283203125,0.9320034980773926,3.1364169120788574,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2021_predict_2022.pkl
24,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,2.3579723834991455,19.849212646484375,0.5345251560211182,2.8966095447540283,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2022_predict_2023.pkl
24,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,2.4303719997406006,20.950597763061523,0.6455526947975159,3.012608766555786,../Outputs/lstm_rolling_exports/lstm_region_24_calib_2023_predict_2024.pkl
52,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13149,365,,,,,2.0156264305114746,17.588075637817383,0.5322397351264954,2.6075234413146973,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2010_predict_2011.pkl
52,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13514,366,,,,,2.5076401233673096,21.231868743896484,0.5153248310089111,3.185556411743164,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2011_predict_2012.pkl
52,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13880,365,,,,,2.576176166534424,21.168359756469727,0.8739439845085144,3.051610231399536,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2012_predict_2013.pkl
52,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14245,365,,,,,1.9297406673431396,15.313529968261719,0.5582494735717773,2.4015512466430664,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2013_predict_2014.pkl
52,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14610,365,,,,,2.1629278659820557,17.901195526123047,0.46361732482910156,2.6848044395446777,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2014_predict_2015.pkl
52,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14975,366,,,,,2.1408822536468506,17.097261428833008,0.8058937191963196,2.6899304389953613,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2015_predict_2016.pkl
52,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15341,365,,,,,2.540627956390381,20.851964950561523,0.7446833252906799,3.1150007247924805,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2016_predict_2017.pkl
52,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15706,365,,,,,2.3567581176757812,19.464513778686523,0.48446622490882874,2.9788997173309326,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2017_predict_2018.pkl
52,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16071,365,,,,,2.2799763679504395,18.667272567749023,0.8750998377799988,2.829092025756836,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2018_predict_2019.pkl
52,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16436,366,,,,,2.4547979831695557,20.092981338500977,0.6859122514724731,2.9342780113220215,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2019_predict_2020.pkl
52,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16802,365,,,,,2.4237399101257324,20.055330276489258,0.7656736373901367,2.9370572566986084,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2020_predict_2021.pkl
52,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17167,365,,,,,2.52439022064209,20.567434310913086,0.6942482590675354,3.2350025177001953,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2021_predict_2022.pkl
52,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17532,365,,,,,2.3325068950653076,18.557767868041992,0.6884942054748535,2.828972101211548,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2022_predict_2023.pkl
52,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-31,17897,366,,,,,2.2627971172332764,17.559459686279297,0.9997353553771973,2.868725061416626,../Outputs/lstm_rolling_exports/lstm_region_52_calib_2023_predict_2024.pkl
32,2010,2010-12-31,2011,1978-01-01,2010-12-31,2011-01-01,2011-12-31,12053,365,,,,,2.25793719291687,25.254112243652344,0.6390665173530579,2.8528072834014893,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2010_predict_2011.pkl
32,2011,2011-12-31,2012,1978-01-01,2011-12-31,2012-01-01,2012-12-31,12418,366,,,,,2.453233003616333,24.2951717376709,0.6075853109359741,3.137993335723877,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2011_predict_2012.pkl
32,2012,2012-12-31,2013,1978-01-01,2012-12-31,2013-01-01,2013-12-31,12784,365,,,,,2.5444769859313965,30.824325561523438,0.8642286062240601,3.1841859817504883,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2012_predict_2013.pkl
32,2013,2013-12-31,2014,1978-01-01,2013-12-31,2014-01-01,2014-12-31,13149,365,,,,,1.9228060245513916,18.150070190429688,0.6998708248138428,2.374429225921631,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2013_predict_2014.pkl
32,2014,2014-12-31,2015,1978-01-01,2014-12-31,2015-01-01,2015-12-31,13514,365,,,,,2.1824278831481934,21.366832733154297,0.6443602442741394,2.6655027866363525,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2014_predict_2015.pkl
32,2015,2015-12-31,2016,1978-01-01,2015-12-31,2016-01-01,2016-12-31,13879,366,,,,,2.2996456623077393,22.113981246948242,0.8978181481361389,2.8859028816223145,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2015_predict_2016.pkl
32,2016,2016-12-31,2017,1978-01-01,2016-12-31,2017-01-01,2017-12-31,14245,365,,,,,2.3864188194274902,22.522022247314453,0.8093778491020203,2.917118549346924,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2016_predict_2017.pkl
32,2017,2017-12-31,2018,1978-01-01,2017-12-31,2018-01-01,2018-12-31,14610,365,,,,,2.511202335357666,25.207019805908203,0.5731438398361206,3.1584830284118652,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2017_predict_2018.pkl
32,2018,2018-12-31,2019,1978-01-01,2018-12-31,2019-01-01,2019-12-31,14975,365,,,,,2.354494571685791,23.36665153503418,1.0744092464447021,2.9396636486053467,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2018_predict_2019.pkl
32,2019,2019-12-31,2020,1978-01-01,2019-12-31,2020-01-01,2020-12-31,15340,366,,,,,2.443641185760498,23.780853271484375,0.7169862389564514,2.9454989433288574,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2019_predict_2020.pkl
32,2020,2020-12-31,2021,1978-01-01,2020-12-31,2021-01-01,2021-12-31,15706,365,,,,,2.257559299468994,22.48929786682129,0.82403564453125,2.8571157455444336,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2020_predict_2021.pkl
32,2021,2021-12-31,2022,1978-01-01,2021-12-31,2022-01-01,2022-12-31,16071,365,,,,,2.392671823501587,22.182584762573242,0.9297850131988525,3.0566463470458984,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2021_predict_2022.pkl
32,2022,2022-12-31,2023,1978-01-01,2022-12-31,2023-01-01,2023-12-31,16436,365,,,,,2.279583692550659,21.0152587890625,0.7460306882858276,2.758578062057495,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2022_predict_2023.pkl
32,2023,2023-12-31,2024,1978-01-01,2023-12-31,2024-01-01,2024-12-31,16801,366,,,,,2.252039909362793,19.744413375854492,0.8689481616020203,2.9023990631103516,../Outputs/lstm_rolling_exports/lstm_region_32_calib_2023_predict_2024.pkl
27,2010,2010-12-31,2011,1978-01-01,2010-12-31,2011-01-01,2011-12-31,12053,365,,,,,2.427520513534546,57.046051025390625,0.23329205811023712,3.046933889389038,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2010_predict_2011.pkl
27,2011,2011-12-31,2012,1978-01-01,2011-12-31,2012-01-01,2012-12-31,12418,366,,,,,2.822385311126709,28.44639015197754,0.382481187582016,3.5784854888916016,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2011_predict_2012.pkl
27,2012,2012-12-31,2013,1978-01-01,2012-12-31,2013-01-01,2013-12-31,12784,365,,,,,2.7881016731262207,28.166475296020508,0.5487114191055298,3.3720169067382812,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2012_predict_2013.pkl
27,2013,2013-12-31,2014,1978-01-01,2013-12-31,2014-01-01,2014-12-31,13149,365,,,,,2.19952654838562,21.0277156829834,0.33986178040504456,2.719365358352661,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2013_predict_2014.pkl
27,2014,2014-12-31,2015,1978-01-01,2014-12-31,2015-01-01,2015-12-31,13514,365,,,,,2.4990267753601074,25.487415313720703,0.32790425419807434,3.101728677749634,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2014_predict_2015.pkl
27,2015,2015-12-31,2016,1978-01-01,2015-12-31,2016-01-01,2016-12-31,13879,366,,,,,2.317781925201416,22.037565231323242,0.36422261595726013,2.855243682861328,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2015_predict_2016.pkl
27,2016,2016-12-31,2017,1978-01-01,2016-12-31,2017-01-01,2017-12-31,14245,365,,,,,2.76423978805542,25.8414306640625,0.6138253211975098,3.3928213119506836,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2016_predict_2017.pkl
27,2017,2017-12-31,2018,1978-01-01,2017-12-31,2018-01-01,2018-12-31,14610,365,,,,,2.6487438678741455,25.80712127685547,0.3420868515968323,3.2997963428497314,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2017_predict_2018.pkl
27,2018,2018-12-31,2019,1978-01-01,2018-12-31,2019-01-01,2019-12-31,14975,365,,,,,2.504850387573242,23.49749755859375,0.5901622176170349,3.043534278869629,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2018_predict_2019.pkl
27,2019,2019-12-31,2020,1978-01-01,2019-12-31,2020-01-01,2020-12-31,15340,366,,,,,2.527834415435791,24.079496383666992,0.3745727837085724,3.0398623943328857,../Outputs/lstm_rolling_exports/lstm_region_27_calib_2019_predict_2020.pkl
