cl_ratio,REV,E_hba,E_xgb,E_perfect,p_hba,p_xgb,hedge_hba,hedge_xgb,region
0.02,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.03,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.04,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.05,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.06,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.07,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.08,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.09000000000000001,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.1,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.11,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.12000000000000001,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.13,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.13999999999999999,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.15,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.16,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.16999999999999998,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.18,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.19,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.19999999999999998,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.21,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.22,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.22999999999999998,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.24,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.25,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.26,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.27,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.28,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.29000000000000004,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.30000000000000004,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.31,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.32,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.33,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.34,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.35000000000000003,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.36000000000000004,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.37000000000000005,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.38,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.39,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.4,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.41000000000000003,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.42000000000000004,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.43000000000000005,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.44,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.45,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.46,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.47000000000000003,-0.0,-3344.9555429219945,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,1,1,44
0.48000000000000004,-0.9049917443230251,-2709.3292394499645,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,0,1,44
0.49000000000000005,-0.9049917443230251,-2709.3292394499645,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,0,1,44
0.5,-0.9049917443230251,-2709.3292394499645,-3344.9555429219945,-2006.9733257531966,0.48,0.7213,0,1,44
0.02,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.03,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.04,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.05,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.06,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.07,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.08,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.09000000000000001,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.1,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.11,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.12000000000000001,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.13,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.13999999999999999,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.15,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.16,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.16999999999999998,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.18,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.19,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.19999999999999998,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.21,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.22,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.22999999999999998,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.24,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.25,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.26,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.27,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.28,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.29000000000000004,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.30000000000000004,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.31,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.32,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.33,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.34,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.35000000000000003,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.36000000000000004,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.37000000000000005,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.38,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.39,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.4,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.41000000000000003,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.42000000000000004,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.43000000000000005,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.44,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.45,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.46,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.47000000000000003,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.48000000000000004,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.49000000000000005,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.5,-0.0,-4691.024007450572,-4691.024007450572,-3283.7168052154,0.56,0.8176,1,1,52
0.02,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.03,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.04,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.05,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.06,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.07,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.08,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.09000000000000001,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.1,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.11,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.12000000000000001,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.13,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.13999999999999999,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.15,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.16,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.16999999999999998,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.18,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.19,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.19999999999999998,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.21,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.22,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.22999999999999998,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.24,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.25,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.26,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.27,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.28,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.29000000000000004,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.30000000000000004,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.31,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.32,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.33,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.34,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.35000000000000003,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.36000000000000004,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.37000000000000005,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.38,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.39,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.4,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.41000000000000003,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.42000000000000004,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.43000000000000005,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.44,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.45,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.46,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.47000000000000003,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.48000000000000004,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.49000000000000005,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
0.5,-0.0,-2818.312024019845,-2818.312024019845,-1690.987214411907,0.52,0.6864,1,1,53
