cl_ratio,REV,E_hba,E_xgb,E_perfect,p_hba,p_xgb,hedge_hba,hedge_xgb,region
0.27,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.28,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.29000000000000004,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.30000000000000004,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.31,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.32,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.33,-3.823619028269081,-452.41812363912186,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,1,0,32
0.34,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.35000000000000003,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.36000000000000004,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.37000000000000005,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.38,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.39,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.4,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.41000000000000003,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.42000000000000004,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.43000000000000005,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.44,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.45,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.46,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.47000000000000003,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.48000000000000004,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.49000000000000005,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
0.5,-0.0,-1490.342851407326,-1490.342851407326,-180.96724945564875,0.3333333333333333,0.1879,0,0,32
