0,1,2,3,name,calib_year,A,B,C,phi,a
10.859120220863788,7.156393151707003e-05,-2.7689608471342906,-7.423839002608927,24,2014,10.859120220863788,7.156393151707003e-05,7.923416542730804,-1.9277969178421621,0.23374554521060253
10.852769819625024,7.268955011891491e-05,-2.7653716675756264,-7.4175819402783105,24,2015,10.852769819625024,7.268955011891491e-05,7.916299785921004,-1.9276483318190372,0.2343974777083497
10.877738898181805,6.830840652665438e-05,-2.7771513461780812,-7.412214807592674,24,2016,10.877738898181805,6.830840652665438e-05,7.915396260041239,-1.9292796410015056,0.23424639532951735
10.88115216227655,6.77132213836197e-05,-2.7635979516262,-7.420261177535261,24,2017,10.88115216227655,6.77132213836197e-05,7.918191054847661,-1.9273202389603243,0.23434894702775866
10.852610642186454,7.25622468412279e-05,-2.7709143903114932,-7.434686068422552,24,2018,10.852610642186454,7.25622468412279e-05,7.934262630795107,-1.9275498495525358,0.23384092640021895
10.83736247840804,7.509690164518698e-05,-2.777834663075717,-7.433937678832972,24,2019,10.83736247840804,7.509690164518698e-05,7.935981024936838,-1.9283998900728236,0.2336560222784964
10.81378898761695,7.894847463047307e-05,-2.7659414601823973,-7.418820845946049,24,2020,10.81378898761695,7.894847463047307e-05,7.917659686131982,-1.927661102511588,0.2340676614591371
10.845804441222018,7.38453842282707e-05,-2.7657656508823036,-7.412303762604363,24,2021,10.845804441222018,7.38453842282707e-05,7.911492065642183,-1.92792804758763,0.23352996272577864
10.81373510989092,7.886858005267864e-05,-2.7689895799651074,-7.425505477547151,24,2022,10.81373510989092,7.886858005267864e-05,7.924988005734652,-1.9277268288628604,0.23266389863735107
10.781730044947174,8.379065975822068e-05,-2.7860363862507795,-7.425261544635984,24,2023,10.781730044947174,8.379065975822068e-05,7.930731854738456,-1.9297515664096632,0.23260963008436905
11.207885866286047,2.3524019125275484e-05,2.465152658857901,-0.13966144070782216,27,2010,11.207885866286047,2.3524019125275484e-05,2.4691056983237396,-3.1981864321571347,0.08883449644510444
11.161052217127368,3.678387168687916e-05,2.5873508576120114,0.04853027783016825,27,2011,11.161052217127368,3.678387168687916e-05,2.587805952588386,-3.122838108702826,0.0869237080179832
11.170941986025367,3.3457732360635286e-05,2.724849681315043,0.2371867717648929,27,2012,11.170941986025367,3.3457732360635286e-05,2.735153259044718,-3.0547656886291112,0.08368399776895027
11.211305659333982,2.1970552318003925e-05,2.852520363222654,0.43453317587914786,27,2013,11.211305659333982,2.1970552318003925e-05,2.8854274386197134,-2.9904217624015916,0.08049938871147813
11.1793542593756,3.0394612115735077e-05,2.8989054196336212,0.5998995965099785,27,2014,11.1793542593756,3.0394612115735077e-05,2.9603263600275587,-2.9375329735434565,0.07875910749419437
11.153734125491814,3.6805810298887976e-05,2.9498805610352656,0.8100960424302487,27,2015,11.153734125491814,3.6805810298887976e-05,3.059093153588966,-2.8735798095361593,0.07762732449201258
11.181897736396525,2.973771911815861e-05,3.0076994713877254,0.9930242429118833,27,2016,11.181897736396525,2.973771911815861e-05,3.1673890283949526,-2.8227001577140274,0.07587685135975808
11.185784869227756,2.874644522944843e-05,3.041252873201676,1.1966337920344174,27,2017,11.185784869227756,2.874644522944843e-05,3.2682030951267578,-2.766730502224116,0.07411059483889447
11.126102679532183,4.2626113300415424e-05,3.1045613717486438,1.3784611983167996,27,2018,11.126102679532183,4.2626113300415424e-05,3.3968303734833167,-2.723729846617141,0.07168568558835559
11.09872361776423,4.872870800652131e-05,3.1610730690088036,1.5351142157533557,27,2019,11.09872361776423,4.872870800652131e-05,3.514108507576392,-2.6895064013207297,0.06977964403796456
11.061955926327597,5.690614784138495e-05,3.183475186164299,1.673246022041324,27,2020,11.061955926327597,5.690614784138495e-05,3.596424128380986,-2.6576725888555064,0.06909593977957534
11.110579960003564,4.6361025371258736e-05,3.2177093976244953,1.8073516781993753,27,2021,11.110579960003564,4.6361025371258736e-05,3.690551971758573,-2.6298195478294244,0.0673664128588132
11.063963238686501,5.607223521576003e-05,3.266587081868311,1.9591524848174529,27,2022,11.063963238686501,5.607223521576003e-05,3.809051013335911,-2.60135319612615,0.06506166399900168
11.019369408103401,6.511601982006255e-05,3.3244930651123923,2.084890292312647,27,2023,11.019369408103401,6.511601982006255e-05,3.9241587214280598,-2.5814629124579174,0.06307612784370245
10.926632522855803,3.779468252254652e-05,-2.8867186295912957,-5.261271727121723,28,2010,10.926632522855803,3.779468252254652e-05,6.001176937321532,-2.0726202865078847,0.25506593201861855
10.906264321706313,4.181837498747616e-05,-2.874372451909761,-5.258211433210367,28,2011,10.906264321706313,4.181837498747616e-05,5.992562429265294,-2.071059701895164,0.25573301814797306
10.931974681661497,3.684947808593459e-05,-2.8729776209408127,-5.2686062146417845,28,2012,10.931974681661497,3.684947808593459e-05,6.0010175683286215,-2.0700249056624678,0.254984428949982
10.969887839805693,2.9691898415765188e-05,-2.9038328122002324,-5.28427663075238,28,2013,10.969887839805693,2.9691898415765188e-05,6.029579132205368,-2.0732734290514507,0.25317750325352784
10.945747424167651,3.416738739812863e-05,-2.8972552805089213,-5.277065983484224,28,2014,10.945747424167651,3.416738739812863e-05,6.020092487203428,-2.072892726378244,0.2537315362698776
10.943828325726985,3.4487399884679776e-05,-2.8947325938122845,-5.2714907293476125,28,2015,10.943828325726985,3.4487399884679776e-05,6.013991295244534,-2.0729711842514114,0.2554136955260217
10.956768277105292,3.22227510267831e-05,-2.9016736687334577,-5.285566691416655,28,2016,10.956768277105292,3.22227510267831e-05,6.02967041630256,-2.072856565920172,0.2548627126490418
10.949133585292302,3.353745726893322e-05,-2.885210984374808,-5.305054555904839,28,2017,10.949133585292302,3.353745726893322e-05,6.038877897878358,-2.068913891442923,0.2552793072380594
10.933382909441479,3.621183952938341e-05,-2.885933157345117,-5.331415736402899,28,2018,10.933382909441479,3.621183952938341e-05,6.062392592288001,-2.0669410328951745,0.25358608921682907
10.924270960963884,3.773082029270786e-05,-2.881655128250068,-5.342875146044429,28,2019,10.924270960963884,3.773082029270786e-05,6.070440766895696,-2.0654226376509253,0.25343205263482
10.905764624844235,4.075282545827082e-05,-2.870361719434248,-5.344324404766568,28,2020,10.905764624844235,4.075282545827082e-05,6.066364623378409,-2.0636707114682653,0.25375211182701085
10.921460947147272,3.8248908653771966e-05,-2.8783762107234074,-5.34575609701236,28,2021,10.921460947147272,3.8248908653771966e-05,6.071421403526793,-2.0647220566523607,0.25293179449452313
10.888909063255895,4.335380005794991e-05,-2.8801772980476894,-5.360064960832914,28,2022,10.888909063255895,4.335380005794991e-05,6.084876141100822,-2.0638678379969324,0.251424175482229
10.857621236053776,4.8164696795178273e-05,-2.88958205125612,-5.364167264669103,28,2023,10.857621236053776,4.8164696795178273e-05,6.092944680061451,-2.064908833995693,0.251428031027753
10.234461275671809,9.452968825566317e-05,-1.258223848936011,-2.4740119999505454,32,2010,10.234461275671809,9.452968825566317e-05,2.7755832954409145,-2.041281406301099,0.10829887163555144
10.208578715391996,0.00010132375299388202,-1.1958694314292126,-2.5983274480371668,32,2011,10.208578715391996,0.00010132375299388202,2.860316280457489,-2.0021379641490245,0.10794280219928987
10.246590077477032,9.120475809041876e-05,-1.145253968351162,-2.7367217340587806,32,2012,10.246590077477032,9.120475809041876e-05,2.9666904964444445,-1.9671286348095314,0.10722799118294014
10.30881988431585,7.522571518899788e-05,-1.1269503841761106,-2.8979325300344683,32,2013,10.30881988431585,7.522571518899788e-05,3.109345609131712,-1.941680608363708,0.10633061784135243
10.273527796629082,8.382291254867142e-05,-1.0664357435375689,-2.9911584204806285,32,2014,10.273527796629082,8.382291254867142e-05,3.175580874660051,-1.9132760485556004,0.10635201673649863
10.273616363712256,8.36073950962023e-05,-1.0191514092050777,-3.086954981270563,32,2015,10.273616363712256,8.36073950962023e-05,3.250839991644596,-1.8896771705159612,0.10667033739106423
10.29083082296975,7.952564425015382e-05,-0.9669274611893064,-3.2017053892733234,32,2016,10.29083082296975,7.952564425015382e-05,3.3445277865348704,-1.8640905309955245,0.10574845805103827
10.282102059179074,8.134119322388602e-05,-0.8868118716904023,-3.3083812913783475,32,2017,10.282102059179074,8.134119322388602e-05,3.425174749543926,-1.8326898421291264,0.1054952868735347
10.260673427981114,8.592274150163097e-05,-0.8233047603505214,-3.4273120061425533,32,2018,10.260673427981114,8.592274150163097e-05,3.5248118128298316,-1.8065481760640019,0.10451272980524562
10.251107998451218,8.787796589448972e-05,-0.7690269822084141,-3.517739332136231,32,2019,10.251107998451218,8.787796589448972e-05,3.6008183109152894,-1.7860242106030297,0.10446130939972056
10.223883656397582,9.350134197974439e-05,-0.7187734338773317,-3.5910223340428478,32,2020,10.223883656397582,9.350134197974439e-05,3.6622502171263984,-1.7683442296256806,0.10465550965542057
10.259433361292123,8.61903193207739e-05,-0.6873281185408434,-3.675032335623806,32,2021,10.259433361292123,8.61903193207739e-05,3.738754152176559,-1.7556867354887193,0.10446498809766473
10.227042440124189,9.255269713720062e-05,-0.6408764575560019,-3.7652197553093014,32,2022,10.227042440124189,9.255269713720062e-05,3.8193719954491163,-1.739390166123766,0.10421157742957952
10.198070314989248,9.811191236729904e-05,-0.6177267875561557,-3.8440619144505965,32,2023,10.198070314989248,9.811191236729904e-05,3.893378787915971,-1.7301305009634715,0.10450908812542281
9.824000092846456,8.571638623661375e-05,-2.6244259462312662,-8.450041920970111,44,2010,9.824000092846456,8.571638623661375e-05,8.848209989224042,-1.8719323460388932,0.20723508169766833
9.79952502192492,9.055496446777664e-05,-2.6119345186426526,-8.427543873583941,44,2011,9.79952502192492,9.055496446777664e-05,8.82302089257751,-1.8713366004706544,0.20748943888345545
9.817638653352521,8.704439334862776e-05,-2.615410484066653,-8.42103093630536,44,2012,9.817638653352521,8.704439334862776e-05,8.81783046051452,-1.8719317839879426,0.2075010394479793
9.858257194022341,7.937272868726617e-05,-2.648920740189391,-8.419463086212607,44,2013,9.858257194022341,7.937272868726617e-05,8.82633217978466,-1.8756102553816665,0.20654408187859932
9.83253107627517,8.414308185302946e-05,-2.6415236019968606,-8.383481668254825,44,2014,9.83253107627517,8.414308185302946e-05,8.789790203518578,-1.8760360263102371,0.20619015239227015
9.819984519409772,8.63871377092328e-05,-2.645728721193907,-8.371318505068592,44,2015,9.819984519409772,8.63871377092328e-05,8.779456360131542,-1.8769092049814975,0.20600079369572555
9.84148881587515,8.2616656211731e-05,-2.65365456133394,-8.361892858025895,44,2016,9.84148881587515,8.2616656211731e-05,8.772863540486247,-1.8780944335707,0.20593649019053958
9.84652334628727,8.173494798997034e-05,-2.6409507153589957,-8.368562711983056,44,2017,9.84652334628727,8.173494798997034e-05,8.775389595074877,-1.8764846749780848,0.20589911652503642
9.813220364467503,8.739055192911155e-05,-2.6494533770478643,-8.379024170470048,44,2018,9.813220364467503,8.739055192911155e-05,8.787926333696227,-1.8770490977926784,0.20537328293892756
9.801177066815397,8.939249160582937e-05,-2.6568155779602454,-8.373265298425808,44,2019,9.801177066815397,8.939249160582937e-05,8.784659399949101,-1.8780458204865944,0.20500480444741578
9.77836137775331,9.311968945737299e-05,-2.6499779096884697,-8.35301030979906,44,2020,9.77836137775331,9.311968945737299e-05,8.763285009483958,-1.8780011370545326,0.20518703173084668
9.813467323087858,8.752134068635377e-05,-2.651463194947762,-8.337318404924606,44,2021,9.813467323087858,8.752134068635377e-05,8.748779072491038,-1.878705339296528,0.20426664960018773
9.779681654191318,9.281319200548556e-05,-2.65854068987419,-8.340812370653962,44,2022,9.779681654191318,9.281319200548556e-05,8.75425551387272,-1.879354821335255,0.2030135665458025
9.748170830286336,9.76614852852036e-05,-2.674384807485395,-8.332029547246185,44,2023,9.748170830286336,9.76614852852036e-05,8.750717140594372,-1.8813847195729567,0.20311540195767458
11.866157668000367,4.924907913909989e-05,-2.7224356755483,-6.490926895232055,52,2010,11.866157668000367,4.924907913909989e-05,7.038734827136548,-1.9679326431637774,0.2561477832759613
11.839226289671068,5.456423605406044e-05,-2.711845837387161,-6.467004649080763,52,2011,11.839226289671068,5.456423605406044e-05,7.012578482768395,-1.9678594844854975,0.2561945148884125
11.865320300064871,4.9514260095474584e-05,-2.7136973390055963,-6.459845890940588,52,2012,11.865320300064871,4.9514260095474584e-05,7.006694097962893,-1.9684982781175744,0.2553555302973258
11.89388033852254,4.413259389716796e-05,-2.744321523640058,-6.461875221083153,52,2013,11.89388033852254,4.413259389716796e-05,7.020479470660287,-1.9724080085288227,0.25432850093496884
11.870435614126505,4.848473388120458e-05,-2.744681735606666,-6.437528281009561,52,2014,11.870435614126505,4.848473388120458e-05,6.998217501519279,-1.973815342416183,0.25445221034911425
11.86523470872671,4.93991160505026e-05,-2.7410328757499594,-6.420760181248983,52,2015,11.86523470872671,4.93991160505026e-05,6.981362512508183,-1.9742765540417748,0.2550956966404492
11.87856055815802,4.7071589287548165e-05,-2.749834680080438,-6.417097869488184,52,2016,11.87856055815802,4.7071589287548165e-05,6.9814565696824955,-1.9756420178142817,0.2548699513949477
11.875389611008575,4.761509670854246e-05,-2.735474825847377,-6.427710201662082,52,2017,11.875389611008575,4.761509670854246e-05,6.985576637572273,-1.9731541745015764,0.2553406585049185
11.852972594664962,5.1422163702626436e-05,-2.7381015050265516,-6.4416076863637555,52,2018,11.852972594664962,5.1422163702626436e-05,6.999393504929501,-1.97272196723709,0.2551775123510749
11.845395326109916,5.268385729417077e-05,-2.7402387627686826,-6.442068553618464,52,2019,11.845395326109916,5.268385729417077e-05,7.000653949917816,-1.9729771792786277,0.25511936302282323
11.828288974567705,5.547961070125668e-05,-2.725751072197854,-6.429324948623928,52,2020,11.828288974567705,5.547961070125668e-05,6.983261287005222,-1.9717823889138817,0.2553098391115479
11.856523209365532,5.0976726729495275e-05,-2.726562187081996,-6.428396327436934,52,2021,11.856523209365532,5.0976726729495275e-05,6.982723014886815,-1.9719412438194557,0.2543852545447671
11.816401465957044,5.726208582316617e-05,-2.7323550664567695,-6.44483770213865,52,2022,11.816401465957044,5.726208582316617e-05,7.00012122867167,-1.971785975397955,0.25278841215269854
11.782994127699236,6.2396682800232e-05,-2.7433390138724145,-6.446128863228733,52,2023,11.782994127699236,6.2396682800232e-05,7.005603918748549,-1.973157544805593,0.2525256848344945
11.535900473832092,5.396710118824477e-05,-2.720729542275972,-5.192088426547221,53,2010,11.535900473832092,5.396710118824477e-05,5.861753276221954,-2.053470440707231,0.23112342624284282
11.522332576948934,5.66425380223163e-05,-2.712257707768577,-5.1626328767781695,53,2011,11.522332576948934,5.66425380223163e-05,5.83173388399547,-2.0545280665383343,0.23090423415444536
11.548624833816897,5.1562322166263954e-05,-2.705499166036759,-5.149366158639571,53,2012,11.548624833816897,5.1562322166263954e-05,5.816846015940946,-2.0545602249960053,0.23065915031304712
11.57610535631078,4.6382059549510116e-05,-2.7367930737072843,-5.14124387732057,53,2013,11.57610535631078,4.6382059549510116e-05,5.824296089174933,-2.0599653232877007,0.2294972695414789
11.555372860392758,5.022602218351557e-05,-2.739935021199402,-5.1236405529934705,53,2014,11.555372860392758,5.022602218351557e-05,5.8102440944141245,-2.061866301622758,0.2297643013796194
11.558809442286888,4.957974392838345e-05,-2.7360660904194467,-5.099913713553768,53,2015,11.558809442286888,4.957974392838345e-05,5.787501839035297,-2.0632100810920013,0.23074597349488196
11.574158169873622,4.6885076196552075e-05,-2.7399744008742033,-5.0978293761424744,53,2016,11.574158169873622,4.6885076196552075e-05,5.787514498099086,-2.063975411486204,0.23172694396608728
11.582935263246215,4.536030677721898e-05,-2.7216884505803582,-5.101447472823978,53,2017,11.582935263246215,4.536030677721898e-05,5.782071803428652,-2.060893507011679,0.23318693384003786
11.579799885885814,4.589279893748196e-05,-2.7229402190717913,-5.109682535313184,53,2018,11.579799885885814,4.589279893748196e-05,5.789927378501678,-2.060414758245669,0.23393160532601684
11.580664178719543,4.575386125807092e-05,-2.7154309652685207,-5.105027332034661,53,2019,11.580664178719543,4.575386125807092e-05,5.782289286083848,-2.0596472909258283,0.2343230635889932
11.576233040587125,4.648262433270499e-05,-2.7001970218444193,-5.092825041535588,53,2020,11.576233040587125,4.648262433270499e-05,5.764367342603127,-2.058308149805919,0.2346138609545637
11.599031469553298,4.2845762146997525e-05,-2.704645705039642,-5.084988387001857,53,2021,11.599031469553298,4.2845762146997525e-05,5.759532557919361,-2.0596279331829175,0.23408045177357753
11.572458499324277,4.701329785215167e-05,-2.7068010225357617,-5.09276782155734,53,2022,11.572458499324277,4.701329785215167e-05,5.7674132728538305,-2.0593244540452593,0.23351313349839037
11.549172450537926,5.059074734636009e-05,-2.7117207244752874,-5.088915983060588,53,2023,11.549172450537926,5.059074734636009e-05,5.766324233877096,-2.0603913364150945,0.2338298975818008
