region,year,contract,itype,model,timing,Y_actual,Y_pred,delta,delta_sq
24,2016,February,HDD,Benth,mid,338.7674603174604,317.35685345458296,-0.0632014858889147,0.003994427818566683
24,2017,February,HDD,HBA,180,311.1333333333333,364.50151488095236,0.17152833152223815,0.029421968514802836
24,2017,February,HDD,Alaton,180,311.1333333333333,328.6567906044535,0.05632137541607077,0.0031720973287579805
24,2017,February,HDD,Benth,180,311.1333333333333,351.24064805499205,0.1289071610938249,0.016617056181269328
24,2017,February,HDD,HBA,mid,311.1333333333333,340.7320486111111,0.09513193254053284,0.009050084588896492
24,2017,February,HDD,Alaton,mid,311.1333333333333,300.52147142809474,-0.034107119901131085,0.0011632956279501322
24,2017,February,HDD,Benth,mid,311.1333333333333,314.89100725438465,0.012077374933741123,0.0001458629852901584
24,2018,February,HDD,HBA,180,460.24216269841264,364.951931547619,-0.20704368020544744,0.04286708551301559
24,2018,February,HDD,Alaton,180,460.24216269841264,326.9236319419633,-0.28967039867620786,0.0839089398692332
24,2018,February,HDD,Benth,180,460.24216269841264,348.84329657172094,-0.24204402628728547,0.05858531066136014
24,2018,February,HDD,HBA,mid,460.24216269841264,414.7707986111111,-0.0987987798004026,0.00976119889004844
24,2018,February,HDD,Alaton,mid,460.24216269841264,414.4467162206008,-0.09950293603982703,0.009900834280545908
24,2018,February,HDD,Benth,mid,460.24216269841264,420.9097714636675,-0.08546020860874252,0.00730344725544979
24,2019,February,HDD,HBA,180,303.4,371.04528968253965,0.22295744786598443,0.049710023558913165
24,2019,February,HDD,Alaton,180,303.4,325.30620523158984,0.07220239034802198,0.005213185171968137
24,2019,February,HDD,Benth,180,303.4,347.70864155620563,0.1460403479110272,0.02132778321797387
24,2019,February,HDD,HBA,mid,303.4,356.85040674603175,0.17617141313787665,0.03103636680699642
24,2019,February,HDD,Alaton,mid,303.4,332.04437660371184,0.09441126105376356,0.008913486213761892
24,2019,February,HDD,Benth,mid,303.4,342.38464556918075,0.1284925694435754,0.016510340402212047
24,2020,February,HDD,HBA,180,268.9822222222222,367.31903968253965,0.3655885383349816,0.13365497936190832
24,2020,February,HDD,Alaton,180,268.9822222222222,324.9136266258621,0.20793717867878872,0.043237870276894505
24,2020,February,HDD,Benth,180,268.9822222222222,347.05417589463434,0.2902494931724976,0.08424476828689173
24,2020,February,HDD,HBA,mid,268.9822222222222,309.18610119047617,0.14946667715102424,0.022340287578568513
24,2020,February,HDD,Alaton,mid,268.9822222222222,269.0862133239939,0.0003866095718614288,1.494669610548773e-07
24,2020,February,HDD,Benth,mid,268.9822222222222,282.6120825600542,0.050671974620581234,0.0025676490119488286
24,2021,February,HDD,HBA,180,318.72499999999997,364.97660912698404,0.14511446898418412,0.021058209108561734
24,2021,February,HDD,Alaton,180,318.72499999999997,321.3302026505215,0.008173825870331986,6.681142935850844e-05
24,2021,February,HDD,Benth,180,318.72499999999997,346.1915511285128,0.08617633109581249,0.007426360041135099
24,2021,February,HDD,HBA,mid,318.72499999999997,384.80729563492065,0.20733326734620972,0.04298708374845487
24,2021,February,HDD,Alaton,mid,318.72499999999997,395.9682615589873,0.2423508088759506,0.05873391456282753
24,2021,February,HDD,Benth,mid,318.72499999999997,399.10480670753174,0.2521917223547942,0.0636006648242776
24,2022,February,HDD,HBA,180,312.8399999999999,363.47577579365077,0.1618583806215665,0.02619813537743589
24,2022,February,HDD,Alaton,180,312.8399999999999,320.22553512361714,0.023608026862348863,0.0005573389323333855
24,2022,February,HDD,Benth,180,312.8399999999999,344.81060768686814,0.10219475670268581,0.010443768297521146
24,2022,February,HDD,HBA,mid,312.8399999999999,342.239503968254,0.09397616662912055,0.00883151989430423
24,2022,February,HDD,Alaton,mid,312.8399999999999,312.29876818283645,-0.0017300595101760131,2.9931059087504666e-06
24,2022,February,HDD,Benth,mid,312.8399999999999,325.29565194850545,0.039814767767886255,0.0015852157324107144
24,2023,February,HDD,HBA,180,342.135,364.6281507936508,0.06574349538530341,0.004322207185477411
24,2023,February,HDD,Alaton,180,342.135,317.86829078642717,-0.07092729248271246,0.005030680818928239
24,2023,February,HDD,Benth,180,342.135,343.20644680824785,0.0031316492269070867,9.807226880387754e-06
24,2023,February,HDD,HBA,mid,342.135,358.3849206349206,0.047495639542638475,0.0022558357755642433
24,2023,February,HDD,Alaton,mid,342.135,338.23813735153055,-0.011389839240269008,0.0001297284379191717
24,2023,February,HDD,Benth,mid,342.135,349.4469080473258,0.021371412007908576,0.0004567372512117789
24,2024,February,HDD,HBA,180,267.525,361.8177757936508,0.35246341760078814,0.12423046074682757
24,2024,February,HDD,Alaton,180,267.525,318.1037152106693,0.1890616398866249,0.03574430367661983
24,2024,February,HDD,Benth,180,267.525,342.1142576256709,0.2788122890409156,0.07773629252023506
24,2024,February,HDD,HBA,mid,267.525,303.8103373015873,0.1356334447307255,0.018396431329522768
24,2024,February,HDD,Alaton,mid,267.525,253.87506654069165,-0.05102302012637447,0.002603348582816414
24,2024,February,HDD,Benth,mid,267.525,271.13699881238506,0.013501537472703792,0.0001822915141268247
24,2005,March,HDD,HBA,180,329.0739285714286,306.7475833333333,-0.0678459862652084,0.004603077852298846
24,2005,March,HDD,Alaton,180,329.0739285714286,294.64591388437174,-0.10462091249986079,0.010945535332303528
24,2005,March,HDD,Benth,180,329.0739285714286,326.80831916050215,-0.006884803730158424,4.7400522402803355e-05
24,2005,March,HDD,HBA,mid,329.0739285714286,384.2346904761904,0.16762422396762014,0.028097880460746877
24,2005,March,HDD,Alaton,mid,329.0739285714286,374.8094479997278,0.13898250653537225,0.01931613712285479
24,2005,March,HDD,Benth,mid,329.0739285714286,387.8009329038003,0.17846143140939963,0.031848482500691846
24,2006,March,HDD,HBA,180,353.24642857142857,303.9100297619048,-0.13966566911673003,0.01950649912982392
24,2006,March,HDD,Alaton,180,353.24642857142857,293.93701679977227,-0.16789812146582986,0.02818977919175456
24,2006,March,HDD,Benth,180,353.24642857142857,325.0288946240113,-0.07988059231492421,0.0063809090285831295
24,2006,March,HDD,HBA,mid,353.24642857142857,358.75820238095235,0.015603197551958475,0.00024345977384544293
24,2006,March,HDD,Alaton,mid,353.24642857142857,374.69994066440637,0.0607324246128642,0.003688427399357233
24,2006,March,HDD,Benth,mid,353.24642857142857,384.31541475416026,0.08795272554737055,0.007735681931211088
24,2007,March,HDD,HBA,180,326.4696428571429,303.42360119047623,-0.07059168339505058,0.0049831857645470596
24,2007,March,HDD,Alaton,180,326.4696428571429,292.326327466775,-0.10458343107052184,0.010937694054482593
24,2007,March,HDD,Benth,180,326.4696428571429,323.54358263702784,-0.008962732934392469,8.033058165324343e-05
24,2007,March,HDD,HBA,mid,326.4696428571429,277.48729464285714,-0.1500364560257737,0.022510938136773927
24,2007,March,HDD,Alaton,mid,326.4696428571429,272.5314415185284,-0.1652165906347894,0.027296521820983584
24,2007,March,HDD,Benth,mid,326.4696428571429,286.1559736347432,-0.12348366870986602,0.015248216438047944
24,2008,March,HDD,HBA,180,344.2966666666666,300.0845833333334,-0.12841275450435158,0.016489835519394865
24,2008,March,HDD,Alaton,180,344.2966666666666,286.9050809607305,-0.16669224904666358,0.027786305892234915
24,2008,March,HDD,Benth,180,344.2966666666666,323.2260795090755,-0.06119892870758111,0.0037453088749555955
24,2008,March,HDD,HBA,mid,344.2966666666666,294.62570734126984,-0.14426790653040533,0.02081322885466577
24,2008,March,HDD,Alaton,mid,344.2966666666666,274.792021620597,-0.2018742897483846,0.040753228861414734
24,2008,March,HDD,Benth,mid,344.2966666666666,292.4279758000757,-0.15065115607641927,0.02269577082716164
24,2009,March,HDD,HBA,180,331.0923412698412,300.13066666666674,-0.09351371428413865,0.008744814759215519
24,2009,March,HDD,Alaton,180,331.0923412698412,286.3191651804965,-0.13522866737909361,0.01828679248112554
24,2009,March,HDD,Benth,180,331.0923412698412,322.418379599508,-0.0261980136328913,0.0006863359183091585
24,2009,March,HDD,HBA,mid,331.0923412698412,307.5296626984127,-0.07116648630728921,0.005064668773325583
24,2009,March,HDD,Alaton,mid,331.0923412698412,295.26028956769676,-0.10822374073866364,0.011712378059469484
24,2009,March,HDD,Benth,mid,331.0923412698412,310.99931028339097,-0.06068709082604346,0.0036829229929284486
24,2010,March,HDD,HBA,180,336.764742063492,304.26153373015876,-0.09651606677757628,0.009315351146213563
24,2010,March,HDD,Alaton,180,336.764742063492,283.9700987667619,-0.15677010299010594,0.02457686519152842
24,2010,March,HDD,Benth,180,336.764742063492,320.94260097148225,-0.04698277199406679,0.0022073808642464666
24,2010,March,HDD,HBA,mid,336.764742063492,368.28662003968253,0.09360207301703674,0.008761348073086678
24,2010,March,HDD,Alaton,mid,336.764742063492,368.6633844408387,0.09472084928455086,0.0089720392891866
24,2010,March,HDD,Benth,mid,336.764742063492,380.44493858638856,0.12970537311967562,0.01682348381611427
24,2011,March,HDD,HBA,180,284.4265873015873,306.97852083333333,0.07928911901556325,0.006286764394264154
24,2011,March,HDD,Alaton,180,284.4265873015873,283.2466148614404,-0.004148601054991202,1.721089071347411e-05
24,2011,March,HDD,Benth,180,284.4265873015873,319.8338220040328,0.12448637463312111,0.015496857469297779
24,2011,March,HDD,HBA,mid,284.4265873015873,305.9206527777778,0.07556981813869457,0.0057107974135153705
24,2011,March,HDD,Alaton,mid,284.4265873015873,265.6273252422608,-0.06609530507565738,0.00436858935304422
24,2011,March,HDD,Benth,mid,284.4265873015873,286.40343538768286,0.0069502928852409,4.830657119063027e-05
24,2012,March,HDD,HBA,180,259.37005952380946,309.0298501984127,0.19146308084200678,0.036658111325512825
24,2012,March,HDD,Alaton,180,259.37005952380946,277.7590458859088,0.07089864726815653,0.0050266181844544795
24,2012,March,HDD,Benth,180,259.37005952380946,317.1723026176979,0.22285626644806447,0.04966491549517071
24,2012,March,HDD,HBA,mid,259.37005952380946,298.778058531746,0.1519373480512272,0.02308495773283975
24,2012,March,HDD,Alaton,mid,259.37005952380946,269.83982404166704,0.0403661260558738,0.0016294241327586938
24,2012,March,HDD,Benth,mid,259.37005952380946,289.0001383423299,0.1142386244307449,0.013050463311828785
24,2013,March,HDD,HBA,180,376.1413095238095,306.96960317460315,-0.18389819091334833,0.03381854462120231
24,2013,March,HDD,Alaton,180,376.1413095238095,277.0551785111722,-0.2634279418500436,0.06939428054734995
24,2013,March,HDD,Benth,180,376.1413095238095,316.5178137600909,-0.158513553959817,0.025126546788971818
24,2013,March,HDD,HBA,mid,376.1413095238095,317.2614751984127,-0.15653647401807047,0.024503667698010052
24,2013,March,HDD,Alaton,mid,376.1413095238095,340.56413025898763,-0.09458461052805443,0.008946248548743745
24,2013,March,HDD,Benth,mid,376.1413095238095,349.8183603342377,-0.06998154290177905,0.004897416346913541
24,2014,March,HDD,HBA,180,285.15327380952374,309.78791865079364,0.08639088905472402,0.007463385711665634
24,2014,March,HDD,Alaton,180,285.15327380952374,276.7989532628581,-0.029297649068010138,0.0008583522409122753
24,2014,March,HDD,Benth,180,285.15327380952374,315.2925151669204,0.10569488105379082,0.01117140788097499
24,2014,March,HDD,HBA,mid,285.15327380952374,287.57360317460314,0.008487818963972774,7.204307076517587e-05
24,2014,March,HDD,Alaton,mid,285.15327380952374,270.87121931333894,-0.050085535773034484,0.002508560893671917
24,2014,March,HDD,Benth,mid,285.15327380952374,287.30952511913483,0.00756172735036324,5.717972052123147e-05
24,2015,March,HDD,HBA,180,314.2066666666667,311.5505823412699,-0.00845330353290876,7.145834061948771e-05
24,2015,March,HDD,Alaton,180,314.2066666666667,274.89002015060436,-0.1251298927968715,0.015657490071356556
24,2015,March,HDD,Benth,180,314.2066666666667,313.7751205439155,-0.001373446742328495,1.8863559540127556e-06
24,2015,March,HDD,HBA,mid,314.2066666666667,303.1436626984127,-0.03520932284988863,0.0012396964155476898
24,2015,March,HDD,Alaton,mid,314.2066666666667,301.9875640122017,-0.03888874409984411,0.0015123344176631599
24,2015,March,HDD,Benth,mid,314.2066666666667,314.928260834198,0.0022965590615453522,5.274183523166069e-06
24,2016,March,HDD,HBA,180,352.5197420634921,310.11466567460315,-0.12029135202660911,0.014470009372389596
24,2016,March,HDD,Alaton,180,352.5197420634921,269.52040990190346,-0.23544591198140527,0.055434777468755636
24,2016,March,HDD,Benth,180,352.5197420634921,312.2262428954047,-0.1143013975110369,0.013064809472976073
24,2016,March,HDD,HBA,mid,352.5197420634921,335.8753293650793,-0.047215547705169315,0.0022293079450991194
24,2016,March,HDD,Alaton,mid,352.5197420634921,331.3803630412242,-0.059966511091059736,0.0035959824524341905
24,2016,March,HDD,Benth,mid,352.5197420634921,346.646535810452,-0.016660644929163398,0.00027757708945565804
24,2017,March,HDD,HBA,180,250.18194444444444,310.5944027777778,0.2414740938539176,0.05830973800257061
24,2017,March,HDD,Alaton,180,250.18194444444444,268.62405001749664,0.07371477431756658,0.005433867952689774
24,2017,March,HDD,Benth,180,250.18194444444444,311.4645914423868,0.24495231713874066,0.06000163767163818
24,2017,March,HDD,HBA,mid,250.18194444444444,273.5605178571429,0.09344628552077588,0.008732208277630368
24,2017,March,HDD,Alaton,mid,250.18194444444444,250.91053541934178,0.0029122444328077207,8.481167636419563e-06
24,2017,March,HDD,Benth,mid,250.18194444444444,269.7287295199398,0.07813027882128375,0.006104340468691539
24,2018,March,HDD,HBA,180,326.9145833333333,310.06225000000006,-0.05154965300569062,0.002657366725007108
24,2018,March,HDD,Alaton,180,326.9145833333333,267.13131534446114,-0.18287121785544547,0.033441882319933794
24,2018,March,HDD,Benth,180,326.9145833333333,309.1719929822003,-0.05427286286902059,0.002945543643999514
24,2018,March,HDD,HBA,mid,326.9145833333333,285.09767063492063,-0.12791387974202037,0.01636196063065605
24,2018,March,HDD,Alaton,mid,326.9145833333333,260.5227893211648,-0.20308605793970708,0.04124394692949006
24,2018,March,HDD,Benth,mid,326.9145833333333,278.96154905015874,-0.14668368047160513,0.02151610211669595
24,2019,March,HDD,HBA,180,279.08482142857144,311.7767291666667,0.11713968380921921,0.013721705522923854
24,2019,March,HDD,Alaton,180,279.08482142857144,267.05481515266,-0.043105197245527645,0.001858058029575844
24,2019,March,HDD,Benth,180,279.08482142857144,308.42794410276014,0.10514051793998667,0.01105452851268866
24,2019,March,HDD,HBA,mid,279.08482142857144,275.7979136904762,-0.011777450745154494,0.00013870834605454014
24,2019,March,HDD,Alaton,mid,279.08482142857144,239.97109072005813,-0.14014997486534403,0.019642015454756565
24,2019,March,HDD,Benth,mid,279.08482142857144,260.43894964119033,-0.06681076990119761,0.004463678974790772
24,2020,March,HDD,HBA,180,296.6511111111111,311.3483035714286,0.04954369597763823,0.002454577811124647
24,2020,March,HDD,Alaton,180,296.6511111111111,261.4882345735477,-0.11853276532779651,0.014050016456254479
24,2020,March,HDD,Benth,180,296.6511111111111,307.86951413967626,0.037816824573980036,0.0014301122208591804
24,2020,March,HDD,HBA,mid,296.6511111111111,295.52907142857146,-0.003782354558986934,1.4306206009889244e-05
24,2020,March,HDD,Alaton,mid,296.6511111111111,259.73795946404994,-0.12443287843690326,0.015483541236093145
24,2020,March,HDD,Benth,mid,296.6511111111111,281.25714747327174,-0.05189248602569208,0.002692830105926648
24,2021,March,HDD,HBA,180,324.27500000000003,309.9783591269841,-0.044088014410657364,0.0019437530146743313
24,2021,March,HDD,Alaton,180,324.27500000000003,258.70134031641163,-0.2022162044054842,0.04089139332416057
24,2021,March,HDD,Benth,180,324.27500000000003,306.1362156066947,-0.055936425544076296,0.0031288837026479913
24,2021,March,HDD,HBA,mid,324.27500000000003,311.099876984127,-0.04062947503160297,0.001650754241343649
24,2021,March,HDD,Alaton,mid,324.27500000000003,290.03820425314973,-0.10557951043666734,0.011147033024046349
24,2021,March,HDD,Benth,mid,324.27500000000003,308.93594806157597,-0.0473026040811782,0.0022375363528606964
24,2022,March,HDD,HBA,180,273.02500000000003,312.5665257936508,0.14482749123212432,0.020975002216591047
24,2022,March,HDD,Alaton,180,273.02500000000003,258.59342205020397,-0.052858082409288756,0.0027939768759871614
24,2022,March,HDD,Benth,180,273.02500000000003,304.3097736536579,0.11458574728928797,0.013129893481844566
24,2022,March,HDD,HBA,mid,273.02500000000003,298.66554365079367,0.0939128052405224,0.00881961498814429
24,2022,March,HDD,Alaton,mid,273.02500000000003,260.31574431843603,-0.04654978731458292,0.0021668826990329047
24,2022,March,HDD,Benth,mid,273.02500000000003,282.51357391893964,0.03475349846695214,0.0012078056556924445
24,2023,March,HDD,HBA,180,286.455,312.0386507936508,0.08931123839224592,0.00797649730315658
24,2023,March,HDD,Alaton,180,286.455,256.94166661692174,-0.10302956269947548,0.01061509079004515
24,2023,March,HDD,Benth,180,286.455,303.6385023532833,0.05998674260628477,0.0035984092885126603
24,2023,March,HDD,HBA,mid,286.455,314.92762698412696,0.0993965089948752,0.009879666000368308
24,2023,March,HDD,Alaton,mid,286.455,301.56252116152393,0.05273959666099021,0.0027814650559639296
24,2023,March,HDD,Benth,mid,286.455,317.96130248669783,0.10998691761951389,0.012097122047441735
24,2024,March,HDD,HBA,180,266.235,314.1233591269841,0.17987251536043,0.03235412178208813
24,2024,March,HDD,Alaton,180,266.235,251.94676080403872,-0.0536677716902785,0.0028802297181998583
24,2024,March,HDD,Benth,180,266.235,302.4710494425659,0.13610550619777978,0.01852470881735387
24,2024,March,HDD,HBA,mid,266.235,293.14221031746035,0.10106563869311075,0.010214263324446405
24,2024,March,HDD,Alaton,mid,266.235,242.91736446829321,-0.08758290807634908,0.007670765787110213
24,2024,March,HDD,Benth,mid,266.235,268.06635931149117,0.006878732366109473,4.731695896456203e-05
27,2005,Summer,CDD,HBA,180,225.2265476190476,220.1548958333333,-0.022518001715732823,0.0005070604012697463
27,2005,Summer,CDD,Alaton,180,225.2265476190476,95.28234746660615,-0.5769488611628124,0.33286998839706616
27,2005,Summer,CDD,Benth,180,225.2265476190476,110.4947718909795,-0.5094060932911318,0.2594945678821333
27,2005,Summer,CDD,HBA,mid,225.2265476190476,270.35003968253966,0.2003471284380506,0.040138971873372745
27,2005,Summer,CDD,Alaton,mid,225.2265476190476,242.07902183930463,0.07482454621096271,0.005598712715676494
27,2005,Summer,CDD,Benth,mid,225.2265476190476,243.3216923128557,0.08034197071836559,0.006454832258910714
27,2006,Summer,CDD,HBA,180,316.818253968254,220.71841269841266,-0.3033279808412516,0.09200786396123072
27,2006,Summer,CDD,Alaton,180,316.818253968254,97.14734763931561,-0.6933656870381906,0.48075597596194203
27,2006,Summer,CDD,Benth,180,316.818253968254,106.91552877911248,-0.6625335584677968,0.43895071609600156
27,2006,Summer,CDD,HBA,mid,316.818253968254,280.19764770723106,-0.11558868784338551,0.013360744757355617
27,2006,Summer,CDD,Alaton,mid,316.818253968254,261.9610583565602,-0.17315036278556922,0.029981048132774236
27,2006,Summer,CDD,Benth,mid,316.818253968254,264.36515170946285,-0.16556212150593785,0.027410816077546928
27,2007,Summer,CDD,HBA,180,133.40882936507936,230.3283968253968,0.7264854052132682,0.5277810439878865
27,2007,Summer,CDD,Alaton,180,133.40882936507936,96.38964083541563,-0.2774867953331561,0.07699892158426487
27,2007,Summer,CDD,Benth,180,133.40882936507936,100.38038067253903,-0.24757318424672226,0.06129248155806148
27,2007,Summer,CDD,HBA,mid,133.40882936507936,211.4575257936508,0.5850339651432487,0.3422647403712319
27,2007,Summer,CDD,Alaton,mid,133.40882936507936,178.50473275311293,0.33802787718514926,0.11426284575429835
27,2007,Summer,CDD,Benth,mid,133.40882936507936,179.68373031843095,0.346865354966261,0.12031557447587023
27,2008,Summer,CDD,HBA,180,143.68501984126988,221.51752705627703,0.5416883910444487,0.2934263129923235
27,2008,Summer,CDD,Alaton,180,143.68501984126988,98.2702376228121,-0.31607179557498677,0.09990137995799622
27,2008,Summer,CDD,Benth,180,143.68501984126988,100.36018731189087,-0.3015264401065632,0.09091819408333685
27,2008,Summer,CDD,HBA,mid,143.68501984126988,196.4848088023088,0.36746898889924173,0.13503345780263104
27,2008,Summer,CDD,Alaton,mid,143.68501984126988,127.54716808259691,-0.11231408657980209,0.012614454044255279
27,2008,Summer,CDD,Benth,mid,143.68501984126988,130.28082721914086,-0.09328872722387307,0.008702786627050197
27,2009,Summer,CDD,HBA,180,223.37553571428575,209.60252886002888,-0.061658528586020195,0.0038017741473930695
27,2009,Summer,CDD,Alaton,180,223.37553571428575,99.94823794623218,-0.5525551281762854,0.30531716967391115
27,2009,Summer,CDD,Benth,180,223.37553571428575,100.30589895111198,-0.5509539635557457,0.30355026995778595
27,2009,Summer,CDD,HBA,mid,223.37553571428575,204.19161255411257,-0.08588193464798613,0.00737570669888096
27,2009,Summer,CDD,Alaton,mid,223.37553571428575,166.95556143147644,-0.2525790217017083,0.06379616220379204
27,2009,Summer,CDD,Benth,mid,223.37553571428575,166.60915879859948,-0.25412978522542756,0.06458194773872195
27,2011,Summer,CDD,HBA,180,173.92371031746035,216.87834986772486,0.24697402942853539,0.060996171212167064
27,2011,Summer,CDD,Alaton,180,173.92371031746035,100.29143122149566,-0.42335963832398005,0.1792333833618112
27,2011,Summer,CDD,Benth,180,173.92371031746035,97.79845461886653,-0.4376933746390502,0.19157549020291997
27,2011,Summer,CDD,HBA,mid,173.92371031746035,190.55262400793652,0.09561038952149573,0.00914134658445214
27,2011,Summer,CDD,Alaton,mid,173.92371031746035,128.99767114375544,-0.25830888204777874,0.06672347854477327
27,2011,Summer,CDD,Benth,mid,173.92371031746035,128.00302244617131,-0.2640277612952868,0.06971065873460096
27,2012,Summer,CDD,HBA,180,190.53125,213.57414682539684,0.12094024904259452,0.014626543838484786
27,2012,Summer,CDD,Alaton,180,190.53125,103.62313660151449,-0.4561357436036635,0.20805981659286704
27,2012,Summer,CDD,Benth,180,190.53125,95.90504476967733,-0.4966440162982328,0.24665527892483932
27,2012,Summer,CDD,HBA,mid,190.53125,182.84103632478633,-0.040361954667350736,0.001629087384569276
27,2012,Summer,CDD,Alaton,mid,190.53125,119.8566343972663,-0.370934508657943,0.13759240971330958
27,2012,Summer,CDD,Benth,mid,190.53125,118.84781348426702,-0.37622928792905613,0.1415484770956046
27,2013,Summer,CDD,HBA,180,219.70214285714286,211.9282256235828,-0.035383893540878716,0.0012520199221122386
27,2013,Summer,CDD,Alaton,180,219.70214285714286,104.10638640456979,-0.5261476057961666,0.27683130308503834
27,2013,Summer,CDD,Benth,180,219.70214285714286,92.14183334589448,-0.5806056684398934,0.3371029422245354
27,2013,Summer,CDD,HBA,mid,219.70214285714286,185.16132936507938,-0.15721655256918904,0.02471704440174058
27,2013,Summer,CDD,Alaton,mid,219.70214285714286,152.3478623626712,-0.3065708855569401,0.09398570787116647
27,2013,Summer,CDD,Benth,mid,219.70214285714286,144.5330907656401,-0.34214073251156224,0.11706028084354839
27,2014,Summer,CDD,HBA,180,138.80369047619047,212.4464867724868,0.5305535900641529,0.28148711192996123
27,2014,Summer,CDD,Alaton,180,138.80369047619047,105.81823994423272,-0.23764101962127493,0.05647325420663918
27,2014,Summer,CDD,Benth,180,138.80369047619047,93.27001955866947,-0.32804366196107415,0.10761264415283149
27,2014,Summer,CDD,HBA,mid,138.80369047619047,182.23119312169314,0.3128699424094344,0.09788760086328278
27,2014,Summer,CDD,Alaton,mid,138.80369047619047,127.68915905944378,-0.08007374572402456,0.006411804754275742
27,2014,Summer,CDD,Benth,mid,138.80369047619047,122.83515530050322,-0.11504402455658334,0.013235127586175751
27,2015,Summer,CDD,HBA,180,312.6751190476191,207.84381200396825,-0.33527230232759736,0.11240751670804784
27,2015,Summer,CDD,Alaton,180,312.6751190476191,107.93698561474417,-0.654795092287769,0.4287566128841479
27,2015,Summer,CDD,Benth,180,312.6751190476191,92.33694569306495,-0.7046872614158902,0.4965841364018272
27,2015,Summer,CDD,HBA,mid,312.6751190476191,264.7494543650794,-0.1532762339021956,0.023493603879240578
27,2015,Summer,CDD,Alaton,mid,312.6751190476191,251.1455289488212,-0.196784414078778,0.03872410562432796
27,2015,Summer,CDD,Benth,mid,312.6751190476191,240.4438413168984,-0.23101063477877867,0.05336591338089427
27,2016,Summer,CDD,HBA,180,225.20357142857142,214.01035947712418,-0.04970263961820618,0.002470352385017279
27,2016,Summer,CDD,Alaton,180,225.20357142857142,108.47696030731159,-0.5183159857581673,0.2686514610924607
27,2016,Summer,CDD,Benth,180,225.20357142857142,92.56967701855032,-0.588951114623371,0.3468634154161111
27,2016,Summer,CDD,HBA,mid,225.20357142857142,173.4769642857143,-0.2296882185958735,0.052756677761745766
27,2016,Summer,CDD,Alaton,mid,225.20357142857142,107.24937482771978,-0.5237669893626158,0.27433185914597846
27,2016,Summer,CDD,Benth,mid,225.20357142857142,102.73917819453551,-0.5437941878860405,0.29571211877863834
27,2017,Summer,CDD,HBA,180,276.9006944444445,214.6322045855379,-0.22487661139253576,0.050569490351389544
27,2017,Summer,CDD,Alaton,180,276.9006944444445,111.2988324204904,-0.5980550621449574,0.35766985735720885
27,2017,Summer,CDD,Benth,180,276.9006944444445,94.46677005875357,-0.6588424227382833,0.4340733379996508
27,2017,Summer,CDD,HBA,mid,276.9006944444445,264.7660416666667,-0.04382312150615587,0.0019204659785433007
27,2017,Summer,CDD,Alaton,mid,276.9006944444445,210.21946152328985,-0.24081280494777937,0.057990807026817234
27,2017,Summer,CDD,Benth,mid,276.9006944444445,204.18609128000134,-0.2626017363745982,0.06895967194695397
27,2018,Summer,CDD,HBA,180,363.0414880952381,217.90949352548034,-0.3997669669414883,0.15981362785759698
27,2018,Summer,CDD,Alaton,180,363.0414880952381,109.69208294117009,-0.6978524864563299,0.4869980928532821
27,2018,Summer,CDD,Benth,180,363.0414880952381,95.59919335382072,-0.7366714370431904,0.5426848061552793
27,2018,Summer,CDD,HBA,mid,363.0414880952381,246.44163220551383,-0.3211750163913392,0.10315339115397701
27,2018,Summer,CDD,Alaton,mid,363.0414880952381,224.42606496272924,-0.3818170310500306,0.14578424519986005
27,2018,Summer,CDD,Benth,mid,363.0414880952381,211.9659983650567,-0.41613836072242294,0.1731711352647454
27,2019,Summer,CDD,HBA,180,324.46299603174606,225.16609325396826,-0.3060345986821326,0.09365717559053396
27,2019,Summer,CDD,Alaton,180,324.46299603174606,111.18410148057845,-0.6573288700394667,0.43208124338736215
27,2019,Summer,CDD,Benth,180,324.46299603174606,94.91058976576855,-0.7074840862392754,0.5005337322818224
27,2019,Summer,CDD,HBA,mid,324.46299603174606,270.0132718253968,-0.1678148968365618,0.028161839600265883
27,2019,Summer,CDD,Alaton,mid,324.46299603174606,217.08427677818912,-0.3309428827534182,0.10952319164514271
27,2019,Summer,CDD,Benth,mid,324.46299603174606,209.41411617155433,-0.3545824370336984,0.1257287046527567
27,2020,Summer,CDD,HBA,180,277.0109126984127,232.37911805555558,-0.16111926497079432,0.025959417544729028
27,2020,Summer,CDD,Alaton,180,277.0109126984127,114.77955717425095,-0.5856496913563339,0.3429855609857692
27,2020,Summer,CDD,Benth,180,277.0109126984127,96.54374271717036,-0.6514803630776834,0.4244266634758302
27,2020,Summer,CDD,HBA,mid,277.0109126984127,192.3291021825397,-0.30569846397375605,0.09345155087591382
27,2020,Summer,CDD,Alaton,mid,277.0109126984127,118.14028482576421,-0.5735175785136455,0.3289224128641555
27,2020,Summer,CDD,Benth,mid,277.0109126984127,114.90811840797608,-0.5851855896627479,0.342442174348938
27,2021,Summer,CDD,HBA,180,151.485,238.20908035714288,0.5724928564355736,0.32774807066976225
27,2021,Summer,CDD,Alaton,180,151.485,116.08231739581817,-0.23370421232585303,0.054617658858847395
27,2021,Summer,CDD,Benth,180,151.485,97.66228228454287,-0.3553006417497253,0.12623854602776666
27,2021,Summer,CDD,HBA,mid,151.485,196.258376984127,0.29556310515316364,0.08735754912778007
27,2021,Summer,CDD,Alaton,mid,151.485,118.67184918216542,-0.21660990076796113,0.04691984911070597
