region,year,model,30,60,90,120,180,270,360,365,ISL,IISL,mid90,-270,-180,-120,-90,-60,-30
27,2017,FeedForwardNN,1.5495815982266956,1.015578417780317,0.7349504476929544,0.6378930722946673,0.48622431599402405,0.3740371460630879,0.5691289113776082,0.5737285461026067,0.2374981842950936,0.14966280620121553,0.1558359970074594,0.5291783877040402,0.6709943017169417,0.9358898427241147,1.1955873811427327,1.68452657258903,2.22903409909398
27,2018,HBA,,,,,,,,,,,,,,,,,
27,2018,Alaton,,,,,,,,,,,,,,,,,
27,2018,Benth,,,,,,,,,,,,,,,,,
27,2018,XGB,0.5864539878112993,2.740576857541514,2.075620686166959,1.604829698846992,1.1164681118538993,0.7877394063127847,1.3427817860984264,1.3651451581629626,0.15731553754083946,0.13028199523055575,0.1215634621066166,1.1507110696997616,1.6468672056574332,2.40738033919602,3.1640801299475583,4.602470931402139,8.584030926192977
27,2018,RandomForest,,,,,,,,,,,,,,,,,
27,2018,SVM,1.7050310207644046,3.2984687175812666,2.557448992913775,2.1145881285700385,1.5818499891736846,1.203938306779676,2.032655076042313,2.0875689590482387,0.606250985433594,0.4481149419916586,0.4610498265063055,1.9542340057801018,2.637402658101993,3.74878935518242,4.827755392455391,6.8988115264366305,12.448806757424745
27,2018,KNN,2.2407395697176002,4.916704767935167,3.7905031427102602,3.0817430014733067,2.267731674830854,1.6984528006992705,2.7995834437715175,2.8944547402284515,0.7449602069514477,0.5598950524361028,0.5718376759218797,2.629550144339032,3.585091395595188,5.114281962667475,6.607057869496995,9.455615466111292,17.13526815735545
27,2018,LSTM,0.2768928357252942,2.7934425177631845,2.1413017002361845,1.6479563959328298,1.1508455075203947,0.8084385170069609,1.6449804279302997,1.6920584402859264,0.16038931480460525,0.12362453598009314,0.10695692804692407,1.5701697717858827,2.2784455637606604,3.356909383081195,4.41984933727823,6.4633929867050135,12.175718517446652
27,2018,FeedForwardNN,0.3304426258116989,2.1927814419428966,1.6783223783935035,1.3121619777094067,0.9184838125322518,0.6515255126587718,1.4237799927344696,1.458163603185063,0.15864524667099975,0.11760891291181183,0.1060486279349171,1.4087386838132572,2.0351001107154922,2.9973500931148607,3.9467601055884693,5.759523949196422,10.709319662351495
27,2019,HBA,,,,,,,,,,,,,,,,,
27,2019,Alaton,,,,,,,,,,,,,,,,,
27,2019,Benth,,,,,,,,,,,,,,,,,
