year,reg,prod,surf,yield,source
2019,027,495800,7400,67.0,late_excel
2019,027,1250600,16900,74.0,late_excel
2019,027,3329900,49700,67.0,late_excel
2019,027,2767600,37400,74.0,late_excel
2019,027,2948800,38800,76.0,late_excel
2019,027,8907900,129100,69.0,late_excel
2019,027,232260,2940,79.0,late_excel
2019,028,7168800,82400,87.0,late_excel
2019,028,13338000,148200,90.0,late_excel
2019,028,3309210,39870,83.0,late_excel
2019,028,6652450,80150,83.0,late_excel
2019,028,11332720,115640,98.0,late_excel
2019,032,16987800,184650,92.0,late_excel
2019,032,11387800,117400,97.0,late_excel
2019,032,14117740,155140,91.0,late_excel
2019,032,16907940,172530,98.0,late_excel
2019,032,18287500,192500,95.0,late_excel
2019,044,5382550,64850,83.0,late_excel
2019,044,8610000,105000,82.0,late_excel
2019,044,14859150,167900,88.5,late_excel
2019,044,4488000,66000,68.0,late_excel
2019,044,4521000,68500,66.0,late_excel
2019,044,6183100,84700,73.0,late_excel
2019,044,5278500,76500,69.0,late_excel
2019,044,2409200,31700,76.0,late_excel
2019,044,1401300,17300,81.0,late_excel
2019,044,1761200,25900,68.0,late_excel
2019,052,4192520,54237,77.2999981562402,late_excel
2019,052,6452772,83477,77.29999880206523,late_excel
2019,052,6357672,79174,80.29999747391821,late_excel
2019,052,7107192,88508,80.29999548063452,late_excel
2019,052,6113002,82164,74.40000486831215,late_excel
2019,053,7528000,94100,80.0,late_excel
2019,053,3800000,50300,75.54671968190856,late_excel
2019,053,7815150,94500,82.7,late_excel
2019,053,4886000,62005,78.80009676638981,late_excel
2019,075,4362950,61450,71.0,late_excel
2019,075,7118650,92450,77.0,late_excel
2019,075,198000,3300,60.0,late_excel
2019,075,621000,11500,54.0,late_excel
2019,075,1762200,26700,66.0,late_excel
2019,075,397120,5840,68.0,late_excel
2019,075,226380,2940,77.0,late_excel
2019,075,4493880,59130,76.0,late_excel
2019,075,308425,4745,65.0,late_excel
2019,075,7713750,102850,75.0,late_excel
2019,075,10366980,132910,78.0,late_excel
2019,075,756000,12600,60.0,late_excel
2019,076,440040,7720,57.0,late_excel
2019,076,457325,8315,55.0,late_excel
2019,076,816000,16000,51.0,late_excel
2019,076,90200,2200,41.0,late_excel
2019,076,3293640,52280,63.0,late_excel
2019,076,5958820,96110,62.0,late_excel
2019,076,69500,2780,25.0,late_excel
2019,076,498680,9590,52.0,late_excel
2019,076,80195,1865,43.0,late_excel
2019,076,382260,5540,69.0,late_excel
2019,076,7875,225,35.0,late_excel
2019,076,2602760,41980,62.0,late_excel
2019,076,2813840,41380,68.0,late_excel
2019,084,2719022,34418,79.0,late_excel
2019,084,2827200,49600,57.0,late_excel
2019,084,75680,1892,40.0,late_excel
2019,084,220255,4495,49.0,late_excel
2019,084,945464,18182,52.0,late_excel
2019,084,1822340,28036,65.0,late_excel
2019,084,487560,9560,51.0,late_excel
2019,084,611550,13590,45.0,late_excel
2019,084,1964600,41800,47.0,late_excel
2019,084,641860,9715,66.06896551724138,late_excel
2019,084,61425,945,65.0,late_excel
2019,084,249473,3831,65.11955103106239,late_excel
2019,093,75341,2039,36.949975478175574,late_excel
2019,093,97879,2569,38.10003892565201,late_excel
2019,093,416,13,32.0,late_excel
2019,093,40902,1203,34.0,late_excel
2019,093,11818,311,38.0,late_excel
2019,093,55902,2082,26.85014409221902,late_excel
2019,094,80,2,40.0,late_excel
2019,094,3840,96,40.0,late_excel
2019,971,0,0,,late_excel
2019,972,0,0,,late_excel
2019,973,0,0,,late_excel
2019,974,0,0,,late_excel
2019,976,0,0,,late_excel
2020,011,8800715,114295,77.0,late_excel
2020,011,2158920,29985,72.0,late_excel
2020,011,1904040,26445,72.0,late_excel
2020,011,0,0,,late_excel
2020,011,24180,310,78.0,late_excel
2020,011,20520,285,72.0,late_excel
2020,011,1652040,21180,78.0,late_excel
2020,024,4836240,89560,54.0,late_excel
2020,024,10455550,149365,70.0,late_excel
2020,024,4126455,77130,53.5,late_excel
2020,024,4245300,80100,53.0,late_excel
2020,024,4122160,73610,56.0,late_excel
2020,024,4999560,81960,61.0,late_excel
2020,027,5475200,92800,59.0,late_excel
2020,027,434700,6900,63.0,late_excel
2020,027,1015300,14300,71.0,late_excel
2020,027,2204800,42400,52.0,late_excel
2020,027,2399800,33800,71.0,late_excel
2020,027,2307500,35500,65.0,late_excel
2020,027,5951000,108200,55.0,late_excel
2020,027,222600,2650,84.0,late_excel
2020,028,5580190,72470,77.0,late_excel
2020,028,10642170,138210,77.0,late_excel
2020,028,2443310,33470,73.0,late_excel
2020,028,4290560,67980,63.11503383348044,late_excel
2020,028,8996400,107100,84.0,late_excel
2020,032,14154000,168500,84.0,late_excel
2020,032,9834800,106900,92.0,late_excel
2020,032,11984370,144390,83.0,late_excel
2020,032,14510860,159460,91.0,late_excel
2020,032,16753100,184100,91.0,late_excel
2020,044,5031600,59900,84.0,late_excel
2020,044,8179600,96800,84.5,late_excel
2020,044,13923000,154700,90.0,late_excel
2020,044,3835000,59000,65.0,late_excel
2020,044,4256000,60800,70.0,late_excel
2020,044,5502500,77500,71.0,late_excel
2020,044,4629200,65200,71.0,late_excel
2020,044,2427040,31520,77.0,late_excel
2020,044,1419600,16900,84.0,late_excel
2020,044,1638000,23400,70.0,late_excel
2020,052,2134330,38806,55.0,late_excel
2020,052,4091784,70548,58.0,late_excel
2020,052,3978664,65224,61.0,late_excel
2020,052,3884490,71935,54.0,late_excel
2020,052,2699508,55092,49.0,late_excel
2020,053,5151300,73960,69.64981070849107,late_excel
2020,053,3048000,43805,69.58109804816802,late_excel
2020,053,4445200,68865,64.54948086836565,late_excel
2020,053,3282700,48375,67.8594315245478,late_excel
2020,075,2044080,40080,51.0,late_excel
2020,075,3130680,55905,56.0,late_excel
2020,075,112140,2670,42.0,late_excel
2020,075,492075,10935,45.0,late_excel
2020,075,755640,16792,45.0,late_excel
2020,075,108450,2410,45.0,late_excel
2020,075,56120,1220,46.0,late_excel
2020,075,2016889,41161,49.0,late_excel
2020,075,97760,2080,47.0,late_excel
2020,075,4217740,79580,53.0,late_excel
2020,075,5151025,93655,55.0,late_excel
2020,075,436076,10636,41.0,late_excel
2020,076,198450,5670,35.0,late_excel
2020,076,327500,6550,50.0,late_excel
2020,076,634500,14100,45.0,late_excel
2020,076,66980,1970,34.0,late_excel
2020,076,1597020,36800,43.397282608695654,late_excel
2020,076,3018625,72860,41.430483118309084,late_excel
2020,076,122400,3600,34.0,late_excel
2020,076,321640,7640,42.09947643979058,late_excel
2020,076,81000,1800,45.0,late_excel
2020,076,110600,3160,35.0,late_excel
2020,076,5700,190,30.0,late_excel
2020,076,1699320,34680,49.0,late_excel
2020,076,1289780,28480,45.2872191011236,late_excel
2020,084,1779200,27800,64.0,late_excel
2020,084,2350000,47000,50.0,late_excel
2020,084,68400,1800,38.0,late_excel
2020,084,203320,3910,52.0,late_excel
2020,084,920700,17050,54.0,late_excel
2020,084,1510400,25600,59.0,late_excel
2020,084,424320,8840,48.0,late_excel
2020,084,637500,12500,51.0,late_excel
2020,084,2394220,40580,59.0,late_excel
2020,084,497370,8430,59.0,late_excel
2020,084,51870,910,57.0,late_excel
2020,084,196650,3450,57.0,late_excel
2020,093,81540,2265,36.0,late_excel
2020,093,88644,2490,35.6,late_excel
2020,093,240,6,40.0,late_excel
2020,093,42364,1190,35.6,late_excel
2020,093,16354,442,37.0,late_excel
2020,093,51000,1700,30.0,late_excel
2020,094,70,2,35.0,late_excel
2020,094,2450,70,35.0,late_excel
2020,971,0,0,,late_excel
2020,972,0,0,,late_excel
2020,973,0,0,,late_excel
2020,974,0,0,,late_excel
2020,976,0,0,,late_excel
2021,011,10958490,132030,83.0,late_excel
2021,011,2667200,33340,80.0,late_excel
2021,011,2419875,29875,81.0,late_excel
2021,011,0,0,,late_excel
2021,011,27390,330,83.0,late_excel
2021,011,34830,430,81.0,late_excel
2021,011,1980795,23865,83.0,late_excel
2021,024,6114750,98625,62.0,late_excel
2021,024,13372545,161115,83.0,late_excel
2021,024,6714070,100210,67.0,late_excel
2021,024,7057040,103780,68.0,late_excel
2021,024,5968080,82890,72.0,late_excel
2021,024,6824040,93480,73.0,late_excel
2021,027,6470100,102700,63.0,late_excel
2021,027,408800,7300,56.0,late_excel
2021,027,1173680,17260,68.0,late_excel
2021,027,2797800,46630,60.0,late_excel
2021,027,2297870,37670,61.0,late_excel
2021,027,2622380,39140,67.0,late_excel
2021,027,8238780,124830,66.0,late_excel
2021,027,183000,3000,61.0,late_excel
2021,028,6154610,79930,77.0,late_excel
2021,028,12345100,150550,82.0,late_excel
2021,028,2653000,37900,70.0,late_excel
2021,028,5702720,80320,71.0,late_excel
2021,028,9480900,121550,78.0,late_excel
2021,032,15653800,190900,82.0,late_excel
2021,032,9569400,116700,82.0,late_excel
2021,032,12690700,152900,83.0,late_excel
2021,032,13648000,170600,80.0,late_excel
2021,032,16193300,195100,83.0,late_excel
2021,044,5530000,70000,79.0,late_excel
2021,044,8776900,111100,79.0,late_excel
2021,044,14624290,178345,82.0,late_excel
2021,044,4296500,66100,65.0,late_excel
2021,044,4426240,69160,64.0,late_excel
2021,044,6486000,94000,69.0,late_excel
2021,044,4992900,75650,66.0,late_excel
2021,044,2397600,33300,72.0,late_excel
2021,044,1314000,18000,73.0,late_excel
2021,044,1534500,24750,62.0,late_excel
2021,052,3784032,52556,72.0,late_excel
2021,052,5668042,80972,70.00002469989626,late_excel
2021,052,5744735,78695,73.0,late_excel
2021,052,6469848,89859,72.0,late_excel
2021,052,5160675,77025,67.0,late_excel
2021,053,6286920,89570,70.19001897956905,late_excel
2021,053,3504540,50115,69.92996108949416,late_excel
2021,053,7031800,93910,74.87807475242253,late_excel
2021,053,4546510,61170,74.32581330717672,late_excel
2021,075,3467430,58770,59.0,late_excel
2021,075,5378065,88165,61.0,late_excel
2021,075,154560,3220,48.0,late_excel
2021,075,586180,11060,53.0,late_excel
2021,075,1354560,26560,51.0,late_excel
2021,075,279760,5380,52.0,late_excel
2021,075,144760,2585,56.0,late_excel
2021,075,3129500,56900,55.0,late_excel
2021,075,251100,4650,54.0,late_excel
2021,075,6426000,102000,63.0,late_excel
2021,075,8532225,131265,65.0,late_excel
2021,075,635000,12700,50.0,late_excel
2021,076,357000,7140,50.0,late_excel
2021,076,390570,8310,47.0,late_excel
2021,076,757920,15790,48.0,late_excel
2021,076,95940,2340,41.0,late_excel
2021,076,2550000,51000,50.0,late_excel
2021,076,4129185,87855,47.0,late_excel
2021,076,111680,3490,32.0,late_excel
2021,076,428684,9090,47.15995599559956,late_excel
2021,076,85580,1945,44.0,late_excel
2021,076,304790,5255,58.0,late_excel
2021,076,7820,230,34.0,late_excel
2021,076,2184750,43695,50.0,late_excel
2021,076,1909920,39790,48.0,late_excel
2021,084,2550000,37500,68.0,late_excel
2021,084,2856500,49250,58.0,late_excel
2021,084,79800,1900,42.0,late_excel
2021,084,221850,4350,51.0,late_excel
2021,084,1083150,18675,58.0,late_excel
2021,084,1978020,29970,66.0,late_excel
2021,084,578550,10150,57.0,late_excel
2021,084,681720,13110,52.0,late_excel
2021,084,2374750,41300,57.5,late_excel
2021,084,677160,10260,66.0,late_excel
2021,084,83200,1280,65.0,late_excel
2021,084,251550,3870,65.0,late_excel
2021,093,127804,2863,44.639888229130285,late_excel
2021,093,129109,2945,43.84006791171477,late_excel
2021,093,200,10,20.0,late_excel
2021,093,71426,1775,40.24,late_excel
2021,093,23797,556,42.80035971223022,late_excel
2021,093,77797,2189,35.53997259022385,late_excel
2021,094,130,2,65.0,late_excel
2021,094,6305,97,65.0,late_excel
2021,971,0,0,,late_excel
2021,972,0,0,,late_excel
2021,973,0,0,,late_excel
2021,974,0,0,,late_excel
2021,976,0,0,,late_excel
2022,011,10320700,121420,85.0,late_excel
2022,011,2629855,31685,83.0,late_excel
2022,011,2296140,27335,84.0,late_excel
2022,011,0,0,,late_excel
2022,011,25800,300,86.0,late_excel
2022,011,27300,325,84.0,late_excel
2022,011,1898450,22075,86.0,late_excel
2022,024,5376540,95160,56.5,late_excel
2022,024,12641315,152305,83.0,late_excel
2022,024,5496950,94775,58.0,late_excel
2022,024,6203610,98470,63.0,late_excel
2022,024,5408760,78960,68.5,late_excel
2022,024,6108120,86640,70.5,late_excel
2022,027,5598740,96530,58.0,late_excel
2022,027,412160,7360,56.0,late_excel
2022,027,1096200,15660,70.0,late_excel
2022,027,2587960,44620,58.0,late_excel
2022,027,2378500,35500,67.0,late_excel
2022,027,2435400,36900,66.0,late_excel
2022,027,6861400,118300,58.0,late_excel
2022,027,180900,2700,67.0,late_excel
2022,028,6622000,77000,86.0,late_excel
2022,028,12223200,138900,88.0,late_excel
2022,028,3060800,38260,80.0,late_excel
2022,028,5881200,75400,78.0,late_excel
2022,028,11025000,112500,98.0,late_excel
2022,032,15136843,176010,85.99990341457871,late_excel
2022,032,10825652,112767,96.00017735685086,late_excel
2022,032,12532525,147441,85.00027129495867,late_excel
2022,032,16120472,167922,95.99976179416633,late_excel
2022,032,17464572,189832,92.00014749884107,late_excel
2022,044,5271000,62750,84.0,late_excel
2022,044,8248149,101829,81.0,late_excel
2022,044,14007000,161000,87.0,late_excel
2022,044,3803411,62351,61.0,late_excel
2022,044,3793260,63221,60.0,late_excel
2022,044,4901715,75411,65.0,late_excel
2022,044,4479150,68910,65.0,late_excel
2022,044,2270232,31531,72.0,late_excel
2022,044,1301590,17471,74.5000286188541,late_excel
2022,044,1559439,24753,63.0,late_excel
2022,052,3693030,51149,72.20141156229839,late_excel
2022,052,5281568,79782,66.19999498633777,late_excel
2022,052,5906475,78753,75.0,late_excel
2022,052,5736179,81249,70.59999507686248,late_excel
2022,052,5139792,76943,66.79999480134646,late_excel
2022,053,6966496,90427,77.03999911530848,late_excel
2022,053,3438664,49399,69.60999210510334,late_excel
2022,053,7179199,92171,77.8899979386141,late_excel
2022,053,4563938,61187,74.5899946066975,late_excel
2022,075,2795310,54810,51.0,late_excel
2022,075,4554025,85925,53.0,late_excel
2022,075,149940,3060,49.0,late_excel
2022,075,575500,11510,50.0,late_excel
2022,075,1059300,24075,44.0,late_excel
2022,075,251040,5230,48.0,late_excel
2022,075,99820,2170,46.0,late_excel
2022,075,2921240,52165,56.0,late_excel
2022,075,188300,3765,50.0132802124834,late_excel
2022,075,5209635,98295,53.0,late_excel
2022,075,6892480,123080,56.0,late_excel
2022,075,581400,12920,45.0,late_excel
2022,076,294400,6400,46.0,late_excel
2022,076,286520,7540,38.0,late_excel
2022,076,599040,16640,36.0,late_excel
2022,076,89880,2140,42.0,late_excel
2022,076,1918350,42630,45.0,late_excel
2022,076,3531825,78485,45.0,late_excel
2022,076,111475,3185,35.0,late_excel
2022,076,395600,8600,46.0,late_excel
2022,076,46310,2105,22.0,late_excel
2022,076,191925,4265,45.0,late_excel
2022,076,13275,295,45.0,late_excel
2022,076,1616800,37600,43.0,late_excel
2022,076,1478900,32150,46.0,late_excel
2022,084,2247300,34050,66.0,late_excel
2022,084,2042400,44400,46.0,late_excel
2022,084,89100,1980,45.0,late_excel
2022,084,237500,4750,50.0,late_excel
2022,084,851520,17740,48.0,late_excel
2022,084,1474740,27310,54.0,late_excel
2022,084,459360,10440,44.0,late_excel
2022,084,448470,13590,33.0,late_excel
2022,084,2131920,39480,54.0,late_excel
2022,084,524150,9530,55.0,late_excel
2022,084,66080,1120,59.0,late_excel
2022,084,234980,3790,62.0,late_excel
2022,093,88973,3189,27.89996864220759,late_excel
2022,093,89151,3339,26.69991015274034,late_excel
2022,093,189,9,21.0,late_excel
2022,093,62616,2033,30.799803246433843,late_excel
2022,093,10730,436,24.610091743119266,late_excel
2022,093,44973,2197,20.470186618115612,late_excel
2022,094,195,3,65.0,late_excel
2022,094,5200,80,65.0,late_excel
2022,971,0,0,,late_excel
2022,972,0,0,,late_excel
2022,973,0,0,,late_excel
2022,974,0,0,,late_excel
2022,976,0,0,,late_excel
2023,011,10473046,124679,84.00008020596893,late_excel
2023,011,2377869,30881,77.00103623587319,late_excel
2023,011,2193457,27765,79.00079236448767,late_excel
2023,011,0,0,,late_excel
2023,011,25482,303,84.0990099009901,late_excel
2023,011,23885,302,79.08940397350993,late_excel
2023,011,1904677,22675,83.99898566703418,late_excel
2023,024,6361875,97875,65.0,late_excel
2023,024,12051990,148790,81.0,late_excel
2023,024,6488560,95420,68.0,late_excel
2023,024,6816710,96010,71.0,late_excel
2023,024,5684400,78950,72.0,late_excel
2023,024,5984025,86725,69.0,late_excel
2023,027,5375100,94300,57.0,late_excel
2023,027,465000,7500,62.0,late_excel
2023,027,1183000,16900,70.0,late_excel
2023,027,2790000,46500,60.0,late_excel
2023,027,2400450,36930,65.0,late_excel
2023,027,2648600,38950,68.0,late_excel
2023,027,7211610,114470,63.0,late_excel
2023,027,195000,3000,65.0,late_excel
2023,028,6209600,77620,80.0,late_excel
2023,028,12077120,137240,88.0,late_excel
2023,028,2973320,40180,74.0,late_excel
2023,028,5868910,74290,79.0,late_excel
2023,028,9970670,112030,89.0,late_excel
2023,032,15402944,179104,86.0,late_excel
2023,032,10487908,113999,92.0,late_excel
2023,032,12677088,147408,86.0,late_excel
2023,032,15240168,165654,92.0,late_excel
2023,032,16790028,188652,89.0,late_excel
2023,044,5266200,65500,80.4,late_excel
2023,044,8137000,103000,79.0,late_excel
2023,044,14390500,169300,85.0,late_excel
2023,044,3844000,62000,62.0,late_excel
2023,044,3822000,63700,60.0,late_excel
2023,044,5200000,80000,65.0,late_excel
2023,044,4355000,67000,65.0,late_excel
2023,044,2427887,31531,77.0,late_excel
2023,044,1397680,17471,80.0,late_excel
2023,044,1556100,24700,63.0,late_excel
2023,052,3687456,51936,71.0,late_excel
2023,052,5974350,79658,75.0,late_excel
2023,052,6218316,79722,78.0,late_excel
2023,052,6673914,85563,78.0,late_excel
2023,052,5288360,77770,68.0,late_excel
2023,053,6562529,91273,71.90000328684278,late_excel
2023,053,3416415,49016,69.69999591969969,late_excel
2023,053,7390760,93200,79.3,late_excel
2023,053,4389708,61138,71.7999934574242,late_excel
2023,075,3670065,58255,63.0,late_excel
2023,075,5957959,88925,66.99982007309531,late_excel
2023,075,177550,3350,53.0,late_excel
2023,075,677040,12090,56.0,late_excel
2023,075,1390480,24830,56.0,late_excel
2023,075,357120,5580,64.0,late_excel
2023,075,181120,2830,64.0,late_excel
2023,075,3774000,55500,68.0,late_excel
2023,075,230500,4610,50.0,late_excel
2023,075,6576240,99640,66.0,late_excel
2023,075,8249710,123130,67.0,late_excel
2023,075,686460,13460,51.0,late_excel
2023,076,333009,7335,45.4,late_excel
2023,076,398325,8475,47.0,late_excel
2023,076,765164,16634,46.0,late_excel
2023,076,74520,2070,36.0,late_excel
2023,076,2788240,49790,56.0,late_excel
2023,076,4510890,83535,54.0,late_excel
2023,076,80000,3200,25.0,late_excel
2023,076,440850,8817,50.0,late_excel
2023,076,99640,2120,47.0,late_excel
2023,076,305577,5361,57.0,late_excel
2023,076,5100,255,20.0,late_excel
2023,076,2324685,42267,55.0,late_excel
2023,076,1999080,37020,54.0,late_excel
2023,084,2525600,36080,70.0,late_excel
2023,084,2946000,49100,60.0,late_excel
2023,084,85500,1900,45.0,late_excel
2023,084,263520,4880,54.0,late_excel
2023,084,911600,17200,53.0,late_excel
2023,084,1779400,28700,62.0,late_excel
2023,084,558250,10150,55.0,late_excel
2023,084,712800,13200,54.0,late_excel
2023,084,2531100,38350,66.0,late_excel
2023,084,640200,9700,66.0,late_excel
2023,084,78120,1260,62.0,late_excel
2023,084,217200,3620,60.0,late_excel
2023,093,106147,3526,30.10408394781622,late_excel
2023,093,94436,3180,29.69685534591195,late_excel
2023,093,778,31,25.096774193548388,late_excel
2023,093,47008,1794,26.202898550724637,late_excel
2023,093,11892,456,26.07894736842105,late_excel
2023,093,45896,2049,22.39921913128355,late_excel
2023,094,120,3,40.0,late_excel
2023,094,2400,60,40.0,late_excel
2023,971,0,0,,late_excel
2023,972,0,0,,late_excel
2023,973,0,0,,late_excel
2023,974,0,0,,late_excel
2023,976,0,0,,late_excel
2024,011,6568190,109909,59.76025621195716,late_excel
2024,011,1712205,27616,62.000470741599074,late_excel
2024,011,1562709,24395,64.05857757737242,late_excel
2024,011,0,0,,late_excel
2024,011,15018,228,65.86842105263158,late_excel
2024,011,14195,222,63.94144144144144,late_excel
2024,011,1292113,19646,65.76977501781533,late_excel
2024,024,5059040,90340,56.0,late_excel
2024,024,9243920,135940,68.0,late_excel
2024,024,4637050,84310,55.0,late_excel
2024,024,4719315,82795,57.0,late_excel
2024,024,4358755,71455,61.0,late_excel
2024,024,4888485,77595,63.0,late_excel
2024,027,4679900,88300,53.0,late_excel
2024,027,312400,7100,44.0,late_excel
2024,027,712400,13700,52.0,late_excel
2024,027,1982600,43100,46.0,late_excel
2024,027,1802000,34000,53.0,late_excel
2024,027,1684800,32400,52.0,late_excel
2024,027,5565000,105000,53.0,late_excel
2024,027,137800,2600,53.0,late_excel
2024,028,5447750,70750,77.0,late_excel
2024,028,9372100,126650,74.0,late_excel
2024,028,2299080,33810,68.0,late_excel
2024,028,4045520,66320,61.0,late_excel
2024,028,7327946,97706,74.99995906085604,late_excel
2024,032,10090034,162742,62.00018434085854,late_excel
2024,032,7212858,96171,75.00034313878405,late_excel
2024,032,9208094,133451,68.99981266532285,late_excel
2024,032,11355022,151400,75.00014531043593,late_excel
2024,032,13064431,174192,75.00017796454487,late_excel
2024,044,3642100,60500,60.2,late_excel
2024,044,6489000,103000,63.0,late_excel
2024,044,10496600,169300,62.0,late_excel
2024,044,3628800,63000,57.6,late_excel
2024,044,3402000,63000,54.0,late_excel
2024,044,4317500,78500,55.0,late_excel
2024,044,3575000,65000,55.0,late_excel
2024,044,1950000,30000,65.0,late_excel
2024,044,1190000,17000,70.0,late_excel
2024,044,1284400,24700,52.0,late_excel
2024,052,1880718,38382,49.0,late_excel
2024,052,3591448,64133,56.0,late_excel
2024,052,4211700,70195,60.0,late_excel
2024,052,3991736,71281,56.0,late_excel
2024,052,2356896,49102,48.0,late_excel
2024,053,6074355,87150,69.7,late_excel
2024,053,2843160,44080,64.5,late_excel
2024,053,5255013,85129,61.729998003030694,late_excel
2024,053,3623787,55554,65.22999243978832,late_excel
2024,075,2180100,41925,52.0,late_excel
2024,075,3422000,58000,59.0,late_excel
2024,075,101400,2600,39.0,late_excel
2024,075,446000,11150,40.0,late_excel
2024,075,651200,14800,44.0,late_excel
2024,075,96000,2000,48.0,late_excel
2024,075,41580,945,44.0,late_excel
2024,075,1547000,30940,50.0,late_excel
2024,075,75825,1685,45.0,late_excel
2024,075,4466000,81200,55.0,late_excel
2024,075,5612880,100230,56.0,late_excel
2024,075,297600,9300,32.0,late_excel
2024,076,360400,6800,53.0,late_excel
2024,076,399000,7980,50.0,late_excel
2024,076,649030,15830,41.0,late_excel
2024,076,82320,1680,49.0,late_excel
2024,076,2362800,42960,55.0,late_excel
2024,076,2787100,59300,47.0,late_excel
2024,076,105995,2465,43.0,late_excel
2024,076,300840,6540,46.0,late_excel
2024,076,81890,2155,38.0,late_excel
2024,076,158400,3300,48.0,late_excel
2024,076,4950,275,18.0,late_excel
2024,076,1992120,38310,52.0,late_excel
2024,076,1129050,25090,45.0,late_excel
2024,084,1499900,28300,53.0,late_excel
2024,084,2172170,44330,49.0,late_excel
2024,084,78120,1860,42.0,late_excel
2024,084,202400,4600,44.0,late_excel
2024,084,865280,16640,52.0,late_excel
2024,084,1402500,25500,55.0,late_excel
2024,084,524160,10080,52.0,late_excel
2024,084,674000,13480,50.0,late_excel
2024,084,2427300,39150,62.0,late_excel
2024,084,519100,8950,58.0,late_excel
2024,084,60480,1080,56.0,late_excel
2024,084,178410,3130,57.0,late_excel
2024,093,128696,3129,41.130073505912435,late_excel
2024,093,109191,2593,42.109911299652914,late_excel
2024,093,384,13,29.53846153846154,late_excel
2024,093,69266,1515,45.72013201320132,late_excel
2024,093,15720,396,39.696969696969695,late_excel
2024,093,62141,2013,30.86984600099354,late_excel
2024,094,135,3,45.0,late_excel
2024,094,2475,55,45.0,late_excel
2024,971,0,0,,late_excel
2024,972,0,0,,late_excel
2024,973,0,0,,late_excel
2024,974,0,0,,late_excel
2024,976,0,0,,late_excel
