region,calibration_year,calibration_end,prediction_year,train_start,train_end,prediction_start,prediction_end,n_calibration_rows,n_prediction_rows,fit_MAE,fit_MAPE,fit_Bias,fit_R2,fit_RMSE,pred_year_MAE,pred_year_MAPE,pred_year_Bias,pred_year_R2,pred_year_RMSE,export_path
11,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14600,365,1.5876000369487682,0.16280230145165417,-1.2410784205999396e-05,0.6189954767372852,1.9812907679320146,1.7162047024346174,0.15876410872416047,0.16697779590610237,0.48089805823511644,2.1303610284977084,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2014_predict_2015.pkl
11,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14965,365,1.5899644846560508,0.1626694823481179,9.060454383152462e-06,0.6168249269955499,1.9842661196996811,1.5570933868356642,0.14108161683245493,0.18469044618617061,0.572943628676248,1.9239636533903892,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2015_predict_2016.pkl
11,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15330,365,1.5894232615826338,0.1621852377549644,-6.452766983078386e-06,0.6164541845782785,1.9829280578649993,1.6771358797518539,0.14886402372378574,0.1994621280471975,0.5837196510944549,2.0608699133468344,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2016_predict_2017.pkl
11,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15695,365,1.5914386885392275,0.16199553353360074,-2.3490720688254214e-07,0.6165734485791852,1.9843855003901947,1.57310932981998,0.14440838168069692,0.15959550452615323,0.6708704176164952,1.956601152918929,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2017_predict_2018.pkl
11,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16060,365,1.5905201820173371,0.16159833920438355,3.89419946426923e-08,0.6185389805024062,1.9831986774964814,1.5108914743940585,0.13665049706833232,0.23190683703473625,0.5808180453067544,1.9076081960313556,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2018_predict_2019.pkl
11,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16425,365,1.5880181337385766,0.16099049623635361,3.58305273081787e-05,0.6185809854272721,1.9813115945385664,1.653528936525558,0.14521382744120284,0.19280132952923268,0.5352052878296051,2.0798448457973624,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2019_predict_2020.pkl
11,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16790,365,1.5896502641691255,0.16085980865852384,-8.00178718328653e-06,0.6176586139680327,1.9828538759264178,1.4344224420694824,0.12681042862571856,0.22049391086688677,0.6277818070582206,1.8320886283920033,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2020_predict_2021.pkl
11,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17155,365,1.5858220771496323,0.16021265322140613,2.434853286565286e-05,0.6182818263081409,1.980132440155079,1.507139994116406,0.1341445100901396,0.25651744118802894,0.6477598469673338,1.9114951598304113,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2021_predict_2022.pkl
11,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17520,365,1.584589486391532,0.1598141411381451,6.917190126982309e-05,0.6194829882706392,1.9790895697689108,1.5612012674563789,0.13403322135784,0.18261764049563634,0.5578212912909004,1.9566839288048394,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2022_predict_2023.pkl
11,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-30,17885,364,1.5827703745598067,0.15922256076565042,1.8387887920740113e-05,0.619320656702515,1.9773799133527734,1.5911839729410044,0.13734208703752473,0.25399583126010666,0.5562708368276698,1.9934920013010515,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2023_predict_2024.pkl
