region,calibration_year,calibration_end,prediction_year,train_start,train_end,prediction_start,prediction_end,n_calibration_rows,n_prediction_rows,fit_MAE,fit_MAPE,fit_Bias,fit_R2,fit_RMSE,pred_year_MAE,pred_year_MAPE,pred_year_Bias,pred_year_R2,pred_year_RMSE,export_path
11,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13140,365,1.6262912619375527,0.16899246541513588,8.973481500512176e-06,0.6028498472688211,2.026679679312743,1.6830613242451677,0.17215482885583325,0.12901865927561232,0.5109602185503788,2.078916440176409,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2010_predict_2011.pkl
11,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13505,365,1.62766623221585,0.16907266302141918,2.459861648963193e-06,0.6009037159280441,2.0283103069488626,1.731625783041139,0.16154647822019746,0.24106268881794402,0.6260224882579922,2.1394314154064578,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2011_predict_2012.pkl
11,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13870,365,1.6293854662241831,0.16902054619271337,1.4639202851583008e-05,0.6028161594964936,2.029487568856731,1.6119876015618109,0.16506001588062477,0.2327601176914388,0.613951879764725,2.026966813646164,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2012_predict_2013.pkl
11,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14235,365,1.6288566340432753,0.16900393950381506,1.8978427077837644e-05,0.6038795752956307,2.029136982479687,1.4147898280094195,0.12410994853851325,0.23600942299000763,0.49760883017466795,1.7760673673262863,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2013_predict_2014.pkl
11,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14600,365,1.6230242971031756,0.16791361893909287,9.791994962952605e-06,0.6024608668023096,2.023825638058237,1.7121698409237736,0.15808323766970572,0.19152380512659145,0.490142042838695,2.111307463120489,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2014_predict_2015.pkl
11,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14965,365,1.625669359270061,0.1678342905157182,4.8184995529203315e-06,0.6005286830764692,2.026021703326609,1.5612481177205715,0.1410232772784974,0.22742351190891047,0.5696742559214247,1.9313141601470516,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2015_predict_2016.pkl
11,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15330,365,1.6235980377173775,0.16728430766478608,1.6613896167987717e-05,0.60048914408554,2.023776860626178,1.6958102018162955,0.15019082596070576,0.24540075965362615,0.5802283916855715,2.0694939195072584,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2016_predict_2017.pkl
11,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15695,365,1.6255073592584912,0.16713308135070776,1.866248812609549e-05,0.6006133945261622,2.0252642708088793,1.5866896821837138,0.14577581563537342,0.19401585239309993,0.6656204070474026,1.9721444789968794,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2017_predict_2018.pkl
11,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16060,365,1.6237076170462597,0.16651635144460708,-1.1817433157685828e-06,0.6029840139204545,2.023229453492728,1.5282072173856258,0.13831538566318374,0.2706928250455085,0.5738781156609986,1.9233344468855444,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2018_predict_2019.pkl
11,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16425,365,1.6214704237201305,0.16601840272415486,1.6873485049561544e-05,0.6030630791607892,2.0212142866932052,1.6688640339532799,0.14596234610241415,0.23925358922002693,0.5308494766320855,2.089567724629504,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2019_predict_2020.pkl
11,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16790,365,1.6230826882539893,0.16569397545055994,4.790143487392049e-06,0.6022416058649573,2.0224357439581313,1.4529355923305705,0.12856935064417013,0.25311823394101857,0.6208108082359278,1.8491649621869806,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2020_predict_2021.pkl
11,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17155,365,1.6190324335568835,0.16500287884264808,3.3454890507583967e-06,0.6030580023766632,2.0192325834202713,1.5264652000751369,0.13551730315746915,0.2953126223579307,0.6381325091877174,1.937441314962532,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2021_predict_2022.pkl
11,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17520,365,1.616395086910921,0.16448576788365885,2.188391988355549e-06,0.6048464079997791,2.016793246036582,1.573446125759222,0.1349563984654254,0.22528670813972945,0.5536877706430143,1.9658082707288331,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2022_predict_2023.pkl
11,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-30,17885,364,1.6156029652905393,0.16391718686147816,1.1051954200250835e-05,0.6043326787598428,2.0159304919282346,1.6078367034197254,0.13794784462515847,0.31029755996982006,0.5484703473888755,2.010937853336827,../Outputs/xgBoost_rolling_exports/paper_xgboost_region_11_calib_2023_predict_2024.pkl
