year,region,model,window,index_type,strike,hdd_actual,hdd_sim_mean,hdd_sim_std,option_price,realised_payoff,pricing_error,itm_pct
2018,27,XGB,mid90day,CAT,1338.59,1866.26,1801.61,32.56,9203.44,10553.25,-1349.82,100.0
2018,28,HBA,mid90day,CAT,1432.93,1640.83,1496.09,29.3,1258.86,4157.9,-2899.05,98.3
2018,28,HBA_direct,mid90day,CAT,1432.93,1640.83,1432.93,86.39,687.26,4157.9,-3470.65,56.25
2018,28,XGB,mid90day,CAT,1432.93,1640.83,1494.21,29.27,1222.11,4157.9,-2935.79,97.94
2018,32,HBA,mid90day,CAT,1254.8,1690.8,1581.71,31.6,6498.07,8720.04,-2221.98,100.0
2018,32,HBA_direct,mid90day,CAT,1254.8,1690.8,1357.36,165.61,2678.87,8720.04,-6041.18,76.92
2018,32,XGB,mid90day,CAT,1254.8,1690.8,1578.25,31.51,6429.38,8720.04,-2290.67,100.0
2018,44,HBA,mid90day,CAT,1612.54,1842.25,1754.58,33.24,2823.21,4594.06,-1770.85,100.0
2018,44,HBA_direct,mid90day,CAT,1612.54,1842.25,1612.54,82.23,583.7,4594.06,-4010.36,50.0
2018,44,XGB,mid90day,CAT,1612.54,1842.25,1751.52,32.94,2762.52,4594.06,-1831.54,100.0
2018,52,HBA,mid90day,CAT,1618.24,1822.61,1707.97,29.75,1783.72,4087.39,-2303.67,99.85
2018,52,HBA_direct,mid90day,CAT,1618.24,1822.61,1618.24,90.55,725.86,4087.39,-3361.53,47.92
2018,52,XGB,mid90day,CAT,1618.24,1822.61,1706.58,29.54,1756.26,4087.39,-2331.12,99.83
2018,53,HBA,mid90day,CAT,1486.39,1622.94,1530.1,24.88,877.96,2731.04,-1853.08,95.63
2018,53,HBA_direct,mid90day,CAT,1486.39,1622.94,1486.39,78.26,642.56,2731.04,-2088.49,43.75
2018,53,XGB,mid90day,CAT,1486.39,1622.94,1528.97,24.66,856.02,2731.04,-1875.02,95.48
2019,11,HBA,mid90day,CAT,1625.35,1751.32,1722.31,28.68,1927.26,2519.41,-592.15,99.99
2019,11,HBA_direct,mid90day,CAT,1625.35,1751.32,1625.35,100.67,793.23,2519.41,-1726.18,53.06
2019,11,XGB,mid90day,CAT,1625.35,1751.32,1719.0,28.35,1861.5,2519.41,-657.91,99.96
2019,24,HBA,mid90day,CAT,1625.82,1758.69,1721.58,29.26,1903.6,2657.41,-753.81,99.97
2019,24,HBA_direct,mid90day,CAT,1625.82,1758.69,1625.82,96.83,767.09,2657.41,-1890.33,46.94
2019,24,XGB,mid90day,CAT,1625.82,1758.69,1719.07,28.93,1853.69,2657.41,-803.72,99.95
2019,27,HBA,mid90day,CAT,1350.07,1788.89,1763.31,30.19,8214.08,8776.54,-562.47,100.0
2019,27,HBA_direct,mid90day,CAT,1350.07,1788.89,1568.4,182.6,4706.52,8776.54,-4070.03,87.1
2019,27,XGB,mid90day,CAT,1350.07,1788.89,1762.11,29.72,8190.36,8776.54,-586.18,100.0
2019,28,HBA,mid90day,CAT,1437.17,1559.77,1488.82,23.38,1028.91,2451.97,-1423.06,98.63
2019,28,HBA_direct,mid90day,CAT,1437.17,1559.77,1437.17,90.42,712.39,2451.97,-1739.57,51.02
2019,28,XGB,mid90day,CAT,1437.17,1559.77,1486.88,23.41,990.92,2451.97,-1461.05,98.27
2019,32,HBA,mid90day,CAT,1264.28,1591.6,1570.89,26.02,6094.64,6546.5,-451.86,100.0
2019,32,HBA_direct,mid90day,CAT,1264.28,1591.6,1365.7,171.61,2683.83,6546.5,-3862.67,72.5
2019,32,XGB,mid90day,CAT,1264.28,1591.6,1568.69,26.04,6050.95,6546.5,-495.55,100.0
2019,44,HBA,mid90day,CAT,1617.23,1739.62,1717.77,29.61,1998.55,2447.76,-449.21,99.96
2019,44,HBA_direct,mid90day,CAT,1617.23,1739.62,1617.23,87.63,620.95,2447.76,-1826.81,44.9
2019,44,XGB,mid90day,CAT,1617.23,1739.62,1714.57,29.22,1934.97,2447.76,-512.79,99.96
2019,52,HBA,mid90day,CAT,1622.41,1708.47,1682.99,25.92,1205.69,1721.22,-515.53,99.03
2019,52,HBA_direct,mid90day,CAT,1622.41,1708.47,1622.41,94.16,754.07,1721.22,-967.15,44.9
2019,52,XGB,mid90day,CAT,1622.41,1708.47,1681.62,25.79,1178.67,1721.22,-542.55,98.91
2019,53,HBA,mid90day,CAT,1489.18,1520.38,1525.53,19.74,727.78,624.15,103.63,96.6
2019,53,HBA_direct,mid90day,CAT,1489.18,1520.38,1489.18,79.83,660.08,624.15,35.92,44.9
2019,53,XGB,mid90day,CAT,1489.18,1520.38,1524.29,19.71,704.16,624.15,80.01,96.04
2020,11,HBA,mid90day,CAT,1627.87,1720.4,1758.12,29.96,2588.82,1850.62,738.2,100.0
2020,11,HBA_direct,mid90day,CAT,1627.87,1720.4,1627.87,101.2,800.79,1850.62,-1049.84,52.0
2020,11,XGB,mid90day,CAT,1627.87,1720.4,1755.25,29.37,2531.91,1850.62,681.28,100.0
2020,24,HBA,mid90day,CAT,1628.47,1694.65,1747.84,30.25,2372.5,1323.57,1048.94,100.0
2020,24,HBA_direct,mid90day,CAT,1628.47,1694.65,1628.47,97.64,779.29,1323.57,-544.28,48.0
2020,24,XGB,mid90day,CAT,1628.47,1694.65,1746.41,29.67,2344.2,1323.57,1020.63,100.0
2020,27,HBA,mid90day,CAT,1359.4,1712.95,1790.05,30.49,8559.8,7071.01,1488.79,100.0
2020,27,HBA_direct,mid90day,CAT,1359.4,1712.95,1575.29,183.77,4669.91,7071.01,-2401.1,87.5
2020,27,XGB,mid90day,CAT,1359.4,1712.95,1789.26,29.98,8544.07,7071.01,1473.06,100.0
2020,28,HBA,mid90day,CAT,1439.62,1539.65,1515.47,25.07,1507.55,2000.43,-492.88,99.94
2020,28,HBA_direct,mid90day,CAT,1439.62,1539.65,1439.62,91.14,721.61,2000.43,-1278.82,52.0
2020,28,XGB,mid90day,CAT,1439.62,1539.65,1514.46,24.51,1487.49,2000.43,-512.94,99.95
2020,32,HBA,mid90day,CAT,1271.24,1588.64,1609.34,27.83,6720.39,6348.01,372.38,100.0
2020,32,HBA_direct,mid90day,CAT,1271.24,1588.64,1371.21,173.05,2683.02,6348.01,-3664.99,65.85
2020,32,XGB,mid90day,CAT,1271.24,1588.64,1606.91,27.29,6671.98,6348.01,323.96,100.0
2020,44,HBA,mid90day,CAT,1619.68,1663.65,1749.07,30.49,2571.91,879.4,1692.52,100.0
2020,44,HBA_direct,mid90day,CAT,1619.68,1663.65,1619.68,88.42,634.88,879.4,-244.51,46.0
2020,44,XGB,mid90day,CAT,1619.68,1663.65,1746.16,29.98,2513.96,879.4,1634.56,100.0
2020,52,HBA,mid90day,CAT,1624.13,1667.33,1709.5,27.62,1696.97,863.86,833.11,99.9
2020,52,HBA_direct,mid90day,CAT,1624.13,1667.33,1624.13,93.99,757.51,863.86,-106.35,46.0
2020,52,XGB,mid90day,CAT,1624.13,1667.33,1707.52,27.29,1657.73,863.86,793.86,99.88
2020,53,HBA,mid90day,CAT,1489.8,1490.95,1539.11,22.7,983.03,22.99,960.04,98.22
2020,53,HBA_direct,mid90day,CAT,1489.8,1490.95,1489.8,79.15,653.58,22.99,630.59,46.0
2020,53,XGB,mid90day,CAT,1489.8,1490.95,1538.01,22.24,961.04,22.99,938.05,98.26
2021,11,HBA,mid90day,CAT,1629.69,1592.07,1626.24,29.38,200.28,0.0,200.28,44.74
2021,11,HBA_direct,mid90day,CAT,1629.69,1592.07,1629.69,101.02,802.14,0.0,802.14,52.94
2021,11,XGB,mid90day,CAT,1629.69,1592.07,1622.7,29.09,168.23,0.0,168.23,39.97
2021,24,HBA,mid90day,CAT,1629.77,1597.69,1620.33,30.11,157.16,0.0,157.16,37.33
2021,24,HBA_direct,mid90day,CAT,1629.77,1597.69,1629.77,97.11,777.23,0.0,777.23,49.02
2021,24,XGB,mid90day,CAT,1629.77,1597.69,1618.31,29.82,140.32,0.0,140.32,34.57
2021,27,HBA,mid90day,CAT,1366.77,1599.67,1643.37,30.19,5497.98,4658.14,839.84,100.0
2021,27,HBA_direct,mid90day,CAT,1366.77,1599.67,1579.46,182.5,4614.5,4658.14,-43.64,84.85
2021,27,XGB,mid90day,CAT,1366.77,1599.67,1642.22,30.24,5475.2,4658.14,817.06,100.0
2021,28,HBA,mid90day,CAT,1441.59,1452.66,1438.57,24.34,164.66,221.45,-56.79,44.37
2021,28,HBA_direct,mid90day,CAT,1441.59,1452.66,1441.59,91.3,726.22,221.45,504.77,50.98
2021,28,XGB,mid90day,CAT,1441.59,1452.66,1437.0,24.0,148.43,221.45,-73.02,42.02
2021,32,HBA,mid90day,CAT,1277.85,1481.12,1497.12,27.39,4358.4,4065.27,293.13,100.0
2021,32,HBA_direct,mid90day,CAT,1277.85,1481.12,1376.39,174.16,2682.03,4065.27,-1383.23,66.67
2021,32,XGB,mid90day,CAT,1277.85,1481.12,1494.1,27.09,4298.45,4065.27,233.19,100.0
2021,44,HBA,mid90day,CAT,1620.54,1569.89,1615.46,30.26,193.89,0.0,193.89,42.7
2021,44,HBA_direct,mid90day,CAT,1620.54,1569.89,1620.54,87.76,631.56,0.0,631.56,47.06
2021,44,XGB,mid90day,CAT,1620.54,1569.89,1612.06,29.99,164.22,0.0,164.22,38.35
2021,52,HBA,mid90day,CAT,1624.98,1588.64,1604.51,27.66,75.24,0.0,75.24,22.68
2021,52,HBA_direct,mid90day,CAT,1624.98,1588.64,1624.98,93.26,751.64,0.0,751.64,45.1
2021,52,XGB,mid90day,CAT,1624.98,1588.64,1603.09,27.34,66.99,0.0,66.99,20.86
2021,53,HBA,mid90day,CAT,1489.82,1430.41,1474.7,23.37,73.48,0.0,73.48,25.78
2021,53,HBA_direct,mid90day,CAT,1489.82,1430.41,1489.82,78.37,641.02,0.0,641.02,47.06
2021,53,XGB,mid90day,CAT,1489.82,1430.41,1473.45,23.17,66.0,0.0,66.0,23.52
2022,11,HBA,mid90day,CAT,1628.96,1803.52,1767.47,30.23,2753.13,3491.22,-738.08,100.0
2022,11,HBA_direct,mid90day,CAT,1628.96,1803.52,1628.96,100.18,794.21,3491.22,-2697.01,51.92
2022,11,XGB,mid90day,CAT,1628.96,1803.52,1762.56,30.25,2655.47,3491.22,-835.74,100.0
2022,24,HBA,mid90day,CAT,1629.16,1838.54,1772.05,31.17,2840.44,4187.7,-1347.26,100.0
2022,24,HBA_direct,mid90day,CAT,1629.16,1838.54,1629.16,96.28,768.2,4187.7,-3419.5,48.08
2022,24,XGB,mid90day,CAT,1629.16,1838.54,1769.56,31.27,2790.77,4187.7,-1396.93,100.0
2022,27,HBA,mid90day,CAT,1371.52,1878.88,1807.27,30.81,8661.42,10147.16,-1485.73,100.0
2022,27,HBA_direct,mid90day,CAT,1371.52,1878.88,1580.05,179.82,4534.56,10147.16,-5612.59,85.29
2022,27,XGB,mid90day,CAT,1371.52,1878.88,1805.73,31.3,8630.87,10147.16,-1516.28,100.0
2022,28,HBA,mid90day,CAT,1441.8,1610.16,1555.23,25.78,2254.78,3367.14,-1112.36,100.0
2022,28,HBA_direct,mid90day,CAT,1441.8,1610.16,1441.8,90.43,714.29,3367.14,-2652.85,51.92
2022,28,XGB,mid90day,CAT,1441.8,1610.16,1552.29,25.77,2196.31,3367.14,-1170.83,100.0
2022,32,HBA,mid90day,CAT,1282.0,1645.31,1624.77,27.87,6813.24,7266.25,-453.0,100.0
2022,32,HBA_direct,mid90day,CAT,1282.0,1645.31,1378.82,172.85,2658.28,7266.25,-4607.96,65.12
2022,32,XGB,mid90day,CAT,1282.0,1645.31,1621.44,28.04,6747.17,7266.25,-519.08,100.0
2022,44,HBA,mid90day,CAT,1619.57,1814.14,1778.38,30.38,3156.79,3891.53,-734.74,100.0
2022,44,HBA_direct,mid90day,CAT,1619.57,1814.14,1619.57,87.19,628.38,3891.53,-3263.15,46.15
2022,44,XGB,mid90day,CAT,1619.57,1814.14,1774.63,30.41,3082.32,3891.53,-809.21,100.0
2022,52,HBA,mid90day,CAT,1624.28,1839.26,1767.11,30.31,2839.01,4299.65,-1460.64,100.0
2022,52,HBA_direct,mid90day,CAT,1624.28,1839.26,1624.28,92.49,743.6,4299.65,-3556.05,46.15
2022,52,XGB,mid90day,CAT,1624.28,1839.26,1765.28,30.31,2802.59,4299.65,-1497.06,100.0
2022,53,HBA,mid90day,CAT,1488.68,1619.78,1591.45,24.65,2042.76,2622.09,-579.33,100.0
2022,53,HBA_direct,mid90day,CAT,1488.68,1619.78,1488.68,78.04,639.22,2622.09,-1982.87,46.15
2022,53,XGB,mid90day,CAT,1488.68,1619.78,1589.57,24.77,2005.34,2622.09,-616.74,100.0
2023,11,HBA,mid90day,CAT,1632.26,1731.38,1773.73,28.9,2812.06,1982.44,829.62,100.0
2023,11,HBA_direct,mid90day,CAT,1632.26,1731.38,1632.26,102.03,810.22,1982.44,-1172.22,52.83
2023,11,XGB,mid90day,CAT,1632.26,1731.38,1769.57,28.76,2729.35,1982.44,746.9,100.0
2023,24,HBA,mid90day,CAT,1633.11,1752.77,1782.84,29.33,2976.37,2393.28,583.09,100.0
2023,24,HBA_direct,mid90day,CAT,1633.11,1752.77,1633.11,99.53,794.94,2393.28,-1598.34,47.17
2023,24,XGB,mid90day,CAT,1633.11,1752.77,1779.72,29.24,2914.2,2393.28,520.92,100.0
2023,27,HBA,mid90day,CAT,1381.67,1774.9,1817.22,29.18,8657.63,7864.63,793.0,100.0
2023,27,HBA_direct,mid90day,CAT,1381.67,1774.9,1588.59,184.1,4520.69,7864.63,-3343.95,85.71
2023,27,XGB,mid90day,CAT,1381.67,1774.9,1815.16,29.44,8616.53,7864.63,751.9,100.0
2023,28,HBA,mid90day,CAT,1444.98,1551.41,1561.44,23.07,2315.06,2128.66,186.4,100.0
2023,28,HBA_direct,mid90day,CAT,1444.98,1551.41,1444.98,92.46,730.71,2128.66,-1397.95,52.83
2023,28,XGB,mid90day,CAT,1444.98,1551.41,1558.39,23.08,2254.3,2128.66,125.64,100.0
2023,32,HBA,mid90day,CAT,1289.27,1583.56,1628.52,26.86,6743.35,5885.9,857.45,100.0
2023,32,HBA_direct,mid90day,CAT,1289.27,1583.56,1384.88,175.43,2667.06,5885.9,-3218.84,65.91
2023,32,XGB,mid90day,CAT,1289.27,1583.56,1624.91,26.73,6671.69,5885.9,785.79,100.0
2023,44,HBA,mid90day,CAT,1623.24,1725.61,1784.23,29.27,3200.05,2047.45,1152.6,100.0
2023,44,HBA_direct,mid90day,CAT,1623.24,1725.61,1623.24,90.33,655.22,2047.45,-1392.23,47.17
2023,44,XGB,mid90day,CAT,1623.24,1725.61,1780.5,29.34,3125.84,2047.45,1078.39,100.0
2023,52,HBA,mid90day,CAT,1628.34,1734.44,1762.44,26.65,2665.56,2122.03,543.53,100.0
2023,52,HBA_direct,mid90day,CAT,1628.34,1734.44,1628.34,96.17,774.54,2122.03,-1347.48,43.4
2023,52,XGB,mid90day,CAT,1628.34,1734.44,1760.01,26.73,2617.37,2122.03,495.34,100.0
2023,53,HBA,mid90day,CAT,1491.15,1548.29,1590.83,20.73,1981.33,1142.74,838.59,100.0
2023,53,HBA_direct,mid90day,CAT,1491.15,1548.29,1491.15,79.33,653.31,1142.74,-489.44,45.28
2023,53,XGB,mid90day,CAT,1491.15,1548.29,1588.69,20.73,1938.7,1142.74,795.96,100.0
2024,11,HBA,mid90day,CAT,1634.09,1659.87,1715.44,29.79,1617.54,515.62,1101.92,99.67
2024,11,HBA_direct,mid90day,CAT,1634.09,1659.87,1634.09,101.96,812.38,515.62,296.76,51.85
2024,11,XGB,mid90day,CAT,1634.09,1659.87,1711.15,29.55,1532.53,515.62,1016.91,99.52
2024,24,HBA,mid90day,CAT,1635.32,1679.62,1719.75,29.58,1678.52,885.86,792.65,99.79
2024,24,HBA_direct,mid90day,CAT,1635.32,1679.62,1635.32,99.91,803.13,885.86,-82.74,48.15
2024,24,XGB,mid90day,CAT,1635.32,1679.62,1717.35,29.3,1630.88,885.86,745.02,99.77
2024,27,HBA,mid90day,CAT,1389.38,1723.41,1772.15,31.01,7608.24,6680.61,927.64,100.0
2024,27,HBA_direct,mid90day,CAT,1389.38,1723.41,1593.77,184.08,4480.45,6680.61,-2200.16,86.11
2024,27,XGB,mid90day,CAT,1389.38,1723.41,1770.98,30.63,7584.89,6680.61,904.28,100.0
2024,28,HBA,mid90day,CAT,1446.95,1498.5,1519.16,24.86,1435.64,1030.99,404.65,99.76
2024,28,HBA_direct,mid90day,CAT,1446.95,1498.5,1446.95,92.71,735.89,1030.99,-295.1,51.85
2024,28,XGB,mid90day,CAT,1446.95,1498.5,1516.69,24.47,1386.78,1030.99,355.79,99.74
2024,32,HBA,mid90day,CAT,1295.04,1534.26,1598.59,27.39,6033.54,4784.37,1249.16,100.0
2024,32,HBA_direct,mid90day,CAT,1295.04,1534.26,1389.29,175.92,2661.44,4784.37,-2122.93,66.67
2024,32,XGB,mid90day,CAT,1295.04,1534.26,1595.84,27.05,5979.0,4784.37,1194.63,100.0
2024,44,HBA,mid90day,CAT,1625.13,1669.2,1744.56,30.34,2373.73,881.32,1492.41,100.0
2024,44,HBA_direct,mid90day,CAT,1625.13,1669.2,1625.13,90.55,663.31,881.32,-218.01,46.3
2024,44,XGB,mid90day,CAT,1625.13,1669.2,1741.59,30.09,2314.77,881.32,1433.44,99.99
2024,52,HBA,mid90day,CAT,1630.3,1635.79,1685.83,27.11,1108.33,109.73,998.6,97.81
2024,52,HBA_direct,mid90day,CAT,1630.3,1635.79,1630.3,96.34,781.96,109.73,672.23,44.44
2024,52,XGB,mid90day,CAT,1630.3,1635.79,1683.82,26.69,1068.85,109.73,959.13,97.56
2024,53,HBA,mid90day,CAT,1492.21,1473.67,1539.54,22.91,944.28,0.0,944.28,97.89
2024,53,HBA_direct,mid90day,CAT,1492.21,1473.67,1492.21,78.97,652.53,0.0,652.53,46.3
2024,53,XGB,mid90day,CAT,1492.21,1473.67,1537.97,22.51,913.23,0.0,913.23,97.81
