region,window,n_days_avg,option_type,index_type,strike_S,z_star,premium_per_ha_EUR,n_hist,spearman_rho,p_value_rho,SD_unhedged_per_ha,SD_hedged_per_ha,HE_pct,RMSL_pct_reduction,mean_rev_u_per_ha,mean_rev_h_per_ha,ES_20pct_unhedged,ES_20pct_hedged,ES_20pct_change
11,FebMarAprMayJunJul,181.0,put,hdd,1028.44336,0.10262,48.34472,25,0.12846,0.54056,139.25956,138.65889,0.43133,0.10316,1273.48302,1273.73107,1060.30389,1062.45958,0.20331
24,FebMarAprMayJunJul,181.0,call,cat,2334.37361,0.13123,51.44418,25,-0.24846,0.23107,135.20039,134.67163,0.39109,0.10007,1074.15156,1074.48912,884.95117,888.51706,0.40295
27,FebMarAprMayJunJul,181.0,call,hdd,1037.21713,1.12663,39.32253,10,-0.46667,0.17394,180.50351,152.32947,15.60858,14.89969,1077.96757,1080.18268,825.87257,878.99659,6.43247
28,FebMarAprMayJunJul,181.0,put,cdd,40.33428,3.91354,9.37855,25,0.16,0.44488,134.37856,131.46771,2.16616,3.75234,1429.26098,1431.09615,1223.68722,1241.15444,1.42743
32,FebMarAprMayJunJul,181.0,put,cdd,67.60588,9.99999,11.03282,11,0.29091,0.38546,178.54869,157.34897,11.87335,33.97857,1387.27882,1392.79523,1078.57727,1190.91933,10.41576
44,FebMarAprMayJunJul,181.0,put,cat,2244.58335,0.95606,53.34731,25,0.09923,0.63698,126.87916,129.36577,-1.95982,12.00924,918.24457,920.79475,726.85898,742.49752,2.15152
52,FebMarAprMayJunJul,181.0,put,hdd,962.68642,1.06254,41.99869,25,0.28769,0.16316,117.34432,111.01404,5.39462,14.25863,1010.59413,1012.8254,827.95673,855.84217,3.36798
53,FebMarAprMayJunJul,181.0,put,cdd,34.14051,5.87682,9.22907,25,0.23,0.26871,78.98771,75.79434,4.04287,24.57029,1170.29998,1173.01186,1059.37059,1080.68023,2.01154
