region,calibration_year,calibration_end,prediction_year,train_start,train_end,prediction_start,prediction_end,n_calibration_rows,n_prediction_rows,fit_MAE,fit_MAPE,fit_Bias,fit_R2,fit_RMSE,pred_year_MAE,pred_year_MAPE,pred_year_Bias,pred_year_R2,pred_year_RMSE,export_path
52,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14600,365,1.5279939250124657,0.13788884835293683,-0.026426126667344937,0.581760993477696,1.9212786414586172,1.4798701629254112,0.12341242808406173,0.12595452777224206,0.47482092714477975,1.838167026891957,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2014_predict_2015.pkl
52,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14965,365,1.519220914847,0.13592961533271275,0.021422100442137933,0.5834759984382217,1.9114022537962083,1.392710266512952,0.11416799024174738,0.2130685547967862,0.5139698963792041,1.7630024885575881,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2015_predict_2016.pkl
52,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15330,365,1.5199026054106017,0.13562826613059345,0.06433255546526741,0.5824011439165696,1.908416119526643,1.6400992719701544,0.13660714623784284,0.27451514828228574,0.5436286417922389,2.033302655868887,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2016_predict_2017.pkl
52,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15695,365,1.5303931052183721,0.13567570013007713,0.13167897727043504,0.5793499900878136,1.9172580048086034,1.5215301591035537,0.12616760263975382,0.1919018040801293,0.5725140515674019,1.9122178344375709,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2017_predict_2018.pkl
52,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16060,365,1.5329892087928858,0.13629541740723725,0.07008058003635281,0.5754125613928596,1.9261168169247505,1.5055311418604984,0.12566618349601905,0.2460078340573724,0.5368585648303562,1.829239476785437,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2018_predict_2019.pkl
52,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16425,365,1.5287130248451226,0.13705612153712865,0.006810625030210955,0.5777742091860656,1.9180178443711378,1.5126848479645787,0.1256235696037576,0.16406313122166594,0.5397301711456388,1.9034901549503134,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2019_predict_2020.pkl
52,2020,2020-12-31,2021,1975-01-01,2020-12-31,2021-01-01,2021-12-31,16790,365,1.530241761268695,0.13685579084720198,0.016499334633266895,0.5768024270456402,1.918771569834553,1.4329712910410544,0.12186596375657294,0.12247163656036611,0.6034047324527133,1.8132182070916585,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2020_predict_2021.pkl
52,2021,2021-12-31,2022,1975-01-01,2021-12-31,2022-01-01,2022-12-31,17155,365,1.5176597119953446,0.13583931836817784,-0.02044184478361525,0.5827648219898852,1.905070837874448,1.4904712508692857,0.12569616256417562,0.1445154235530308,0.6371068230283536,1.894798407878278,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2021_predict_2022.pkl
52,2022,2022-12-31,2023,1975-01-01,2022-12-31,2023-01-01,2023-12-31,17520,365,1.524476511586881,0.1350923709130284,0.09146214019530687,0.581365464147368,1.9120123894438363,1.443545596446035,0.11465496738953976,0.22492401690247682,0.5656103794422505,1.7983062748951406,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2022_predict_2023.pkl
52,2023,2023-12-31,2024,1975-01-01,2023-12-31,2024-01-01,2024-12-30,17885,364,1.5110193556682807,0.1349109064932746,-0.01797852588571282,0.5857649251424066,1.899565012535554,1.4707590288256673,0.12225808805474245,0.1270800052849425,0.5113971780436586,1.8682724423896007,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_52_calib_2023_predict_2024.pkl
