region,calibration_year,calibration_end,prediction_year,train_start,train_end,prediction_start,prediction_end,n_calibration_rows,n_prediction_rows,fit_MAE,fit_MAPE,fit_Bias,fit_R2,fit_RMSE,pred_year_MAE,pred_year_MAPE,pred_year_Bias,pred_year_R2,pred_year_RMSE,export_path
11,2010,2010-12-31,2011,1975-01-01,2010-12-31,2011-01-01,2011-12-31,13140,365,1.612714086432177,0.16470730271026315,0.04570470327158975,0.6084272829946329,2.0123983767478695,1.6959999278872593,0.17139363084248296,0.13210564731489788,0.49752744206821753,2.107274507725552,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2010_predict_2011.pkl
11,2011,2011-12-31,2012,1975-01-01,2011-12-31,2012-01-01,2012-12-31,13505,365,1.5991891174906292,0.1630060715468797,0.04986634222350992,0.6127999833703093,1.9978516613356232,1.7501144459589244,0.16718600269773562,0.2062876104310269,0.6129504718462696,2.17650112521015,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2011_predict_2012.pkl
11,2012,2012-12-31,2013,1975-01-01,2012-12-31,2013-01-01,2013-12-31,13870,365,1.6095827164555674,0.1653116830001469,0.04596148776793427,0.6128808704869495,2.003608780942818,1.6858242697259262,0.17516076783118686,0.1815993922030414,0.5755032436149972,2.1255097687281315,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2012_predict_2013.pkl
11,2013,2013-12-31,2014,1975-01-01,2013-12-31,2014-01-01,2014-12-31,14235,365,1.614372179769791,0.16449141333211,-0.0038019532741994785,0.6082327835032582,2.0179564702004855,1.4619007817114853,0.1285421229396952,0.17289526967029803,0.46662233197437175,1.8300200594158174,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2013_predict_2014.pkl
11,2014,2014-12-31,2015,1975-01-01,2014-12-31,2015-01-01,2015-12-31,14600,365,1.6052520223557964,0.1632431329685815,0.023007173362256546,0.610288135154814,2.0038027309510715,1.7587214580848947,0.16113055440229923,0.2570340675005768,0.45107414481426833,2.1907041232423707,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2014_predict_2015.pkl
11,2015,2015-12-31,2016,1975-01-01,2015-12-31,2016-01-01,2016-12-31,14965,365,1.6069267911718257,0.16216548731337363,0.09042703608459214,0.6061647327269413,2.0116785937623383,1.6112423273359413,0.14466237618406072,0.3035049505918436,0.5410342651564171,1.9945475403868742,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2015_predict_2016.pkl
11,2016,2016-12-31,2017,1975-01-01,2016-12-31,2017-01-01,2017-12-31,15330,365,1.6238681536532145,0.16465287394484301,0.11914517008487123,0.6001911876516817,2.024531389495641,1.7254149458789034,0.14990744817294568,0.44660347264769257,0.566689306578968,2.102603231295459,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2016_predict_2017.pkl
11,2017,2017-12-31,2018,1975-01-01,2017-12-31,2018-01-01,2018-12-31,15695,365,1.5921879454941543,0.1613569296143246,0.023221475356527684,0.6158047148772235,1.9863737562493726,1.6269863524581443,0.15068263611827698,0.1474336473016934,0.6515748989518224,2.013138076034442,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2017_predict_2018.pkl
11,2018,2018-12-31,2019,1975-01-01,2018-12-31,2019-01-01,2019-12-31,16060,365,1.6049837805442866,0.16140498868862116,0.028011294321835883,0.6089775826379084,2.00789949136845,1.5615600147884248,0.14067407006819244,0.27676067997802956,0.5504599896002752,1.9754774023225496,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2018_predict_2019.pkl
11,2019,2019-12-31,2020,1975-01-01,2019-12-31,2020-01-01,2020-12-31,16425,365,1.6116846851663578,0.16273312864066353,-0.008507051493817402,0.6050506957261306,2.0161474352798714,1.6817901304929763,0.14880664603475566,0.14476404844451046,0.5123435312227522,2.130381311920624,../Outputs/FeedForwardNN_rolling_exports/paper_ffnn_region_11_calib_2019_predict_2020.pkl
