model,region,mape,r2,horizon,fold
wavelet_fnn,11,0.16312379019516002,0.5351122743592438,1,1
wavelet_fnn,11,0.14427832876865165,0.5273355441054872,1,2
wavelet_fnn,11,0.14768132294852176,0.47844293413101824,1,3
wavelet_fnn,11,0.1524276115386955,0.4677547592009793,1,4
wavelet_fnn,11,0.1586639591512085,0.5938501878744544,1,5
wavelet_fnn,24,0.15515228531683858,0.5408441121196471,1,1
wavelet_fnn,24,0.13844131519373273,0.5518486917461657,1,2
wavelet_fnn,24,0.1424504590854158,0.4853537453494585,1,3
wavelet_fnn,24,0.1604934511812396,0.41408289521386776,1,4
wavelet_fnn,24,0.16346047734056807,0.5441923274979407,1,5
wavelet_fnn,27,0.19825828056966563,0.4840489223444484,1,1
wavelet_fnn,27,0.18944632152454047,0.4771843094289965,1,2
wavelet_fnn,27,0.179951611214082,0.3765669654417433,1,3
wavelet_fnn,27,0.18105726141610895,0.42860540181383344,1,4
wavelet_fnn,27,0.2019089821338232,0.5256233037256478,1,5
wavelet_fnn,28,0.1422990174983852,0.47091823908677766,1,1
wavelet_fnn,28,0.13088374690591134,0.425652263337876,1,2
wavelet_fnn,28,0.12376823557687536,0.4789709619891118,1,3
wavelet_fnn,28,0.12556130222038922,0.4165406420507628,1,4
wavelet_fnn,28,0.12479385914621338,0.5528425869022253,1,5
wavelet_fnn,32,0.16907930514532465,0.49118883361869004,1,1
wavelet_fnn,32,0.15031935712706967,0.4149943847512714,1,2
wavelet_fnn,32,0.15564159040830539,0.47279779963268076,1,3
wavelet_fnn,32,0.14429619624227275,0.485216049655786,1,4
wavelet_fnn,32,0.17043730564552495,0.5122624218538114,1,5
wavelet_fnn,44,0.1669591115233131,0.5727174904648286,1,1
wavelet_fnn,44,0.15490979357248252,0.6035048574060611,1,2
wavelet_fnn,44,0.15949828885784398,0.5163622395505187,1,3
wavelet_fnn,44,0.15948068985182343,0.5240568131105804,1,4
wavelet_fnn,44,0.167894096486231,0.5807699736492407,1,5
wavelet_fnn,52,0.13838332799674175,0.5287970350233961,1,1
wavelet_fnn,52,0.12492728690869594,0.4862362713617683,1,2
wavelet_fnn,52,0.12630553965725835,0.4627303725622134,1,3
wavelet_fnn,52,0.13035150488266942,0.4949233584189273,1,4
wavelet_fnn,52,0.13434778623441765,0.5606160441917805,1,5
wavelet_fnn,53,0.12331794562289228,0.42807073689801045,1,1
wavelet_fnn,53,0.0960532152354289,0.5529590768206717,1,2
wavelet_fnn,53,0.09961119774641514,0.4039839903044834,1,3
wavelet_fnn,53,0.10145951729316625,0.43331211186423413,1,4
wavelet_fnn,53,0.10446258783430014,0.5167557621738951,1,5
