region,oos_year,model,win_label,win_start,win_end,win_corr,instrument,n_win_days,K,yield_r2,yield_c,cdd_mean,cdd_std,rev_mean,rev_std,N_var,V_var,HE_var_sd,N_sv,V_sv,HE_sd,HE_var5,HE_var10,HE_es5,HE_es10,HE_sv,actual_cCDD,actual_payoff
32,2024,XGB,Aug,213,243,0.312,put,31,217.2,0.045,6.97458e-07,288.03,30.59,1428.23,121.46,0.35813,0.1113,0.0001,0.30494,0.1113,0.0,0.0004,0.0011,0.0,0.0002,0.0001,295.19,0.0
32,2024,WaveletFNN,Aug,213,243,0.312,put,31,217.2,0.045,6.97458e-07,304.01,35.86,1437.03,124.96,0.04138,0.7755,0.0,-0.01164,0.7755,-0.0,0.0001,-0.0022,0.0,-0.0,0.0,295.19,0.0
32,2024,LSTM,Aug,213,243,0.312,put,31,217.2,0.045,6.97458e-07,283.64,28.72,1422.45,125.85,0.11344,0.3956,0.0,-0.02767,0.3956,-0.0,0.0001,0.0001,0.0,-0.0,0.0,295.19,0.0
32,2024,FeedForwardNN,Aug,213,243,0.312,put,31,217.2,0.045,6.97458e-07,286.89,32.21,1425.38,126.11,0.10608,1.4211,0.0003,0.16957,1.4211,0.0001,-0.0002,0.0015,0.0004,0.0007,0.0004,295.19,0.0
44,2015,HBA,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,9.85,6.28,950.75,93.32,0.46644,46.367,0.1473,0.42641,46.367,0.076,0.0822,-0.0106,0.224,0.1409,0.1976,1.52,0.0
44,2015,Alaton,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,8.93,5.66,957.16,90.88,0.44975,33.7917,0.097,0.42354,33.7917,0.0496,0.0498,-0.0327,0.1565,0.0889,0.1364,1.52,0.0
44,2015,Benth,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,9.87,6.2,951.2,91.54,0.45533,45.65,0.1463,0.42473,45.65,0.0757,0.0858,-0.0195,0.2216,0.1366,0.2001,1.52,0.0
44,2015,XGB,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,8.88,5.6,957.99,90.85,0.44544,33.2189,0.0923,0.41141,33.2189,0.047,0.04,-0.0343,0.1543,0.0837,0.1275,1.52,0.0
44,2015,WaveletFNN,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,15.26,9.51,910.42,112.17,0.49114,130.8496,0.4639,0.46889,130.8496,0.2672,0.3828,0.2416,0.5012,0.4299,0.5765,1.52,0.0
44,2015,LSTM,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,7.83,9.42,950.24,109.63,0.50968,52.9882,0.3886,0.48777,52.9882,0.2176,0.3187,0.0066,0.5297,0.4015,0.5321,1.52,0.0
44,2015,FeedForwardNN,Mar,60,90,-0.352,call,31,10.4,0.55,-0.00024784811,8.83,10.61,943.08,121.19,0.53344,66.4227,0.498,0.50509,66.4227,0.2905,0.4563,0.1087,0.5978,0.4977,0.644,1.52,0.0
44,2016,HBA,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,9.91,6.25,971.67,100.08,0.49611,48.1667,0.1516,0.45807,48.1667,0.0784,0.0634,0.1261,0.1841,0.1471,0.198,0.4,0.0
44,2016,Alaton,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,9.45,5.73,973.86,97.89,0.49922,40.2299,0.122,0.47242,40.2299,0.0628,0.0392,0.1338,0.1673,0.1309,0.1719,0.4,0.0
44,2016,Benth,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,10.22,6.19,968.92,99.6,0.4966,50.3655,0.161,0.46999,50.3655,0.0838,0.0837,0.1263,0.22,0.1774,0.2248,0.4,0.0
44,2016,XGB,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,9.54,5.85,974.31,98.46,0.49802,41.7324,0.1294,0.4706,41.7324,0.0667,0.0471,0.1287,0.1754,0.1393,0.1803,0.4,0.0
44,2016,WaveletFNN,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,19.55,11.37,880.83,144.74,0.57963,207.2696,0.6634,0.54706,207.2696,0.418,0.5713,0.519,0.6203,0.5874,0.7627,0.4,0.0
44,2016,LSTM,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,6.85,8.68,976.98,115.63,0.57937,45.0203,0.3494,0.54347,45.0203,0.1926,0.2325,0.1365,0.4777,0.3776,0.4853,0.4,0.0
44,2016,FeedForwardNN,Mar,60,90,-0.349,call,31,10.2,0.478,-0.000282139534,3.5,6.09,995.29,99.93,0.54363,19.4805,0.1164,0.49872,19.4805,0.0596,-0.054,0.1785,0.1651,0.1705,0.1679,0.4,0.0
44,2017,HBA,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,59.62,29.07,886.57,114.48,0.07347,73.8136,0.0101,0.05873,73.8136,0.0049,-0.0211,0.0141,0.0023,0.0061,0.0073,16.73,441.97
44,2017,Alaton,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,55.97,27.52,884.06,113.76,0.05651,85.7586,0.0071,0.0456,85.7586,0.0034,-0.0198,0.0092,0.0026,0.0043,0.0051,16.73,441.97
44,2017,Benth,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,57.08,27.79,887.3,115.43,0.05927,79.6604,0.0068,0.04278,79.6604,0.0031,-0.0171,0.0048,0.001,0.0033,0.004,16.73,441.97
44,2017,XGB,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,56.06,27.29,886.25,114.49,0.07462,82.599,0.0117,0.06279,82.599,0.0057,-0.0266,0.0089,0.0041,0.0053,0.0092,16.73,441.97
44,2017,WaveletFNN,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,65.67,34.38,895.35,119.61,0.10749,66.1266,0.0179,0.08086,66.1266,0.0084,0.0012,0.0107,0.004,0.007,0.0119,16.73,441.97
44,2017,LSTM,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,34.33,17.24,868.69,111.46,0.03016,190.8491,0.0032,0.02054,190.8491,0.0014,-0.0118,-0.0049,0.0032,0.0023,0.0015,16.73,441.97
44,2017,FeedForwardNN,Apr,91,120,0.365,put,30,38.8,0.439,7.166041e-06,31.56,17.14,866.04,110.3,0.01752,227.7749,0.0012,0.01956,227.7749,0.0006,-0.0122,-0.0042,0.0042,0.0028,0.0015,16.73,441.97
44,2018,HBA,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,733.87,66.35,893.06,109.99,0.01801,128.6998,0.0034,0.01401,128.6998,0.0016,-0.0072,-0.0034,0.0003,0.0031,0.0019,934.84,0.0
44,2018,Alaton,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,716.85,67.16,890.54,109.9,0.01405,213.8627,0.0038,0.01174,213.8627,0.0019,-0.011,0.0,0.0004,0.0042,0.0025,934.84,0.0
44,2018,Benth,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,727.56,67.17,892.43,112.59,0.02,163.3288,0.0054,0.01601,163.3288,0.0026,-0.0087,-0.0012,0.0005,0.0035,0.0032,934.84,0.0
44,2018,XGB,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,720.16,66.29,890.38,111.24,0.01406,190.7666,0.0034,0.01319,190.7666,0.0017,-0.01,0.002,-0.0,0.0044,0.0025,934.84,0.0
44,2018,WaveletFNN,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,799.78,72.88,904.22,113.71,0.03086,19.0324,0.0013,0.03723,19.0324,0.0006,-0.0015,0.0007,0.0002,0.0011,0.0016,934.84,0.0
44,2018,LSTM,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,901.33,53.01,927.44,114.9,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.84,0.0
44,2018,FeedForwardNN,Apr–Jul,91,212,0.352,put,122,675.2,0.406,1.30719e-07,931.59,54.53,930.36,117.94,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.84,0.0
44,2019,HBA,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,760.39,66.23,894.57,109.24,0.03437,68.5804,0.007,0.02962,68.5804,0.0034,0.0279,-0.0014,0.0013,0.0031,0.0049,761.65,0.0
44,2019,Alaton,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,749.05,67.38,891.39,108.87,0.02685,105.9958,0.0068,0.02098,105.9958,0.0032,-0.0054,0.0038,0.001,0.0025,0.0041,761.65,0.0
44,2019,Benth,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,751.88,66.13,891.36,108.89,0.03071,93.2117,0.0078,0.02585,93.2117,0.0038,0.0281,-0.0004,0.003,0.0035,0.005,761.65,0.0
44,2019,XGB,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,750.62,66.18,893.12,108.91,0.02931,96.035,0.0071,0.0251,96.035,0.0035,0.024,0.0016,0.0018,0.0029,0.0051,761.65,0.0
44,2019,WaveletFNN,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,734.98,69.46,888.09,109.24,0.02692,162.8633,0.011,0.0255,162.8633,0.0055,0.0145,0.0068,0.0035,0.0052,0.0083,761.65,0.0
44,2019,LSTM,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,752.89,46.39,890.81,109.03,0.05904,21.2875,0.0038,0.05719,21.2875,0.0019,-0.0027,0.0061,-0.0004,0.0012,0.0028,761.65,0.0
44,2019,FeedForwardNN,Apr–Jul,91,212,0.377,put,122,680.5,0.405,2.05565e-07,775.25,47.87,898.2,110.5,0.06129,7.0772,0.0012,0.07471,7.0772,0.0006,0.0008,0.0007,-0.0001,0.0008,0.0013,761.65,0.0
44,2020,HBA,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,762.31,68.69,914.1,114.33,0.0356,76.5626,0.0075,0.03314,76.5626,0.0037,-0.0028,-0.0054,0.0028,0.0038,0.0063,734.69,0.0
44,2020,Alaton,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,756.13,69.11,912.11,114.78,0.0295,96.7814,0.0071,0.02594,96.7814,0.0035,-0.0107,-0.0062,0.0003,0.004,0.0053,734.69,0.0
44,2020,Benth,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,755.11,68.86,915.19,113.36,0.03646,98.8109,0.0108,0.03398,98.8109,0.0054,0.0357,-0.0032,0.0031,0.0043,0.0092,734.69,0.0
44,2020,XGB,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,761.95,68.17,914.13,114.52,0.03836,76.796,0.009,0.03588,76.796,0.0045,0.0095,-0.0064,0.0019,0.0046,0.0071,734.69,0.0
44,2020,WaveletFNN,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,792.32,72.8,923.03,116.86,0.04234,34.6825,0.0047,0.03423,34.6825,0.0022,0.0092,-0.0048,-0.0001,0.0017,0.0032,734.69,0.0
44,2020,LSTM,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,727.88,52.78,904.65,111.32,0.02857,110.2067,0.0061,0.03218,110.2067,0.003,0.0465,0.0007,0.0006,0.0046,0.0067,734.69,0.0
44,2020,FeedForwardNN,Apr–Jul,91,212,0.403,put,122,682.1,0.339,2.08996e-07,771.82,54.9,916.28,114.49,0.04044,20.5913,0.0019,0.02666,20.5913,0.0008,-0.0023,-0.0025,-0.0005,0.0006,0.0008,734.69,0.0
44,2021,HBA,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,1110.92,74.15,944.62,118.32,0.02617,18.3721,0.0008,0.02963,18.3721,0.0004,0.0003,0.0025,0.0003,0.0003,0.0009,853.28,2467.28
44,2021,Alaton,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,1135.06,77.91,944.91,119.2,0.03268,12.5687,0.0009,0.04782,12.5687,0.0004,0.0018,0.0011,0.0013,0.0007,0.0013,853.28,2467.28
44,2021,Benth,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,1122.78,76.71,945.22,117.23,0.01012,15.928,0.0001,0.00855,15.928,0.0001,0.0001,-0.0007,0.0002,0.0001,0.0001,853.28,2467.28
44,2021,XGB,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,1122.83,73.32,940.59,120.05,0.01938,10.4602,0.0002,0.02805,10.4602,0.0001,0.005,0.0116,0.0004,0.0,0.0004,853.28,2467.28
44,2021,WaveletFNN,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,1073.84,83.07,937.16,118.95,0.01326,92.5177,0.0015,0.01285,92.5177,0.0007,0.0217,0.0175,0.0006,0.0005,0.0011,853.28,2467.28
44,2021,LSTM,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,865.16,55.49,916.24,115.05,0.00415,2225.6637,0.0015,0.0036,2225.6637,0.0007,0.0219,0.0299,0.0016,0.0009,0.0009,853.28,2467.28
44,2021,FeedForwardNN,Mar–Aug,60,243,0.322,put,184,976.6,0.25,5.4197e-08,855.44,56.29,915.47,116.13,0.00397,2417.2701,0.0014,0.00343,2417.2701,0.0007,0.0248,0.0406,0.0012,0.0002,0.0008,853.28,2467.28
44,2022,HBA,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1067.47,76.54,938.04,114.41,0.00423,79.0378,0.0001,0.00623,79.0378,0.0,0.0018,-0.0011,0.0006,0.0003,0.0002,1245.06,0.0
44,2022,Alaton,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1083.71,79.93,937.59,116.37,0.01037,59.3641,0.0006,0.00267,59.3641,0.0001,0.0029,-0.0,0.0003,0.0001,0.0,1245.06,0.0
44,2022,Benth,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1082.02,79.05,940.39,113.54,0.01144,60.9052,0.0007,0.01342,60.9052,0.0003,-0.0,0.0009,0.0011,0.0005,0.0007,1245.06,0.0
44,2022,XGB,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1071.03,76.52,940.42,114.29,0.01379,71.1997,0.0012,0.01714,71.1997,0.0006,-0.0024,-0.0026,0.0014,0.0008,0.0013,1245.06,0.0
44,2022,WaveletFNN,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1112.45,84.95,941.52,116.45,0.01267,29.8571,0.0004,0.01255,29.8571,0.0002,0.0034,0.0003,0.0003,0.0002,0.0003,1245.06,0.0
44,2022,LSTM,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1197.91,59.2,944.29,118.08,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.06,0.0
44,2022,FeedForwardNN,Mar–Aug,60,243,0.25,put,184,974.3,0.247,3.084e-08,1275.52,62.36,952.96,117.52,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.06,0.0
44,2023,HBA,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1081.68,76.98,936.82,112.51,0.00903,63.2753,0.0005,0.00604,63.2753,0.0002,0.001,-0.0002,0.0007,0.0003,0.0002,1126.7,0.0
44,2023,Alaton,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1110.01,81.15,941.51,114.5,0.01235,35.521,0.0005,0.00567,35.521,0.0002,-0.0004,-0.0012,0.0004,0.0002,0.0001,1126.7,0.0
44,2023,Benth,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1096.32,80.57,939.44,114.19,0.01848,51.712,0.0016,0.01498,51.712,0.0008,0.0021,-0.0013,0.0005,0.0005,0.0009,1126.7,0.0
44,2023,XGB,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1097.25,75.67,939.25,114.18,0.0169,39.7349,0.001,0.01281,39.7349,0.0005,0.0,0.0024,0.0007,0.0003,0.0005,1126.7,0.0
44,2023,WaveletFNN,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1089.96,83.91,940.43,113.18,0.00899,72.215,0.0006,0.00293,72.215,0.0002,-0.0009,-0.0012,0.0003,0.0001,0.0,1126.7,0.0
44,2023,LSTM,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1153.55,60.43,945.99,113.95,-0.07294,0.5167,0.0001,-0.08087,0.5167,0.0001,0.0002,0.0002,0.0001,0.0,0.0001,1126.7,0.0
44,2023,FeedForwardNN,Mar–Aug,60,243,0.264,put,184,979.4,0.245,4.9417e-08,1169.06,62.41,949.36,113.03,0.02407,0.0834,0.0,-0.07033,0.0834,-0.0,0.0,0.0,0.0,0.0,0.0,1126.7,0.0
44,2024,HBA,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1085.9,76.4,941.57,110.92,0.01442,59.7099,0.0011,0.01353,59.7099,0.0006,0.0005,-0.0016,0.0004,0.0005,0.0007,1109.1,0.0
44,2024,Alaton,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1125.66,78.08,944.15,112.74,0.00917,16.8086,0.0001,-0.00192,16.8086,-0.0,0.0001,0.0002,-0.0,0.0,0.0,1109.1,0.0
44,2024,Benth,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1099.82,78.21,943.28,110.53,0.02316,43.2538,0.0021,0.02058,43.2538,0.001,0.0005,-0.0002,0.0004,0.0002,0.0013,1109.1,0.0
44,2024,XGB,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1112.88,76.0,942.21,111.36,0.02739,25.6438,0.0017,0.0292,25.6438,0.0008,-0.0012,-0.0023,0.0013,0.0008,0.0012,1109.1,0.0
44,2024,WaveletFNN,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,962.86,79.02,930.19,107.93,0.00794,838.7281,0.0058,0.00695,838.7281,0.0029,0.0046,-0.0024,0.0027,0.0022,0.0031,1109.1,0.0
44,2024,LSTM,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1137.22,62.01,947.34,111.15,-0.0221,1.3735,0.0,-0.05484,1.3735,-0.0,0.0003,0.0004,0.0,0.0001,0.0002,1109.1,0.0
44,2024,FeedForwardNN,Mar–Aug,60,243,0.3,put,184,982.1,0.24,5.4399e-08,1110.45,64.77,943.79,109.71,0.03329,8.3217,0.0006,0.06836,8.3217,-0.0,-0.0006,-0.0029,0.0018,0.0009,0.0012,1109.1,0.0
52,2015,HBA,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,484.8,54.63,1068.14,87.55,0.04131,1430.8453,0.2246,0.03834,1430.8453,0.1188,0.027,0.0957,0.1334,0.1154,0.1862,456.61,823.76
52,2015,Alaton,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,489.62,55.41,1065.57,87.05,0.04048,1520.5706,0.2288,0.03694,1520.5706,0.1208,-0.0021,0.0842,0.1294,0.1021,0.1792,456.61,823.76
52,2015,Benth,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,497.27,55.29,1058.1,88.5,0.04103,1658.0685,0.2368,0.03826,1658.0685,0.1258,0.033,0.1163,0.1545,0.1234,0.1906,456.61,823.76
52,2015,XGB,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,487.06,54.66,1066.19,87.62,0.04173,1473.2829,0.2299,0.03945,1473.2829,0.1221,0.0406,0.1043,0.1494,0.1247,0.1943,456.61,823.76
52,2015,WaveletFNN,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,652.29,65.76,927.11,88.34,0.04376,4713.8541,0.4242,0.04052,4713.8541,0.2397,0.1201,0.1821,0.2566,0.2199,0.3654,456.61,823.76
52,2015,LSTM,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,484.33,47.98,1069.76,85.06,0.03903,1402.9232,0.1702,0.03587,1402.9232,0.0885,-0.0222,0.0862,0.1095,0.0888,0.1331,456.61,823.76
52,2015,FeedForwardNN,Mar–Jun,60,181,-0.643,call,122,415.4,0.274,-7.43652e-07,476.33,48.18,1076.33,85.65,0.0412,1259.0651,0.1794,0.03785,1259.0651,0.0935,-0.0039,0.0742,0.1048,0.0926,0.1413,456.61,823.76
52,2016,HBA,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,496.56,53.96,1079.91,86.79,0.04037,1627.2685,0.2254,0.03754,1627.2685,0.1193,0.0462,0.052,0.154,0.1245,0.1775,358.21,0.0
52,2016,Alaton,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,501.02,54.5,1076.69,86.86,0.04044,1711.6775,0.2335,0.03745,1711.6775,0.1238,0.049,0.0497,0.1643,0.126,0.1805,358.21,0.0
52,2016,Benth,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,508.38,54.82,1070.49,86.93,0.04017,1852.7813,0.2367,0.03774,1852.7813,0.1258,0.0532,0.0677,0.1613,0.1276,0.1857,358.21,0.0
52,2016,XGB,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,490.46,53.31,1082.43,87.3,0.04103,1511.2683,0.2211,0.03846,1511.2683,0.117,0.0536,0.0647,0.1588,0.1213,0.178,358.21,0.0
52,2016,WaveletFNN,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,503.48,62.62,1074.98,90.1,0.04076,1778.2325,0.2808,0.03889,1778.2325,0.1516,0.0911,0.0844,0.1968,0.1591,0.2369,358.21,0.0
52,2016,LSTM,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,373.87,44.59,1165.8,86.14,0.07378,85.835,0.048,0.0705,85.835,0.0242,0.0169,-0.0081,0.0401,0.0246,0.0404,358.21,0.0
52,2016,FeedForwardNN,Mar–Jun,60,181,-0.579,call,122,416.3,0.286,-7.12557e-07,412.08,47.42,1139.49,86.85,0.05433,336.7377,0.1102,0.04978,336.7377,0.0563,0.0496,0.0024,0.0823,0.0612,0.0896,358.21,0.0
52,2017,HBA,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,473.51,52.81,1068.87,87.96,0.0309,1228.6294,0.1113,0.02897,1228.6294,0.0571,0.019,0.0144,0.1018,0.0693,0.0932,534.04,2379.07
52,2017,Alaton,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,477.88,52.63,1066.07,87.67,0.03109,1306.0683,0.115,0.0289,1306.0683,0.0589,0.0134,0.0021,0.0969,0.0698,0.093,534.04,2379.07
52,2017,Benth,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,485.03,53.5,1061.55,86.8,0.03012,1436.5886,0.1181,0.02799,1436.5886,0.0606,0.0031,0.0008,0.0978,0.0685,0.0977,534.04,2379.07
52,2017,XGB,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,452.81,51.9,1079.29,87.88,0.03381,887.9717,0.1063,0.03149,887.9717,0.0544,0.036,0.0056,0.0916,0.0666,0.0898,534.04,2379.07
52,2017,WaveletFNN,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,426.3,57.26,1093.88,89.04,0.03753,575.9883,0.1026,0.03483,575.9883,0.0524,0.056,0.0048,0.0885,0.0621,0.089,534.04,2379.07
52,2017,LSTM,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,521.31,47.79,1042.02,83.95,0.02964,2117.022,0.1121,0.02791,2117.022,0.0575,-0.0074,-0.0156,0.0889,0.0679,0.0923,534.04,2379.07
52,2017,FeedForwardNN,Mar–Jun,60,181,-0.395,call,122,415.1,0.149,-5.54628e-07,614.22,53.8,981.94,83.67,0.03334,3963.0262,0.1838,0.03065,3963.0262,0.0959,0.0224,0.0141,0.1423,0.105,0.1487,534.04,2379.07
52,2018,HBA,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,204.84,40.76,1099.95,85.62,0.05887,653.5573,0.205,0.05576,653.5573,0.108,0.0359,-0.1275,0.1484,0.0652,0.1801,264.24,1724.58
52,2018,Alaton,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,200.31,40.4,1102.42,86.13,0.05931,587.1185,0.1877,0.05488,587.1185,0.0981,0.0248,-0.1115,0.1393,0.0604,0.1622,264.24,1724.58
52,2018,Benth,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,203.79,40.43,1100.84,85.37,0.0575,638.6737,0.1888,0.05395,638.6737,0.0989,0.0151,-0.13,0.1407,0.0502,0.1652,264.24,1724.58
52,2018,XGB,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,203.03,40.98,1101.9,85.72,0.05996,629.8818,0.2063,0.05523,629.8818,0.1084,0.0152,-0.0903,0.1412,0.056,0.1771,264.24,1724.58
52,2018,WaveletFNN,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,98.16,29.9,1177.71,82.96,0.21476,2.3427,0.0071,0.21499,2.3427,0.0036,-0.0014,-0.001,0.006,0.0023,0.0076,264.24,1724.58
52,2018,LSTM,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,242.57,35.96,1062.71,83.23,0.05552,1293.8857,0.2192,0.05226,1293.8857,0.116,0.033,-0.1796,0.1574,0.0617,0.1863,264.24,1724.58
52,2018,FeedForwardNN,Apr–May,91,151,-0.358,call,61,178.0,0.282,-2.11972e-06,237.28,37.77,1068.23,85.14,0.05632,1196.7261,0.2289,0.05295,1196.7261,0.1214,0.0445,-0.1589,0.1759,0.0804,0.1953,264.24,1724.58
52,2019,HBA,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,493.35,53.36,1051.18,91.33,0.03358,1492.441,0.134,0.03119,1492.441,0.0691,0.0177,0.0388,0.1128,0.0948,0.1128,428.52,164.22
52,2019,Alaton,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,503.53,54.47,1046.27,91.13,0.03383,1686.3873,0.1458,0.03153,1686.3873,0.0754,0.0266,0.0379,0.1087,0.0937,0.1183,428.52,164.22
52,2019,Benth,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,504.42,54.35,1047.73,90.37,0.03318,1700.7693,0.1439,0.03072,1700.7693,0.0743,0.0044,0.002,0.1103,0.0892,0.1166,428.52,164.22
52,2019,XGB,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,499.0,54.23,1049.22,90.98,0.03345,1598.6981,0.1413,0.03106,1598.6981,0.0729,0.0087,0.0228,0.1134,0.0924,0.1174,428.52,164.22
52,2019,WaveletFNN,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,455.86,59.87,1074.67,92.6,0.03606,905.3171,0.1338,0.03327,905.3171,0.0689,0.0887,0.0385,0.1125,0.0909,0.1138,428.52,164.22
52,2019,LSTM,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,455.54,47.64,1075.68,90.72,0.035,824.6012,0.09,0.03262,824.6012,0.0459,0.0232,0.0308,0.0766,0.067,0.0742,428.52,164.22
52,2019,FeedForwardNN,Mar–Jun,60,181,-0.507,call,122,420.3,0.165,-6.05852e-07,475.54,49.68,1065.14,89.64,0.03363,1162.5058,0.111,0.0307,1162.5058,0.0567,0.0923,0.0408,0.0896,0.0721,0.0899,428.52,164.22
