region,oos_year,model,resid_sd,cdd_sd_own,payoff_sd_own,cdd_sd_common,cov_rpi,corr_rpi,N_star,V_own,K,TTM,he_sv_own,he_sv_common,win_corr,actual_cCDD,actual_revenue
11,2015,HBA,3.135,58.47,1054.11,55.02,-61940.56,-0.7252,0.05574,1416.0738,409.3,0.4959,0.4621,0.3055,-0.743,446.56,1456.0
11,2015,Alaton,3.179,58.47,1075.25,56.85,-64075.09,-0.7297,0.05542,1578.4664,409.3,0.4959,0.4634,0.4717,-0.743,446.56,1456.0
11,2015,Benth,3.175,58.28,1100.77,55.0,-66064.77,-0.7379,0.05452,1732.2411,409.3,0.4959,0.4768,0.3518,-0.743,446.56,1456.0
11,2015,XGB,3.129,57.53,1056.26,58.14,-61549.85,-0.7201,0.05517,1503.2664,409.3,0.4959,0.4563,0.47,-0.743,446.56,1456.0
11,2015,WaveletFNN,3.347,66.48,1321.07,58.73,-96376.56,-0.8162,0.05522,2992.7797,409.3,0.4959,0.6139,0.5099,-0.743,446.56,1456.0
11,2015,LSTM,2.978,51.16,1012.48,60.03,-55119.99,-0.7118,0.05377,2186.784,409.3,0.4959,0.4447,0.604,-0.743,446.56,1456.0
11,2015,FeedForwardNN,3.082,53.27,1056.99,58.61,-61261.01,-0.7418,0.05483,2559.9814,409.3,0.4959,0.4809,0.5646,-0.743,446.56,1456.0
11,2016,HBA,3.092,57.04,1075.58,54.1,-64229.75,-0.6993,0.05552,1633.9406,410.1,0.4959,0.4466,0.2897,-0.635,354.65,800.0
11,2016,Alaton,3.143,58.77,1119.2,56.58,-69042.16,-0.712,0.05512,1837.5512,410.1,0.4959,0.4637,0.4593,-0.635,354.65,800.0
11,2016,Benth,3.135,58.0,1117.75,53.78,-69893.99,-0.7217,0.05594,1963.2722,410.1,0.4959,0.4799,0.3503,-0.635,354.65,800.0
11,2016,XGB,3.083,57.29,1091.28,56.69,-65432.08,-0.7047,0.05494,1785.4958,410.1,0.4959,0.4509,0.4496,-0.635,354.65,800.0
11,2016,WaveletFNN,3.35,63.39,1055.19,54.89,-66125.55,-0.698,0.05939,1136.2935,410.1,0.4959,0.4508,0.3218,-0.635,354.65,800.0
11,2016,LSTM,2.987,45.13,107.36,52.41,-1895.82,-0.2306,0.16449,18.4588,410.1,0.4959,0.0577,0.2934,-0.635,354.65,800.0
11,2016,FeedForwardNN,3.096,49.58,349.86,52.72,-11333.34,-0.407,0.09259,137.5426,410.1,0.4959,0.1597,0.2712,-0.635,354.65,800.0
11,2017,HBA,2.963,45.37,782.38,43.86,-36641.34,-0.3225,0.05986,901.9926,347.3,0.4959,0.0524,0.039,-0.475,468.58,1312.0
11,2017,Alaton,2.969,45.3,753.38,45.63,-34968.02,-0.3237,0.06161,814.5289,347.3,0.4959,0.0652,0.0874,-0.475,468.58,1312.0
11,2017,Benth,2.967,45.32,780.09,44.85,-37296.11,-0.3271,0.06129,902.3276,347.3,0.4959,0.0635,0.0413,-0.475,468.58,1312.0
11,2017,XGB,2.956,45.3,745.61,45.32,-33562.85,-0.3143,0.06037,772.5708,347.3,0.4959,0.0524,0.0623,-0.475,468.58,1312.0
11,2017,WaveletFNN,3.163,50.28,965.53,45.68,-53174.33,-0.3939,0.05704,1547.189,347.3,0.4959,0.0902,0.0747,-0.475,468.58,1312.0
11,2017,LSTM,2.849,41.89,829.54,45.61,-39865.01,-0.3447,0.05793,1731.1981,347.3,0.4959,0.0738,0.0886,-0.475,468.58,1312.0
11,2017,FeedForwardNN,2.929,43.6,870.37,44.95,-44425.28,-0.3747,0.05864,2130.5354,347.3,0.4959,0.0792,0.098,-0.475,468.58,1312.0
11,2018,HBA,3.042,55.61,981.34,52.04,-14309.3,-0.1044,0.01486,1230.3492,411.5,0.4959,0.0068,0.0005,-0.43,580.07,1232.0
11,2018,Alaton,3.101,56.42,1034.11,55.72,-13157.74,-0.0894,0.0123,1454.6226,411.5,0.4959,0.0024,0.0053,-0.43,580.07,1232.0
11,2018,Benth,3.099,56.98,1056.42,52.76,-14143.2,-0.0956,0.01267,1577.1195,411.5,0.4959,0.0029,0.0054,-0.43,580.07,1232.0
11,2018,XGB,3.034,54.99,947.25,54.73,-11948.92,-0.0898,0.01332,1113.5805,411.5,0.4959,0.0039,0.0027,-0.43,580.07,1232.0
11,2018,WaveletFNN,3.269,62.51,1161.56,54.02,-19537.48,-0.1227,0.01448,1687.9874,411.5,0.4959,0.0099,0.0013,-0.43,580.07,1232.0
11,2018,LSTM,2.908,50.84,1016.84,58.25,-17276.49,-0.1234,0.01671,3988.9424,411.5,0.4959,0.0084,0.0102,-0.43,580.07,1232.0
11,2018,FeedForwardNN,3.053,54.47,1088.47,56.0,-17432.01,-0.1177,0.01471,3576.2889,411.5,0.4959,0.0061,0.0062,-0.43,580.07,1232.0
11,2019,HBA,3.08,56.2,1023.38,53.18,-13068.01,-0.0942,0.01248,1381.3676,415.0,0.4959,0.0047,0.002,-0.447,459.04,1408.0
11,2019,Alaton,3.105,57.1,1072.91,56.28,-11041.46,-0.0754,0.00959,1662.0703,415.0,0.4959,0.0014,0.0045,-0.447,459.04,1408.0
11,2019,Benth,3.101,56.92,1074.0,53.41,-10232.52,-0.0693,0.00887,1680.3802,415.0,0.4959,0.0015,0.0042,-0.447,459.04,1408.0
11,2019,XGB,3.066,55.74,1009.39,55.78,-11429.58,-0.0832,0.01122,1351.3779,415.0,0.4959,0.0029,0.004,-0.447,459.04,1408.0
11,2019,WaveletFNN,3.236,59.42,981.24,53.67,-12513.39,-0.0924,0.013,1026.4088,415.0,0.4959,0.0061,0.0008,-0.447,459.04,1408.0
11,2019,LSTM,2.954,50.26,859.01,57.56,-5931.37,-0.0503,0.00804,1017.4261,415.0,0.4959,-0.0004,0.0066,-0.447,459.04,1408.0
11,2019,FeedForwardNN,3.028,50.68,831.95,54.56,-9055.09,-0.0786,0.01308,869.4193,415.0,0.4959,0.0034,0.0008,-0.447,459.04,1408.0
11,2020,HBA,3.035,42.88,672.21,38.67,-8663.18,-0.0934,0.01917,642.6281,195.8,0.4137,0.0051,0.0017,-0.505,288.82,1248.0
11,2020,Alaton,3.118,44.63,773.16,42.91,-11075.09,-0.104,0.01853,925.4491,195.8,0.4137,0.0029,0.0043,-0.505,288.82,1248.0
11,2020,Benth,3.114,44.51,770.6,39.91,-10009.86,-0.0949,0.01686,901.3984,195.8,0.4137,0.0024,0.0019,-0.505,288.82,1248.0
11,2020,XGB,3.033,42.48,668.34,42.57,-10517.44,-0.1139,0.02355,636.1657,195.8,0.4137,0.0087,0.0065,-0.505,288.82,1248.0
11,2020,WaveletFNN,3.266,49.25,916.23,41.35,-15768.49,-0.1243,0.01878,1266.5741,195.8,0.4137,0.0077,0.0048,-0.505,288.82,1248.0
11,2020,LSTM,2.906,42.36,775.91,48.92,-9980.2,-0.0928,0.01658,1048.4792,195.8,0.4137,0.0021,0.0042,-0.505,288.82,1248.0
11,2020,FeedForwardNN,2.974,39.73,654.85,44.59,-8960.8,-0.0985,0.0209,682.4213,195.8,0.4137,0.0067,0.0115,-0.505,288.82,1248.0
11,2021,HBA,3.038,42.96,756.79,39.48,-9677.93,-0.0956,0.0169,912.1076,197.6,0.4137,0.0029,0.0036,-0.517,110.89,1328.0
11,2021,Alaton,3.081,44.73,838.88,43.02,-12186.17,-0.1094,0.01732,1262.4716,197.6,0.4137,0.0063,0.0013,-0.517,110.89,1328.0
11,2021,Benth,3.082,44.42,819.02,39.71,-12625.47,-0.1146,0.01882,1162.6815,197.6,0.4137,0.0063,0.0015,-0.517,110.89,1328.0
11,2021,XGB,3.02,42.65,738.43,43.16,-9765.31,-0.0995,0.01791,862.6719,197.6,0.4137,0.0065,0.0081,-0.517,110.89,1328.0
11,2021,WaveletFNN,3.293,49.75,936.72,42.1,-16160.9,-0.1308,0.01842,1400.2171,197.6,0.4137,0.0081,0.0039,-0.517,110.89,1328.0
11,2021,LSTM,2.959,33.78,128.04,39.78,-449.96,-0.0257,0.02745,28.592,197.6,0.4137,0.0002,0.001,-0.517,110.89,1328.0
11,2021,FeedForwardNN,3.054,32.99,76.83,35.76,-212.07,-0.0199,0.03593,12.0943,197.6,0.4137,0.0,0.0003,-0.517,110.89,1328.0
11,2022,HBA,3.079,44.21,713.78,40.43,-9994.9,-0.1085,0.01962,690.9718,195.9,0.4137,0.0039,0.0024,-0.534,274.67,1376.0
11,2022,Alaton,3.155,45.65,802.73,44.07,-14330.7,-0.1349,0.02224,978.3148,195.9,0.4137,0.0086,0.008,-0.534,274.67,1376.0
11,2022,Benth,3.15,46.01,805.7,41.18,-13133.82,-0.1258,0.02023,959.3901,195.9,0.4137,0.0071,0.0038,-0.534,274.67,1376.0
11,2022,XGB,3.068,43.85,734.46,44.59,-10508.29,-0.1089,0.01948,786.0945,195.9,0.4137,0.0042,0.0031,-0.534,274.67,1376.0
11,2022,WaveletFNN,3.346,50.27,845.85,41.44,-15591.79,-0.1397,0.02179,893.3232,195.9,0.4137,0.0082,0.0048,-0.534,274.67,1376.0
11,2022,LSTM,2.931,44.67,892.46,51.56,-18865.89,-0.1657,0.02369,2392.4448,195.9,0.4137,0.0124,0.0218,-0.534,274.67,1376.0
11,2022,FeedForwardNN,3.019,42.27,783.34,46.58,-11211.07,-0.1105,0.01827,1101.0612,195.9,0.4137,0.003,0.006,-0.534,274.67,1376.0
11,2023,HBA,3.132,44.98,746.84,41.18,-8495.44,-0.0864,0.01523,803.9487,197.4,0.4137,0.0031,0.0009,-0.45,204.18,1343.98
11,2023,Alaton,3.192,46.42,849.93,45.47,-12551.13,-0.111,0.01737,1175.1929,197.4,0.4137,0.0068,0.0089,-0.45,204.18,1343.98
11,2023,Benth,3.189,46.6,834.91,41.97,-12449.32,-0.1113,0.01786,1088.3094,197.4,0.4137,0.0069,0.002,-0.45,204.18,1343.98
11,2023,XGB,3.117,44.7,719.92,44.72,-9488.84,-0.1016,0.01831,717.0249,197.4,0.4137,0.0051,0.0038,-0.45,204.18,1343.98
11,2023,WaveletFNN,3.387,49.98,894.82,42.21,-13414.39,-0.1165,0.01675,1122.3645,197.4,0.4137,0.0056,-0.0005,-0.45,204.18,1343.98
11,2023,LSTM,2.97,39.63,735.35,47.98,-7375.83,-0.0773,0.01364,1072.2847,197.4,0.4137,0.0015,0.0072,-0.45,204.18,1343.98
11,2023,FeedForwardNN,3.048,41.77,812.14,46.77,-10865.58,-0.101,0.01647,1466.734,197.4,0.4137,0.0053,0.0067,-0.45,204.18,1343.98
11,2024,HBA,3.068,43.22,696.44,39.51,-7420.57,-0.0829,0.0153,688.916,197.5,0.4137,0.002,0.0016,-0.472,249.74,1052.32
11,2024,Alaton,3.135,45.24,829.43,44.38,-13642.19,-0.1235,0.01983,1135.8847,197.5,0.4137,0.0087,0.0015,-0.472,249.74,1052.32
11,2024,Benth,3.129,44.33,784.88,40.55,-11247.72,-0.1116,0.01826,974.4245,197.5,0.4137,0.0058,0.0023,-0.472,249.74,1052.32
11,2024,XGB,3.068,44.11,775.69,44.34,-10130.45,-0.1008,0.01684,939.7446,197.5,0.4137,0.0052,0.0061,-0.472,249.74,1052.32
11,2024,WaveletFNN,3.24,41.7,379.68,37.55,-3795.87,-0.0743,0.02633,182.7351,197.5,0.4137,0.0032,0.0016,-0.472,249.74,1052.32
11,2024,LSTM,2.935,37.98,392.2,47.6,-2861.04,-0.0563,0.0186,216.7635,197.5,0.4137,0.0013,0.0065,-0.472,249.74,1052.32
11,2024,FeedForwardNN,3.039,44.06,806.97,47.48,-10135.42,-0.0969,0.01556,1093.5526,197.5,0.4137,0.0047,0.003,-0.472,249.74,1052.32
24,2015,HBA,3.022,66.56,1245.0,63.32,-71063.34,-0.759,0.04585,1892.752,694.5,0.5808,0.5757,0.389,-0.8,803.34,1216.0
24,2015,Alaton,3.095,68.43,1289.52,65.91,-76248.47,-0.773,0.04585,2040.1077,694.5,0.5808,0.5927,0.5623,-0.8,803.34,1216.0
24,2015,Benth,3.091,68.91,1315.25,63.98,-78177.51,-0.7784,0.04519,2243.2153,694.5,0.5808,0.6001,0.4449,-0.8,803.34,1216.0
24,2015,XGB,3.023,65.47,1250.97,65.74,-70746.29,-0.7616,0.04521,2089.4466,694.5,0.5808,0.5817,0.5693,-0.8,803.34,1216.0
24,2015,WaveletFNN,3.344,81.09,1621.66,69.11,-117912.44,-0.8694,0.04484,5370.3845,694.5,0.5808,0.7556,0.6837,-0.8,803.34,1216.0
24,2015,LSTM,2.752,52.82,1053.77,67.82,-48545.21,-0.7029,0.04372,2864.9961,694.5,0.5808,0.4912,0.6636,-0.8,803.34,1216.0
24,2015,FeedForwardNN,2.872,56.24,1066.93,66.1,-51165.14,-0.6981,0.04495,1747.8879,694.5,0.5808,0.4775,0.6118,-0.8,803.34,1216.0
24,2016,HBA,3.008,65.42,1266.97,63.59,-65513.1,-0.6665,0.04081,2270.523,696.8,0.5808,0.4616,0.323,-0.668,627.85,576.0
24,2016,Alaton,3.072,67.34,1309.38,65.91,-68637.22,-0.6739,0.04003,2445.6869,696.8,0.5808,0.4711,0.4749,-0.668,627.85,576.0
24,2016,Benth,3.063,68.5,1336.19,64.15,-73468.3,-0.6969,0.04115,2619.2319,696.8,0.5808,0.4986,0.383,-0.668,627.85,576.0
24,2016,XGB,3.02,64.31,1150.03,66.19,-57964.88,-0.6427,0.04383,1527.5278,696.8,0.5808,0.4219,0.4403,-0.668,627.85,576.0
24,2016,WaveletFNN,3.368,78.04,1479.01,65.72,-92229.43,-0.7293,0.04216,2293.1896,696.8,0.5808,0.5598,0.4689,-0.668,627.85,576.0
24,2016,LSTM,2.782,50.56,256.06,62.98,-5707.15,-0.3032,0.08704,77.2607,696.8,0.5808,0.1035,0.3735,-0.668,627.85,576.0
24,2016,FeedForwardNN,2.909,54.15,292.72,63.14,-7121.67,-0.3259,0.08312,88.9376,696.8,0.5808,0.1311,0.3022,-0.668,627.85,576.0
24,2017,HBA,2.995,48.51,846.48,47.07,-14748.84,-0.124,0.02058,978.387,341.5,0.4959,0.0063,0.0026,-0.419,444.36,1104.0
24,2017,Alaton,3.019,48.06,812.5,47.87,-13390.46,-0.1177,0.02028,889.7099,341.5,0.4959,0.0042,0.0113,-0.419,444.36,1104.0
24,2017,Benth,3.018,48.53,848.57,48.34,-15747.51,-0.1308,0.02187,990.7125,341.5,0.4959,0.0081,0.0069,-0.419,444.36,1104.0
24,2017,XGB,2.998,48.59,870.2,48.15,-16351.99,-0.1302,0.02159,1084.7975,341.5,0.4959,0.0086,0.0091,-0.419,444.36,1104.0
24,2017,WaveletFNN,3.253,54.89,891.82,47.54,-19499.69,-0.1513,0.02452,856.2952,341.5,0.4959,0.0142,0.0096,-0.419,444.36,1104.0
24,2017,LSTM,2.667,36.18,723.16,47.9,-11895.39,-0.1194,0.02275,2194.6455,341.5,0.4959,0.0068,0.0172,-0.419,444.36,1104.0
24,2017,FeedForwardNN,2.818,38.87,775.2,47.27,-12643.25,-0.117,0.02104,2054.1851,341.5,0.4959,0.0068,0.0142,-0.419,444.36,1104.0
24,2018,HBA,2.933,41.97,670.93,37.05,-574.1,-0.0061,0.00128,643.5452,182.4,0.4137,-0.0001,0.0,-0.319,279.59,1104.0
24,2018,Alaton,3.052,43.48,750.23,40.77,-2487.67,-0.0235,0.00442,872.9019,182.4,0.4137,0.0005,0.0001,-0.319,279.59,1104.0
24,2018,Benth,3.053,44.04,778.12,38.6,-2280.85,-0.0207,0.00377,957.5628,182.4,0.4137,0.0002,0.0001,-0.319,279.59,1104.0
24,2018,XGB,2.924,39.57,516.6,39.59,-915.74,-0.0126,0.00343,367.2852,182.4,0.4137,0.0001,0.0001,-0.319,279.59,1104.0
24,2018,WaveletFNN,3.166,38.45,193.73,35.04,-476.45,-0.0172,0.0127,51.1011,182.4,0.4137,0.0003,0.0,-0.319,279.59,1104.0
24,2018,LSTM,2.674,36.78,731.75,45.49,-1986.49,-0.0194,0.00371,1819.0677,182.4,0.4137,0.0004,0.0005,-0.319,279.59,1104.0
24,2018,FeedForwardNN,2.807,38.73,771.13,46.01,-1784.16,-0.0166,0.003,1879.4917,182.4,0.4137,0.0002,-0.0001,-0.319,279.59,1104.0
24,2019,HBA,3.018,41.86,709.19,38.28,4390.82,0.0435,-0.00873,774.6042,184.4,0.4137,0.0014,0.0018,-0.311,151.65,1224.0
24,2019,Alaton,3.09,44.4,800.83,41.96,4655.4,0.0413,-0.00726,1061.9702,184.4,0.4137,0.0006,0.0006,-0.311,151.65,1224.0
24,2019,Benth,3.088,43.43,788.03,40.17,5282.09,0.0472,-0.00851,1092.1285,184.4,0.4137,0.0007,0.0006,-0.311,151.65,1224.0
24,2019,XGB,3.01,42.56,746.38,42.7,3665.03,0.035,-0.00658,898.7263,184.4,0.4137,0.0006,0.0012,-0.311,151.65,1224.0
24,2019,WaveletFNN,3.36,44.72,494.84,37.95,2322.66,0.0336,-0.00949,281.9575,184.4,0.4137,0.0006,0.0002,-0.311,151.65,1224.0
24,2019,LSTM,2.792,34.38,368.74,42.32,723.09,0.0142,-0.00532,205.2664,184.4,0.4137,0.0001,0.0,-0.311,151.65,1224.0
24,2019,FeedForwardNN,2.89,34.25,304.54,39.84,973.38,0.023,-0.0105,149.0018,184.4,0.4137,0.0004,0.0014,-0.311,151.65,1224.0
24,2020,HBA,2.966,40.98,647.8,37.91,246.88,0.0027,-0.00059,611.8226,183.7,0.4137,0.0,0.0,-0.411,284.4,976.0
24,2020,Alaton,3.074,43.98,778.7,42.25,565.07,0.0052,-0.00093,972.459,183.7,0.4137,0.0001,0.0,-0.411,284.4,976.0
24,2020,Benth,3.072,43.94,774.14,39.47,-1576.43,-0.0143,0.00263,948.7974,183.7,0.4137,0.0003,0.0003,-0.411,284.4,976.0
24,2020,XGB,2.977,42.46,725.42,42.45,-2664.94,-0.0262,0.00506,803.2868,183.7,0.4137,0.0008,-0.0,-0.411,284.4,976.0
24,2020,WaveletFNN,3.315,49.88,868.83,41.98,-1812.01,-0.0148,0.0024,960.3209,183.7,0.4137,0.0001,-0.0,-0.411,284.4,976.0
24,2020,LSTM,2.741,39.79,786.56,48.54,-2172.31,-0.02,0.00351,1548.4605,183.7,0.4137,0.0005,0.0003,-0.411,284.4,976.0
24,2020,FeedForwardNN,2.825,39.15,764.87,46.21,-1859.78,-0.0175,0.00318,1374.6187,183.7,0.4137,0.0002,0.0,-0.411,284.4,976.0
24,2021,HBA,2.956,42.07,736.49,37.98,-5400.71,-0.0538,0.00996,866.6396,185.7,0.4137,0.0018,0.0003,-0.439,115.78,1168.0
24,2021,Alaton,3.027,44.66,844.35,41.7,-6335.37,-0.0549,0.00889,1294.2514,185.7,0.4137,0.0018,0.0005,-0.439,115.78,1168.0
24,2021,Benth,3.029,44.08,825.56,39.44,-5738.77,-0.0508,0.00842,1213.4821,185.7,0.4137,0.0006,0.0001,-0.439,115.78,1168.0
24,2021,XGB,2.929,42.87,793.22,43.11,-4265.05,-0.0393,0.00678,1076.6664,185.7,0.4137,0.0003,0.0014,-0.439,115.78,1168.0
24,2021,WaveletFNN,3.25,51.1,984.9,43.12,-5550.64,-0.0418,0.00572,1601.4065,185.7,0.4137,0.0,-0.0006,-0.439,115.78,1168.0
24,2021,LSTM,2.758,28.19,47.52,35.16,-88.51,-0.0134,0.0392,5.4871,185.7,0.4137,0.0004,-0.0,-0.439,115.78,1168.0
24,2021,FeedForwardNN,2.865,29.7,91.48,35.43,-314.31,-0.0248,0.03756,17.1783,185.7,0.4137,0.0003,0.0025,-0.439,115.78,1168.0
24,2022,HBA,2.973,41.64,664.05,37.1,-7251.13,-0.0836,0.01644,636.911,184.3,0.4137,0.0034,0.0009,-0.479,282.26,1128.0
24,2022,Alaton,3.085,43.99,790.55,41.5,-9593.81,-0.0899,0.01535,1018.2129,184.3,0.4137,0.004,0.0044,-0.479,282.26,1128.0
24,2022,Benth,3.082,44.0,782.6,38.79,-9675.46,-0.092,0.0158,983.0325,184.3,0.4137,0.0051,0.0011,-0.479,282.26,1128.0
24,2022,XGB,2.962,40.37,587.44,40.21,-5604.34,-0.0705,0.01624,490.6594,184.3,0.4137,0.0013,0.0011,-0.479,282.26,1128.0
24,2022,WaveletFNN,3.297,48.17,782.68,40.52,-10575.13,-0.1,0.01726,754.7458,184.3,0.4137,0.0055,0.0024,-0.479,282.26,1128.0
24,2022,LSTM,2.753,36.77,733.79,43.51,-8500.08,-0.087,0.01579,1818.1321,184.3,0.4137,0.0026,0.0053,-0.479,282.26,1128.0
24,2022,FeedForwardNN,2.847,38.7,773.92,44.44,-9992.12,-0.0981,0.01668,2400.6545,184.3,0.4137,0.0042,0.005,-0.479,282.26,1128.0
24,2023,HBA,3.038,43.27,719.97,38.64,-5589.39,-0.0573,0.01078,758.7304,186.2,0.4137,0.0014,0.0023,-0.465,214.72,1104.0
24,2023,Alaton,3.13,46.26,850.38,43.99,-8416.16,-0.075,0.01164,1199.6466,186.2,0.4137,0.0039,-0.0008,-0.465,214.72,1104.0
24,2023,Benth,3.129,45.49,824.26,40.66,-5862.22,-0.0546,0.00863,1094.2242,186.2,0.4137,0.0011,-0.0005,-0.465,214.72,1104.0
24,2023,XGB,3.029,44.13,787.07,43.77,-5185.78,-0.0496,0.00837,971.1379,186.2,0.4137,0.0006,0.0015,-0.465,214.72,1104.0
24,2023,WaveletFNN,3.364,53.12,1008.1,45.09,-8983.66,-0.0682,0.00884,1495.2656,186.2,0.4137,0.0015,0.0019,-0.465,214.72,1104.0
24,2023,LSTM,2.791,36.4,652.93,44.73,-4749.09,-0.0546,0.01114,819.8958,186.2,0.4137,0.0021,0.0011,-0.465,214.72,1104.0
24,2023,FeedForwardNN,2.896,35.18,592.87,42.57,-1776.97,-0.022,0.00506,633.7509,186.2,0.4137,-0.0006,0.0009,-0.465,214.72,1104.0
24,2024,HBA,2.972,42.1,682.99,37.91,-4161.14,-0.0467,0.00892,679.8182,186.7,0.4137,0.0003,-0.0002,-0.485,237.81,1008.0
24,2024,Alaton,3.057,44.37,819.97,42.22,-4233.7,-0.0384,0.0063,1187.3135,186.7,0.4137,-0.0003,0.002,-0.485,237.81,1008.0
24,2024,Benth,3.053,43.0,777.56,38.63,-5561.25,-0.0545,0.0092,1032.5442,186.7,0.4137,0.0017,0.001,-0.485,237.81,1008.0
24,2024,XGB,2.972,41.23,654.18,41.0,-3716.81,-0.0431,0.00869,636.6619,186.7,0.4137,0.0003,0.0003,-0.485,237.81,1008.0
24,2024,WaveletFNN,3.256,52.68,1037.85,43.8,-9393.45,-0.0708,0.00872,1988.2987,186.7,0.4137,0.0016,0.0018,-0.485,237.81,1008.0
24,2024,LSTM,2.745,37.47,668.09,46.05,-4647.49,-0.053,0.01041,815.2532,186.7,0.4137,0.0009,0.0009,-0.485,237.81,1008.0
24,2024,FeedForwardNN,2.837,40.3,765.72,45.7,-6262.41,-0.0625,0.01068,1175.561,186.7,0.4137,0.0016,0.0016,-0.485,237.81,1008.0
27,2015,HBA,2.968,58.91,1178.14,57.55,-66662.62,-0.6234,0.04803,3952.1725,539.2,0.5808,0.348,0.3188,-0.621,806.22,1088.0
27,2015,Alaton,5.243,124.38,2454.49,44.0,-291985.55,-0.8712,0.04847,5358.3337,539.2,0.5808,0.7381,0.0,-0.621,806.22,1088.0
27,2015,Benth,2.99,59.2,1183.9,57.59,-67187.37,-0.6263,0.04794,3959.6879,539.2,0.5808,0.3443,0.3394,-0.621,806.22,1088.0
27,2015,XGB,2.937,57.82,1156.3,57.41,-63072.63,-0.6056,0.04717,3635.0101,539.2,0.5808,0.3281,0.316,-0.621,806.22,1088.0
27,2015,WaveletFNN,3.586,71.9,721.73,53.19,-35458.09,-0.481,0.06807,374.8038,539.2,0.5808,0.2238,0.0168,-0.621,806.22,1088.0
27,2015,LSTM,2.691,48.19,963.75,58.47,-44962.95,-0.5776,0.04841,5495.0214,539.2,0.5808,0.2928,0.4415,-0.621,806.22,1088.0
27,2015,FeedForwardNN,2.856,54.35,1086.98,57.89,-57112.08,-0.6205,0.04834,5396.2261,539.2,0.5808,0.3433,0.3626,-0.621,806.22,1088.0
27,2016,HBA,3.028,61.32,1226.41,60.73,-62186.41,-0.5588,0.04135,4311.0346,545.4,0.5808,0.2436,0.2212,-0.588,630.8,800.0
27,2016,Alaton,5.242,125.2,2470.1,46.5,-258574.95,-0.8206,0.04238,5425.9456,545.4,0.5808,0.6211,0.0,-0.588,630.8,800.0
27,2016,Benth,3.037,63.15,1262.78,61.52,-66032.93,-0.5683,0.04141,4318.6412,545.4,0.5808,0.2552,0.2631,-0.588,630.8,800.0
27,2016,XGB,2.996,61.48,1229.69,61.4,-61413.42,-0.5494,0.04061,4239.6347,545.4,0.5808,0.2357,0.2372,-0.588,630.8,800.0
27,2016,WaveletFNN,3.787,85.8,1716.06,60.95,-127454.36,-0.7256,0.04328,5913.0962,545.4,0.5808,0.4664,0.2256,-0.588,630.8,800.0
27,2016,LSTM,2.783,51.15,965.12,60.91,-36855.78,-0.4124,0.03957,1463.6219,545.4,0.5808,0.1229,0.2184,-0.588,630.8,800.0
27,2016,FeedForwardNN,2.951,56.54,1006.49,58.52,-42118.32,-0.4423,0.04158,1313.5113,545.4,0.5808,0.1443,0.1603,-0.588,630.8,800.0
27,2017,HBA,2.999,60.31,1206.16,60.25,-46306.46,-0.3682,0.03183,3918.698,547.3,0.5808,0.0897,0.0625,-0.373,775.38,1286.61
27,2017,Alaton,5.26,126.41,2457.22,43.37,-197824.25,-0.6485,0.03276,4741.6967,547.3,0.5808,0.3298,0.0,-0.373,775.38,1286.61
27,2017,Benth,3.034,62.66,1252.72,60.76,-50169.9,-0.3818,0.03197,3919.4091,547.3,0.5808,0.0996,0.0787,-0.373,775.38,1286.61
27,2017,XGB,2.967,60.0,1199.41,59.85,-42793.76,-0.3454,0.02975,3590.1293,547.3,0.5808,0.0767,0.0777,-0.373,775.38,1286.61
27,2017,WaveletFNN,3.81,86.68,1730.86,59.14,-96539.2,-0.5053,0.03222,4521.8215,547.3,0.5808,0.1857,0.0666,-0.373,775.38,1286.61
27,2017,LSTM,2.709,49.17,983.45,60.33,-31017.62,-0.3103,0.03207,3880.649,547.3,0.5808,0.0593,0.1048,-0.373,775.38,1286.61
27,2017,FeedForwardNN,2.903,56.56,1131.3,60.02,-41363.16,-0.3601,0.03232,4617.3349,547.3,0.5808,0.0877,0.0973,-0.373,775.38,1286.61
27,2018,HBA,3.186,49.22,984.45,49.08,-36911.18,-0.3115,0.03809,3408.1337,498.2,0.6658,0.0738,0.064,-0.292,751.13,1040.0
27,2018,Alaton,3.139,49.14,982.74,24.1,-34254.5,-0.2928,0.03547,3517.1775,498.2,0.6658,0.0642,0.0,-0.292,751.13,1040.0
27,2018,Benth,3.117,48.61,972.2,49.1,-33335.72,-0.2918,0.03527,3403.8785,498.2,0.6658,0.0609,0.0617,-0.292,751.13,1040.0
27,2018,XGB,3.103,48.27,965.43,48.68,-32021.55,-0.2796,0.03436,3245.5163,498.2,0.6658,0.059,0.0598,-0.292,751.13,1040.0
27,2018,WaveletFNN,4.049,77.88,1556.6,48.82,-87520.3,-0.457,0.03612,4638.4494,498.2,0.6658,0.1554,0.0511,-0.292,751.13,1040.0
27,2018,LSTM,2.964,43.24,864.75,48.76,-24782.98,-0.2514,0.03314,4364.2236,498.2,0.6658,0.042,0.0647,-0.292,751.13,1040.0
27,2018,FeedForwardNN,3.151,50.02,1000.42,48.01,-37613.69,-0.3351,0.03758,5572.6195,498.2,0.6658,0.0805,0.0659,-0.292,751.13,1040.0
27,2019,HBA,3.182,50.99,1019.88,50.44,-32186.34,-0.2742,0.03094,3469.8901,503.7,0.6658,0.0536,0.0502,-0.304,711.41,1264.0
