region,oos_year,model,resid_sd,cdd_sd_own,payoff_sd_own,cdd_sd_common,cov_rpi,corr_rpi,N_star,V_own,K,TTM,he_sv_own,he_sv_common,win_corr,actual_cCDD,actual_revenue
44,2023,XGB,3.065,76.33,1459.03,76.74,11302.76,0.0677,-0.00531,2480.0082,979.4,0.6658,0.0026,0.0048,0.264,1126.7,1008.0
44,2023,WaveletFNN,3.323,84.05,1575.9,75.26,9939.97,0.0548,-0.004,2374.4557,979.4,0.6658,0.0004,0.0014,0.264,1126.7,1008.0
44,2023,LSTM,2.809,60.47,1209.22,77.69,8454.19,0.0606,-0.00578,3505.3355,979.4,0.6658,0.0019,0.0034,0.264,1126.7,1008.0
44,2023,FeedForwardNN,2.847,63.57,1271.32,77.61,10264.16,0.071,-0.00635,3816.1379,979.4,0.6658,0.0048,0.0015,0.264,1126.7,1008.0
44,2024,HBA,3.077,75.21,1410.07,73.47,13418.2,0.0852,-0.00675,2196.1033,982.1,0.6658,0.0047,0.0003,0.3,1109.1,832.0
44,2024,Alaton,3.107,78.11,1520.92,75.77,11589.28,0.0678,-0.00501,2955.5674,982.1,0.6658,0.0011,0.0031,0.3,1109.1,832.0
44,2024,Benth,3.098,78.13,1488.45,72.7,14778.84,0.0894,-0.00667,2478.7733,982.1,0.6658,0.0053,0.0004,0.3,1109.1,832.0
44,2024,XGB,3.044,75.4,1457.67,75.25,14694.7,0.0902,-0.00692,2635.6484,982.1,0.6658,0.004,0.003,0.3,1109.1,832.0
44,2024,WaveletFNN,3.22,77.53,786.7,73.07,4435.7,0.0514,-0.00717,444.7881,982.1,0.6658,0.0004,0.0017,0.3,1109.1,832.0
44,2024,LSTM,2.788,62.12,1236.96,78.89,10411.62,0.075,-0.0068,3097.6626,982.1,0.6658,0.0033,0.0032,0.3,1109.1,832.0
44,2024,FeedForwardNN,2.832,63.36,1249.09,78.96,9336.66,0.0673,-0.00598,2555.3852,982.1,0.6658,0.0017,0.006,0.3,1109.1,832.0
52,2015,HBA,2.828,55.16,1008.88,52.47,-42334.92,-0.478,0.04159,1421.7906,415.4,0.4959,0.1861,0.1352,-0.643,456.61,1152.0
52,2015,Alaton,2.87,54.72,1022.94,54.73,-42907.43,-0.4805,0.041,1553.6985,415.4,0.4959,0.1888,0.1932,-0.643,456.61,1152.0
52,2015,Benth,2.87,56.01,1063.3,53.84,-46370.25,-0.4971,0.04101,1713.7032,415.4,0.4959,0.2034,0.1742,-0.643,456.61,1152.0
52,2015,XGB,2.838,54.84,1013.26,54.56,-42592.15,-0.4799,0.04148,1445.4712,415.4,0.4959,0.1944,0.1734,-0.643,456.61,1152.0
52,2015,WaveletFNN,3.058,66.16,1323.15,57.03,-77315.21,-0.6575,0.04416,4694.0545,415.4,0.4959,0.381,0.2593,-0.643,456.61,1152.0
52,2015,LSTM,2.707,48.3,900.88,56.6,-31970.07,-0.4174,0.03939,1374.4545,415.4,0.4959,0.1412,0.2676,-0.643,456.61,1152.0
52,2015,FeedForwardNN,2.768,48.3,883.42,53.6,-32331.28,-0.4279,0.04143,1233.9262,415.4,0.4959,0.1481,0.1997,-0.643,456.61,1152.0
52,2016,HBA,2.812,54.6,1031.99,52.32,-41920.61,-0.4666,0.03936,1639.3935,416.3,0.4959,0.1721,0.134,-0.579,358.21,992.0
52,2016,Alaton,2.859,54.86,1056.05,54.18,-43681.13,-0.4775,0.03917,1807.6623,416.3,0.4959,0.1734,0.1999,-0.579,358.21,992.0
52,2016,Benth,2.855,54.82,1058.36,53.1,-44508.97,-0.4865,0.03974,1909.8137,416.3,0.4959,0.1815,0.1647,-0.579,358.21,992.0
52,2016,XGB,2.823,53.78,1010.14,54.34,-40316.58,-0.4621,0.03951,1542.6476,416.3,0.4959,0.1639,0.1958,-0.579,358.21,992.0
52,2016,WaveletFNN,3.08,64.24,1203.04,53.13,-59483.49,-0.5475,0.0411,1807.461,416.3,0.4959,0.246,0.1355,-0.579,358.21,992.0
52,2016,LSTM,2.732,44.58,249.13,52.28,-4492.04,-0.2089,0.07238,83.8774,416.3,0.4959,0.0335,0.1442,-0.579,358.21,992.0
52,2016,FeedForwardNN,2.806,47.95,543.84,51.61,-14956.22,-0.3213,0.05057,358.36,416.3,0.4959,0.0807,0.149,-0.579,358.21,992.0
52,2017,HBA,2.764,53.75,963.77,51.04,-27990.02,-0.3315,0.03013,1227.7945,415.1,0.4959,0.0867,0.0636,-0.395,534.04,1136.0
52,2017,Alaton,2.79,53.44,980.11,52.25,-29127.27,-0.3398,0.03032,1379.4802,415.1,0.4959,0.092,0.0928,-0.395,534.04,1136.0
52,2017,Benth,2.792,53.27,998.23,51.78,-30157.33,-0.3502,0.03026,1503.5726,415.1,0.4959,0.1012,0.0806,-0.395,534.04,1136.0
52,2017,XGB,2.759,51.99,851.28,51.76,-24092.19,-0.3216,0.03325,893.4375,415.1,0.4959,0.082,0.0743,-0.395,534.04,1136.0
52,2017,WaveletFNN,3.011,57.43,759.29,48.71,-20670.01,-0.3061,0.03585,575.4247,415.1,0.4959,0.0825,0.0326,-0.395,534.04,1136.0
52,2017,LSTM,2.646,48.96,970.6,57.49,-28083.63,-0.3392,0.02981,2075.6565,415.1,0.4959,0.0919,0.1759,-0.395,534.04,1136.0
52,2017,FeedForwardNN,2.733,54.14,1082.73,56.45,-39132.04,-0.4339,0.03338,3979.9574,415.1,0.4959,0.1543,0.1774,-0.395,534.04,1136.0
52,2018,HBA,2.786,40.08,652.33,38.17,-24997.58,-0.4465,0.05874,657.1574,178.0,0.4137,0.1686,0.1093,-0.358,264.24,912.0
52,2018,Alaton,2.782,39.92,645.27,40.83,-24626.97,-0.4446,0.05915,636.7748,178.0,0.4137,0.1665,0.2053,-0.358,264.24,912.0
52,2018,Benth,2.783,40.32,662.2,40.14,-25356.01,-0.447,0.05782,672.8377,178.0,0.4137,0.1767,0.1686,-0.358,264.24,912.0
52,2018,XGB,2.79,40.37,649.63,40.01,-24887.51,-0.4456,0.05897,644.1513,178.0,0.4137,0.163,0.1803,-0.358,264.24,912.0
52,2018,WaveletFNN,2.795,31.15,38.48,30.55,-226.0,-0.0696,0.15263,3.0767,178.0,0.4137,0.0049,0.0032,-0.358,264.24,912.0
52,2018,LSTM,2.657,35.48,695.65,43.19,-26986.6,-0.4672,0.05577,1317.1981,178.0,0.4137,0.1827,0.3346,-0.358,264.24,912.0
52,2018,FeedForwardNN,2.761,37.87,729.65,41.24,-29552.67,-0.4814,0.05551,1205.3083,178.0,0.4137,0.1968,0.2604,-0.358,264.24,912.0
52,2019,HBA,2.779,53.3,989.6,51.17,-33046.87,-0.366,0.03374,1454.3904,420.3,0.4959,0.1117,0.0737,-0.507,428.52,1190.4
52,2019,Alaton,2.796,52.84,1007.72,53.06,-33196.86,-0.3647,0.03269,1657.3024,420.3,0.4959,0.105,0.1265,-0.507,428.52,1190.4
52,2019,Benth,2.796,53.03,1008.23,51.6,-33608.13,-0.3701,0.03306,1691.8476,420.3,0.4959,0.1104,0.0903,-0.507,428.52,1190.4
52,2019,XGB,2.776,53.04,993.59,52.92,-33119.29,-0.367,0.03355,1512.5625,420.3,0.4959,0.1103,0.1139,-0.507,428.52,1190.4
52,2019,WaveletFNN,3.041,59.23,917.83,49.22,-31632.48,-0.369,0.03755,857.098,420.3,0.4959,0.1171,0.0473,-0.507,428.52,1190.4
52,2019,LSTM,2.677,46.17,729.39,55.43,-19438.56,-0.2952,0.03654,743.3454,420.3,0.4959,0.0744,0.1516,-0.507,428.52,1190.4
52,2019,FeedForwardNN,2.748,48.05,854.56,53.74,-24259.78,-0.3147,0.03322,1102.3001,420.3,0.4959,0.0836,0.1326,-0.507,428.52,1190.4
52,2020,HBA,2.764,53.38,977.24,51.41,-32408.68,-0.3611,0.03394,1319.9224,420.5,0.4959,0.0977,0.0628,-0.525,498.41,784.0
52,2020,Alaton,2.799,54.28,1023.98,52.93,-35967.79,-0.3811,0.0343,1607.9195,420.5,0.4959,0.1043,0.124,-0.525,498.41,784.0
52,2020,Benth,2.798,53.99,1021.74,51.81,-37574.81,-0.3962,0.03599,1600.3184,420.5,0.4959,0.1151,0.0845,-0.525,498.41,784.0
52,2020,XGB,2.759,52.58,888.23,52.6,-28505.23,-0.3485,0.03613,997.5735,420.5,0.4959,0.0909,0.0987,-0.525,498.41,784.0
52,2020,WaveletFNN,3.017,62.61,1212.01,51.72,-53693.4,-0.4704,0.03655,2094.58,420.5,0.4959,0.1752,0.1009,-0.525,498.41,784.0
52,2020,LSTM,2.649,51.14,1008.78,59.61,-36353.01,-0.3944,0.03572,2061.8208,420.5,0.4959,0.1146,0.2122,-0.525,498.41,784.0
52,2020,FeedForwardNN,2.726,51.74,782.08,55.82,-24040.11,-0.3295,0.0393,740.3981,420.5,0.4959,0.0775,0.1231,-0.525,498.41,784.0
52,2021,HBA,2.749,38.85,704.71,37.68,-44117.68,-0.6102,0.08884,917.6326,181.6,0.4137,0.3106,0.2311,-0.557,131.77,1072.0
52,2021,Alaton,2.734,39.02,714.2,39.8,-45782.28,-0.6238,0.08975,964.2378,181.6,0.4137,0.334,0.373,-0.557,131.77,1072.0
52,2021,Benth,2.736,39.14,705.77,38.71,-45086.62,-0.62,0.09051,910.2997,181.6,0.4137,0.3271,0.3258,-0.557,131.77,1072.0
52,2021,XGB,2.734,39.66,727.15,39.52,-47001.62,-0.621,0.08889,985.7133,181.6,0.4137,0.325,0.3398,-0.557,131.77,1072.0
52,2021,WaveletFNN,2.991,43.09,520.62,35.16,-29498.17,-0.5345,0.10883,332.0187,181.6,0.4137,0.2558,0.127,-0.557,131.77,1072.0
52,2021,LSTM,2.682,32.31,219.32,38.85,-6648.7,-0.3138,0.13822,84.982,181.6,0.4137,0.081,0.2981,-0.557,131.77,1072.0
52,2021,FeedForwardNN,2.753,32.78,163.07,35.05,-4434.84,-0.2767,0.16677,45.3203,181.6,0.4137,0.069,0.1534,-0.557,131.77,1072.0
52,2022,HBA,2.779,39.51,645.2,37.8,-36994.29,-0.5731,0.08887,656.9705,180.6,0.4137,0.3023,0.2052,-0.537,277.52,1068.8
52,2022,Alaton,2.795,40.15,664.74,41.14,-37658.09,-0.5719,0.08522,690.401,180.6,0.4137,0.2976,0.3713,-0.537,277.52,1068.8
52,2022,Benth,2.792,40.25,658.63,38.98,-38279.55,-0.5779,0.08824,683.3429,180.6,0.4137,0.3051,0.2629,-0.537,277.52,1068.8
52,2022,XGB,2.787,40.63,676.48,40.49,-39266.67,-0.5792,0.08581,712.3242,180.6,0.4137,0.3001,0.3065,-0.537,277.52,1068.8
52,2022,WaveletFNN,3.017,48.74,964.78,40.71,-81181.68,-0.7598,0.08722,1969.8399,180.6,0.4137,0.5477,0.3967,-0.537,277.52,1068.8
52,2022,LSTM,2.668,37.86,744.45,42.94,-45719.69,-0.6271,0.0825,1408.2553,180.6,0.4137,0.3446,0.5219,-0.537,277.52,1068.8
52,2022,FeedForwardNN,2.783,38.92,733.93,41.4,-45869.91,-0.6259,0.08516,1052.2046,180.6,0.4137,0.3626,0.4203,-0.537,277.52,1068.8
52,2023,HBA,2.897,41.62,699.28,39.6,-39337.74,-0.554,0.08045,762.078,182.5,0.4137,0.2642,0.1624,-0.518,222.82,1088.0
52,2023,Alaton,2.902,41.76,720.72,42.99,-40834.58,-0.552,0.07861,851.7117,182.5,0.4137,0.2566,0.3277,-0.518,222.82,1088.0
52,2023,Benth,2.9,41.77,701.69,41.28,-39178.76,-0.5475,0.07957,767.2629,182.5,0.4137,0.2593,0.2513,-0.518,222.82,1088.0
52,2023,XGB,2.901,41.51,719.74,41.94,-41202.96,-0.5578,0.07954,848.861,182.5,0.4137,0.2756,0.2655,-0.518,222.82,1088.0
52,2023,WaveletFNN,3.069,45.55,831.75,39.04,-55143.73,-0.626,0.07971,1068.9068,182.5,0.4137,0.3549,0.2355,-0.518,222.82,1088.0
52,2023,LSTM,2.765,38.42,765.98,45.53,-46795.4,-0.6209,0.07976,1965.4868,182.5,0.4137,0.3306,0.5045,-0.518,222.82,1088.0
52,2023,FeedForwardNN,2.843,41.26,821.07,45.17,-54688.82,-0.6548,0.08112,1907.8293,182.5,0.4137,0.3742,0.4456,-0.518,222.82,1088.0
52,2024,HBA,2.832,40.49,689.61,39.1,-37843.98,-0.5494,0.07958,778.4039,183.2,0.4137,0.249,0.1486,-0.49,207.96,768.0
52,2024,Alaton,2.841,41.16,733.63,42.67,-41669.49,-0.5672,0.07742,920.6995,183.2,0.4137,0.2661,0.321,-0.49,207.96,768.0
52,2024,Benth,2.839,40.27,689.73,39.68,-38425.98,-0.5512,0.08077,787.0612,183.2,0.4137,0.2544,0.239,-0.49,207.96,768.0
52,2024,XGB,2.851,41.18,740.86,41.42,-42979.1,-0.5784,0.0783,946.7308,183.2,0.4137,0.2788,0.2764,-0.49,207.96,768.0
52,2024,WaveletFNN,2.946,46.51,928.73,42.17,-71823.91,-0.7224,0.08327,2269.5276,183.2,0.4137,0.4691,0.3607,-0.49,207.96,768.0
52,2024,LSTM,2.726,36.55,553.92,43.53,-25632.16,-0.4745,0.08354,486.6793,183.2,0.4137,0.1792,0.3511,-0.49,207.96,768.0
52,2024,FeedForwardNN,2.81,40.31,722.53,43.68,-40699.28,-0.5622,0.07796,894.9679,183.2,0.4137,0.2617,0.3365,-0.49,207.96,768.0
53,2015,HBA,2.248,31.51,538.86,29.77,-17244.54,-0.4082,0.05939,615.5353,142.6,0.4137,0.0974,0.0588,-0.389,153.92,1264.0
53,2015,Alaton,2.291,32.06,577.9,31.95,-19447.16,-0.4304,0.05823,775.9607,142.6,0.4137,0.1051,0.1171,-0.389,153.92,1264.0
53,2015,Benth,2.29,32.5,590.21,30.08,-20481.55,-0.444,0.0588,795.457,142.6,0.4137,0.1209,0.0633,-0.389,153.92,1264.0
53,2015,XGB,2.259,30.67,491.54,31.04,-14372.78,-0.377,0.05949,495.1364,142.6,0.4137,0.0823,0.0821,-0.389,153.92,1264.0
53,2015,WaveletFNN,2.378,32.35,522.82,29.25,-16513.36,-0.398,0.06041,522.4706,142.6,0.4137,0.0902,0.0648,-0.389,153.92,1264.0
53,2015,LSTM,2.144,29.1,414.22,33.02,-11039.13,-0.3461,0.06434,330.1486,142.6,0.4137,0.0711,0.1008,-0.389,153.92,1264.0
53,2015,FeedForwardNN,2.158,25.43,135.59,27.99,-1689.09,-0.1621,0.09188,36.9113,142.6,0.4137,0.0133,0.0224,-0.389,153.92,1264.0
53,2016,HBA,2.178,21.37,319.24,21.01,-4371.41,-0.1704,0.04289,304.8453,99.1,0.4137,0.013,0.0093,-0.403,106.84,1088.0
53,2016,Alaton,2.174,21.47,320.08,21.86,-4313.36,-0.1696,0.0421,303.7094,99.1,0.4137,0.0139,0.0197,-0.403,106.84,1088.0
53,2016,Benth,2.174,21.6,322.83,21.74,-4886.27,-0.188,0.04689,304.2617,99.1,0.4137,0.0209,0.0147,-0.403,106.84,1088.0
53,2016,XGB,2.17,21.67,339.01,21.64,-4842.04,-0.1798,0.04213,342.9498,99.1,0.4137,0.0162,0.0173,-0.403,106.84,1088.0
53,2016,WaveletFNN,2.211,21.63,370.51,22.1,-6172.87,-0.2044,0.04497,454.8934,99.1,0.4137,0.0258,0.0247,-0.403,106.84,1088.0
53,2016,LSTM,1.926,15.21,189.29,21.32,-1443.04,-0.0948,0.04027,137.4806,99.1,0.4137,0.0028,0.0172,-0.403,106.84,1088.0
53,2016,FeedForwardNN,1.982,16.46,227.81,21.27,-2190.68,-0.1204,0.04221,187.6547,99.1,0.4137,0.005,0.0103,-0.403,106.84,1088.0
53,2017,HBA,2.083,20.77,292.13,20.03,-5372.04,-0.2276,0.06295,255.6869,99.3,0.4137,0.0316,0.0238,-0.505,136.85,1233.59
53,2017,Alaton,2.069,20.64,284.75,20.91,-4976.84,-0.2187,0.06138,239.8211,99.3,0.4137,0.0298,0.0313,-0.505,136.85,1233.59
53,2017,Benth,2.07,20.83,290.68,20.68,-5308.84,-0.2221,0.06283,252.3148,99.3,0.4137,0.0314,0.0303,-0.505,136.85,1233.59
53,2017,XGB,2.062,20.46,260.99,20.46,-4225.4,-0.1987,0.06203,199.9998,99.3,0.4137,0.0215,0.0296,-0.505,136.85,1233.59
53,2017,WaveletFNN,2.096,19.99,290.36,19.66,-5112.11,-0.2186,0.06064,253.228,99.3,0.4137,0.0309,0.0278,-0.505,136.85,1233.59
53,2017,LSTM,1.87,15.47,295.2,20.87,-4808.36,-0.2072,0.05518,479.5682,99.3,0.4137,0.0332,0.0571,-0.505,136.85,1233.59
53,2017,FeedForwardNN,1.922,16.68,333.52,20.6,-7155.9,-0.2755,0.06433,1023.1789,99.3,0.4137,0.0505,0.0553,-0.505,136.85,1233.59
53,2018,HBA,2.123,21.32,315.04,20.75,-2274.23,-0.09,0.02291,285.778,100.1,0.4137,0.0024,0.0046,-0.377,120.77,1103.91
53,2018,Alaton,2.109,21.22,302.62,21.63,-2313.06,-0.0945,0.02526,264.0681,100.1,0.4137,0.0045,0.0067,-0.377,120.77,1103.91
53,2018,Benth,2.108,21.41,311.2,21.25,-2780.82,-0.1104,0.02871,278.0876,100.1,0.4137,0.0055,0.0022,-0.377,120.77,1103.91
53,2018,XGB,2.109,21.34,322.99,21.4,-2643.67,-0.1018,0.02534,301.2959,100.1,0.4137,0.004,0.007,-0.377,120.77,1103.91
53,2018,WaveletFNN,2.091,19.65,145.81,20.8,-630.19,-0.0534,0.02964,61.1978,100.1,0.4137,0.001,0.0058,-0.377,120.77,1103.91
53,2018,LSTM,1.865,15.36,250.05,21.7,-1496.29,-0.0747,0.02393,261.4927,100.1,0.4137,0.0023,0.008,-0.377,120.77,1103.91
53,2018,FeedForwardNN,1.901,16.21,317.61,22.02,-2670.77,-0.1067,0.02648,580.904,100.1,0.4137,0.0066,0.0042,-0.377,120.77,1103.91
53,2019,HBA,2.18,21.67,334.69,20.75,-3620.85,-0.136,0.03232,346.5368,100.5,0.4137,0.0085,0.0074,-0.411,84.44,1260.8
53,2019,Alaton,2.173,21.72,329.93,21.49,-4235.03,-0.1604,0.03891,332.7454,100.5,0.4137,0.0174,0.0188,-0.411,84.44,1260.8
53,2019,Benth,2.171,21.29,329.2,21.39,-3769.16,-0.1411,0.03478,344.2504,100.5,0.4137,0.0101,0.0113,-0.411,84.44,1260.8
53,2019,XGB,2.164,21.43,350.89,21.58,-4903.53,-0.1763,0.03983,398.4254,100.5,0.4137,0.0173,0.0169,-0.411,84.44,1260.8
53,2019,WaveletFNN,2.242,20.74,203.07,20.41,-1864.65,-0.1162,0.04522,112.2254,100.5,0.4137,0.0096,0.0101,-0.411,84.44,1260.8
53,2019,LSTM,1.968,15.01,69.71,20.49,-236.02,-0.0425,0.04857,19.82,100.5,0.4137,0.0009,0.0065,-0.411,84.44,1260.8
53,2019,FeedForwardNN,2.008,14.85,21.28,18.47,-4.41,-0.0026,0.00974,2.1761,100.5,0.4137,-0.0,0.0015,-0.411,84.44,1260.8
53,2020,HBA,2.06,21.14,297.72,20.74,-4170.51,-0.1737,0.04705,250.9438,100.2,0.4137,0.015,0.0104,-0.456,141.58,1085.75
53,2020,Alaton,2.046,21.0,292.43,21.38,-4371.49,-0.1853,0.05112,250.0741,100.2,0.4137,0.0237,0.0265,-0.456,141.58,1085.75
53,2020,Benth,2.046,21.1,292.6,20.97,-3845.67,-0.1637,0.04492,250.8428,100.2,0.4137,0.0128,0.0165,-0.456,141.58,1085.75
53,2020,XGB,2.041,20.99,278.12,21.04,-3640.54,-0.1609,0.04707,218.8854,100.2,0.4137,0.0139,0.0243,-0.456,141.58,1085.75
53,2020,WaveletFNN,2.107,22.19,390.96,21.39,-6501.24,-0.2045,0.04253,494.8209,100.2,0.4137,0.0243,0.0275,-0.456,141.58,1085.75
53,2020,LSTM,1.805,14.81,295.67,21.71,-3556.87,-0.1515,0.04069,673.9355,100.2,0.4137,0.013,0.0371,-0.456,141.58,1085.75
53,2020,FeedForwardNN,1.863,15.59,272.9,21.22,-2610.56,-0.1202,0.03505,327.6498,100.2,0.4137,0.0044,0.0284,-0.456,141.58,1085.75
53,2021,HBA,2.035,19.78,341.17,19.45,-7328.24,-0.2632,0.06296,387.2669,101.0,0.4137,0.0504,0.0324,-0.506,54.78,1189.21
53,2021,Alaton,2.025,19.47,336.03,19.5,-6980.06,-0.2575,0.06182,381.4179,101.0,0.4137,0.0497,0.0691,-0.506,54.78,1189.21
53,2021,Benth,2.026,19.6,335.93,19.75,-7228.03,-0.2656,0.06405,381.6204,101.0,0.4137,0.0541,0.0504,-0.506,54.78,1189.21
53,2021,XGB,2.032,19.66,326.6,19.6,-6581.89,-0.2501,0.0617,346.3722,101.0,0.4137,0.0399,0.0426,-0.506,54.78,1189.21
53,2021,WaveletFNN,2.065,18.66,340.3,19.79,-7325.12,-0.2668,0.06325,453.1887,101.0,0.4137,0.048,0.0668,-0.506,54.78,1189.21
53,2021,LSTM,1.9,14.2,27.38,18.57,-136.9,-0.0618,0.18259,3.7224,101.0,0.4137,0.0028,0.0177,-0.506,54.78,1189.21
53,2021,FeedForwardNN,1.962,14.86,24.17,18.01,-153.81,-0.0772,0.26328,3.1651,101.0,0.4137,0.0056,0.0035,-0.506,54.78,1189.21
53,2022,HBA,2.144,20.92,300.11,20.21,-5470.15,-0.2286,0.06073,260.7994,100.1,0.4137,0.0355,0.024,-0.459,136.19,1193.44
53,2022,Alaton,2.144,20.7,291.91,21.01,-5333.28,-0.2316,0.06259,250.0436,100.1,0.4137,0.0409,0.05,-0.459,136.19,1193.44
53,2022,Benth,2.145,20.93,295.59,20.71,-5558.78,-0.233,0.06362,256.5747,100.1,0.4137,0.0405,0.0321,-0.459,136.19,1193.44
53,2022,XGB,2.139,20.89,298.28,20.72,-6127.98,-0.2541,0.06888,254.9127,100.1,0.4137,0.0486,0.0358,-0.459,136.19,1193.44
53,2022,WaveletFNN,2.201,22.81,447.07,21.41,-12383.32,-0.3499,0.06196,917.0456,100.1,0.4137,0.0906,0.0727,-0.459,136.19,1193.44
53,2022,LSTM,1.931,16.19,323.65,21.53,-6192.81,-0.2473,0.05912,978.1802,100.1,0.4137,0.0434,0.081,-0.459,136.19,1193.44
53,2022,FeedForwardNN,1.945,17.15,342.98,21.53,-8242.11,-0.315,0.07006,1392.5527,100.1,0.4137,0.0715,0.0945,-0.459,136.19,1193.44
53,2023,HBA,2.207,22.15,322.76,21.47,-5879.35,-0.2325,0.05644,286.2292,100.8,0.4137,0.0405,0.022,-0.453,125.69,1148.8
53,2023,Alaton,2.199,21.81,323.75,21.99,-5492.56,-0.2151,0.0524,295.9577,100.8,0.4137,0.0281,0.0554,-0.453,125.69,1148.8
53,2023,Benth,2.198,21.8,318.73,21.5,-5714.56,-0.2269,0.05625,287.1995,100.8,0.4137,0.0336,0.0285,-0.453,125.69,1148.8
53,2023,XGB,2.197,21.74,327.11,21.8,-5839.5,-0.2281,0.05457,296.9023,100.8,0.4137,0.0333,0.0352,-0.453,125.69,1148.8
53,2023,WaveletFNN,2.231,22.01,352.31,21.73,-6403.87,-0.2311,0.05159,363.1718,100.8,0.4137,0.0332,0.0503,-0.453,125.69,1148.8
53,2023,LSTM,1.965,15.68,308.34,22.39,-4713.38,-0.2012,0.04958,633.2766,100.8,0.4137,0.0234,0.0571,-0.453,125.69,1148.8
53,2023,FeedForwardNN,2.008,17.36,338.55,21.88,-5969.41,-0.2254,0.05208,660.7752,100.8,0.4137,0.0343,0.0519,-0.453,125.69,1148.8
53,2024,HBA,2.186,21.39,314.99,21.32,-5814.33,-0.237,0.0586,290.4295,101.2,0.4137,0.0425,0.0231,-0.432,122.11,1043.68
53,2024,Alaton,2.185,21.71,332.18,22.01,-6204.65,-0.2465,0.05623,321.2714,101.2,0.4137,0.0436,0.0521,-0.432,122.11,1043.68
53,2024,Benth,2.183,21.64,318.74,21.71,-5602.51,-0.2289,0.05514,291.6006,101.2,0.4137,0.0383,0.0318,-0.432,122.11,1043.68
53,2024,XGB,2.182,21.56,340.52,21.95,-6807.2,-0.2518,0.05871,346.5194,101.2,0.4137,0.0477,0.0465,-0.432,122.11,1043.68
53,2024,WaveletFNN,2.205,20.07,160.52,21.14,-2060.47,-0.1652,0.07997,67.0715,101.2,0.4137,0.0204,0.0263,-0.432,122.11,1043.68
53,2024,LSTM,1.949,15.23,238.31,21.87,-3523.17,-0.192,0.06204,236.3411,101.2,0.4137,0.0299,0.0463,-0.432,122.11,1043.68
53,2024,FeedForwardNN,1.973,16.76,296.93,21.78,-4517.08,-0.2,0.05123,370.5653,101.2,0.4137,0.0255,0.0471,-0.432,122.11,1043.68
