model,region,oos_year,instrument,act_revenue,act_cCDD,K,N_sv,V_sv,act_payoff,hedged_revenue,revenue_change
XGB,32,2017,call,1408.0,399.87,224.5,0.07337,1457.6119,3507.4,1557.86,149.86
XGB,32,2018,call,1344.0,357.94,228.4,0.02343,1644.415,2590.8,1365.98,21.98
XGB,32,2019,call,1520.0,299.53,231.2,0.02252,1858.9723,1366.6,1508.7,-11.3
XGB,32,2020,call,1456.0,313.49,232.7,0.02246,1850.8699,1615.8,1450.51,-5.49
XGB,32,2021,call,1328.0,269.67,234.4,0.02206,1655.1487,705.4,1306.87,-21.13
XGB,32,2022,call,1472.0,355.29,235.1,0.01853,1709.4107,2403.8,1484.71,12.71
XGB,32,2023,put,1424.0,255.37,216.4,-0.04874,0.1971,0.0,1424.01,0.01
XGB,32,2024,put,1200.0,295.19,217.2,0.30494,0.1113,0.0,1199.97,-0.03
XGB,44,2015,call,1152.0,1.52,10.4,0.41141,33.2189,0.0,1138.3,-13.7
XGB,44,2016,call,668.8,0.4,10.2,0.4706,41.7324,0.0,649.11,-19.69
XGB,44,2017,put,992.0,16.73,38.8,0.06279,82.599,441.4,1014.51,22.51
XGB,44,2018,put,1000.0,934.84,675.2,0.01319,190.7666,0.0,997.47,-2.53
XGB,44,2019,put,1088.0,761.65,680.5,0.0251,96.035,0.0,1085.58,-2.42
XGB,44,2020,put,1120.0,734.69,682.1,0.03588,76.796,0.0,1117.23,-2.77
XGB,44,2021,put,992.0,853.28,976.6,0.02805,10.4602,2466.4,1060.89,68.89
XGB,44,2022,put,1008.0,1245.06,974.3,0.01714,71.1997,0.0,1006.77,-1.23
XGB,44,2023,put,1008.0,1126.7,979.4,0.01281,39.7349,0.0,1007.49,-0.51
XGB,44,2024,put,832.0,1109.1,982.1,0.0292,25.6438,0.0,831.25,-0.75
XGB,52,2015,call,1152.0,456.61,415.4,0.03945,1473.2829,824.2,1126.1,-25.9
XGB,52,2016,call,992.0,358.21,416.3,0.03846,1511.2683,0.0,933.59,-58.41
XGB,52,2017,call,1136.0,534.04,415.1,0.03149,887.9717,2378.8,1182.81,46.81
XGB,52,2018,call,912.0,264.24,178.0,0.05523,629.8818,1724.8,972.33,60.33
XGB,52,2019,call,1190.4,428.52,420.3,0.03106,1598.6981,164.4,1145.6,-44.8
XGB,52,2020,call,784.0,498.41,420.5,0.0344,978.9937,1558.2,803.76,19.76
XGB,52,2021,call,1072.0,131.77,181.6,0.08477,988.0028,0.0,987.9,-84.1
XGB,52,2022,call,1068.8,277.52,180.6,0.08059,634.91,1938.4,1173.64,104.84
XGB,52,2023,call,1088.0,222.82,182.5,0.07014,848.7832,806.4,1084.78,-3.22
XGB,52,2024,call,768.0,207.96,183.2,0.0762,940.7111,495.2,733.75,-34.25
XGB,53,2015,call,1264.0,153.92,142.6,0.05402,479.8611,226.4,1250.2,-13.8
XGB,53,2016,call,1088.0,106.84,99.1,0.04537,316.828,154.8,1080.59,-7.41
XGB,53,2017,call,1233.59,136.85,99.3,0.0724,186.3847,751.0,1274.41,40.82
XGB,53,2018,call,1103.91,120.77,100.1,0.02451,303.3885,413.4,1106.58,2.67
XGB,53,2019,call,1260.8,84.44,100.5,0.03388,361.3834,0.0,1248.51,-12.29
XGB,53,2020,call,1085.75,141.58,100.2,0.03667,228.4771,827.6,1107.69,21.94
XGB,53,2021,call,1189.21,54.78,101.0,0.06826,330.5086,0.0,1166.56,-22.65
XGB,53,2022,call,1193.44,136.19,100.1,0.05947,207.0256,721.8,1224.0,30.56
XGB,53,2023,call,1148.8,125.69,100.8,0.04922,300.5133,497.8,1158.45,9.65
XGB,53,2024,call,1043.68,122.11,101.2,0.05173,305.0013,418.2,1049.47,5.79
WaveletFNN,11,2015,call,1456.0,446.56,409.3,0.05415,2979.3162,745.2,1334.22,-121.78
WaveletFNN,11,2016,call,800.0,354.65,410.1,0.05587,1131.9739,0.0,736.44,-63.56
WaveletFNN,11,2017,call,1312.0,468.58,347.3,0.04937,1499.7019,2425.6,1357.34,45.34
WaveletFNN,11,2018,call,1232.0,580.07,411.5,0.00951,1700.0275,3371.4,1247.81,15.81
WaveletFNN,11,2019,call,1408.0,459.04,415.0,0.01494,1108.8661,880.8,1404.51,-3.49
WaveletFNN,11,2020,call,1248.0,288.82,195.8,0.02274,1279.5622,1860.4,1261.09,13.09
WaveletFNN,11,2021,call,1328.0,110.89,197.6,0.01824,1489.4285,0.0,1300.72,-27.28
WaveletFNN,11,2022,call,1376.0,274.67,195.9,0.02233,911.7894,1575.4,1390.73,14.73
WaveletFNN,11,2023,call,1343.98,204.18,197.4,0.01038,1135.6209,135.6,1333.55,-10.43
WaveletFNN,11,2024,call,1052.32,249.74,197.5,0.01897,184.2677,1044.8,1068.63,16.31
WaveletFNN,24,2015,call,1216.0,803.34,694.5,0.0429,5338.6951,2176.8,1079.02,-136.98
WaveletFNN,24,2016,call,576.0,627.85,696.8,0.03918,2325.132,0.0,484.37,-91.63
WaveletFNN,24,2017,call,1104.0,444.36,341.5,0.01932,800.8019,2057.2,1128.2,24.2
WaveletFNN,24,2018,call,1104.0,279.59,182.4,0.00995,51.2276,1943.8,1122.83,18.83
WaveletFNN,24,2019,call,1224.0,151.65,184.4,-0.01459,292.2816,0.0,1228.28,4.28
WaveletFNN,24,2020,call,976.0,284.4,183.7,0.00272,954.3048,2014.0,978.87,2.87
WaveletFNN,24,2021,call,1168.0,115.78,185.7,0.00933,1603.1745,0.0,1152.98,-15.02
WaveletFNN,24,2022,call,1128.0,282.26,184.3,0.01643,728.7797,1959.2,1148.17,20.17
WaveletFNN,24,2023,call,1104.0,214.72,186.2,0.01178,1471.5019,570.4,1093.31,-10.69
WaveletFNN,24,2024,call,1008.0,237.81,186.7,0.00831,1965.5059,1022.2,1000.09,-7.91
WaveletFNN,27,2015,call,1088.0,806.22,539.2,0.06221,408.2703,5340.4,1394.68,306.68
WaveletFNN,27,2016,call,800.0,630.8,545.4,0.03902,5969.654,1708.0,632.35,-167.65
WaveletFNN,27,2017,call,1286.61,775.38,547.3,0.02949,4586.2585,4561.6,1285.09,-1.52
WaveletFNN,27,2018,call,1040.0,751.13,498.2,0.03314,4444.6438,5058.6,1059.36,19.36
WaveletFNN,27,2019,call,1264.0,711.41,503.7,0.03012,3001.8849,4154.2,1298.1,34.1
WaveletFNN,27,2020,call,1344.0,257.25,148.9,0.01438,1559.7147,2167.0,1352.64,8.64
WaveletFNN,27,2021,call,976.0,531.65,511.8,0.02692,4379.2148,397.0,868.01,-107.99
WaveletFNN,27,2022,call,1072.0,672.79,456.1,0.01629,3356.3093,4333.8,1087.6,15.6
WaveletFNN,27,2023,put,1040.0,27.65,39.3,0.04853,28.0552,233.0,1049.94,9.94
WaveletFNN,27,2024,put,848.0,67.27,39.1,0.04157,6.0523,0.0,847.75,-0.25
WaveletFNN,28,2015,call,1536.0,538.55,479.6,0.03683,2255.3487,1179.0,1495.87,-40.13
WaveletFNN,28,2016,call,1040.0,510.95,480.8,0.03692,2658.6928,603.0,963.53,-76.47
WaveletFNN,28,2017,call,1520.0,854.54,692.2,0.02825,3869.9619,3246.8,1501.67,-18.33
WaveletFNN,28,2018,put,1376.0,70.76,29.7,0.00019,20.4461,0.0,1376.0,-0.0
WaveletFNN,28,2019,call,1568.0,820.71,700.0,0.00836,1058.8535,2414.2,1579.27,11.27
WaveletFNN,28,2020,call,1344.0,801.23,702.5,0.00939,1669.1904,1974.6,1346.76,2.76
WaveletFNN,28,2021,call,1248.0,72.93,114.0,0.00954,1003.0617,0.0,1238.39,-9.61
WaveletFNN,28,2022,put,1568.0,46.95,31.6,0.03729,33.5277,0.0,1566.75,-1.25
WaveletFNN,28,2023,put,1424.0,41.95,31.9,0.0258,12.7583,0.0,1423.67,-0.33
WaveletFNN,28,2024,put,1200.0,47.77,24.7,-0.06804,28.3791,0.0,1201.94,1.94
WaveletFNN,32,2015,call,1584.0,180.19,137.9,0.07919,1040.3979,845.8,1568.18,-15.82
WaveletFNN,32,2016,put,944.0,274.87,206.3,5.0,0.0,0.0,944.0,0.0
WaveletFNN,32,2017,call,1408.0,399.87,224.5,0.07355,1300.0565,3507.4,1569.87,161.87
WaveletFNN,32,2018,call,1344.0,357.94,228.4,0.02184,1177.4591,2590.8,1374.74,30.74
WaveletFNN,32,2019,call,1520.0,299.53,231.2,0.02252,2175.1513,1366.6,1501.55,-18.45
WaveletFNN,32,2020,call,1456.0,313.49,232.7,0.02379,2294.6297,1615.8,1439.58,-16.42
WaveletFNN,32,2021,call,1328.0,269.67,234.4,0.02657,2202.0592,705.4,1287.94,-40.06
WaveletFNN,32,2022,call,1472.0,355.29,235.1,0.02173,1332.2164,2403.8,1495.14,23.14
WaveletFNN,32,2023,put,1424.0,255.37,216.4,0.03471,196.2381,0.0,1417.14,-6.86
WaveletFNN,32,2024,put,1200.0,295.19,217.2,-0.01164,0.7755,0.0,1200.01,0.01
WaveletFNN,44,2015,call,1152.0,1.52,10.4,0.46889,130.8496,0.0,1090.49,-61.51
WaveletFNN,44,2016,call,668.8,0.4,10.2,0.54706,207.2696,0.0,555.13,-113.67
WaveletFNN,44,2017,put,992.0,16.73,38.8,0.08086,66.1266,441.4,1022.33,30.33
WaveletFNN,44,2018,put,1000.0,934.84,675.2,0.03723,19.0324,0.0,999.29,-0.71
WaveletFNN,44,2019,put,1088.0,761.65,680.5,0.0255,162.8633,0.0,1083.82,-4.18
WaveletFNN,44,2020,put,1120.0,734.69,682.1,0.03423,34.6825,0.0,1118.81,-1.19
WaveletFNN,44,2021,put,992.0,853.28,976.6,0.01285,92.5177,2466.4,1022.5,30.5
WaveletFNN,44,2022,put,1008.0,1245.06,974.3,0.01255,29.8571,0.0,1007.62,-0.38
WaveletFNN,44,2023,put,1008.0,1126.7,979.4,0.00293,72.215,0.0,1007.79,-0.21
WaveletFNN,44,2024,put,832.0,1109.1,982.1,0.00695,838.7281,0.0,826.13,-5.87
WaveletFNN,52,2015,call,1152.0,456.61,415.4,0.04052,4713.8541,824.2,993.44,-158.56
WaveletFNN,52,2016,call,992.0,358.21,416.3,0.03889,1778.2325,0.0,922.5,-69.5
WaveletFNN,52,2017,call,1136.0,534.04,415.1,0.03483,575.9883,2378.8,1198.69,62.69
WaveletFNN,52,2018,call,912.0,264.24,178.0,0.21499,2.3427,1724.8,1282.31,370.31
WaveletFNN,52,2019,call,1190.4,428.52,420.3,0.03327,905.3171,164.4,1165.6,-24.8
WaveletFNN,52,2020,call,784.0,498.41,420.5,0.03283,2099.9774,1558.2,765.87,-18.13
WaveletFNN,52,2021,call,1072.0,131.77,181.6,0.09979,296.2864,0.0,1042.31,-29.69
WaveletFNN,52,2022,call,1068.8,277.52,180.6,0.08054,1800.6008,1938.4,1079.3,10.5
WaveletFNN,52,2023,call,1088.0,222.82,182.5,0.07124,1022.1414,806.4,1072.33,-15.67
WaveletFNN,52,2024,call,768.0,207.96,183.2,0.07696,2177.2857,495.2,637.85,-130.15
WaveletFNN,53,2015,call,1264.0,153.92,142.6,0.05595,505.164,226.4,1248.29,-15.71
WaveletFNN,53,2016,call,1088.0,106.84,99.1,0.04581,402.7971,154.8,1076.56,-11.44
WaveletFNN,53,2017,call,1233.59,136.85,99.3,0.0518,226.1788,751.0,1260.72,27.14
WaveletFNN,53,2018,call,1103.91,120.77,100.1,0.03348,56.1945,413.4,1115.86,11.95
WaveletFNN,53,2019,call,1260.8,84.44,100.5,0.05013,94.4188,0.0,1256.05,-4.75
WaveletFNN,53,2020,call,1085.75,141.58,100.2,0.03627,460.0681,827.6,1099.01,13.26
WaveletFNN,53,2021,call,1189.21,54.78,101.0,0.06509,399.8547,0.0,1163.08,-26.13
WaveletFNN,53,2022,call,1193.44,136.19,100.1,0.05659,798.5904,721.8,1188.91,-4.53
WaveletFNN,53,2023,call,1148.8,125.69,100.8,0.05396,324.4452,497.8,1158.08,9.28
WaveletFNN,53,2024,call,1043.68,122.11,101.2,0.05906,43.5817,418.2,1065.79,22.11
LSTM,11,2015,call,1456.0,446.56,409.3,0.05216,2232.5819,745.2,1377.84,-78.16
LSTM,11,2016,call,800.0,354.65,410.1,0.13626,19.6425,0.0,797.31,-2.69
LSTM,11,2017,call,1312.0,468.58,347.3,0.0496,1728.794,2425.6,1346.14,34.14
LSTM,11,2018,call,1232.0,580.07,411.5,0.01507,4021.2465,3371.4,1221.91,-10.09
LSTM,11,2019,call,1408.0,459.04,415.0,0.00418,1099.2202,880.8,1407.06,-0.94
LSTM,11,2020,call,1248.0,288.82,195.8,0.01412,1113.2334,1860.4,1258.48,10.48
LSTM,11,2021,call,1328.0,110.89,197.6,0.03308,36.0551,0.0,1326.8,-1.2
LSTM,11,2022,call,1376.0,274.67,195.9,0.01819,2421.1416,1575.4,1360.43,-15.57
LSTM,11,2023,call,1343.98,204.18,197.4,0.01331,1128.9758,135.6,1330.7,-13.28
LSTM,11,2024,call,1052.32,249.74,197.5,0.01268,239.3076,1044.8,1062.52,10.2
LSTM,24,2015,call,1216.0,803.34,694.5,0.04179,2893.7505,2176.8,1185.33,-30.67
LSTM,24,2016,call,576.0,627.85,696.8,0.08386,80.7325,0.0,569.19,-6.81
LSTM,24,2017,call,1104.0,444.36,341.5,0.02058,2205.5015,2057.2,1100.72,-3.28
LSTM,24,2018,call,1104.0,279.59,182.4,-0.00124,1872.8962,1943.8,1103.92,-0.08
LSTM,24,2019,call,1224.0,151.65,184.4,-0.01428,219.3358,0.0,1227.15,3.15
LSTM,24,2020,call,976.0,284.4,183.7,0.00129,1566.0782,2014.0,976.57,0.57
LSTM,24,2021,call,1168.0,115.78,185.7,0.04719,6.0308,0.0,1167.71,-0.29
LSTM,24,2022,call,1128.0,282.26,184.3,0.01745,1798.7433,1959.2,1130.67,2.67
LSTM,24,2023,call,1104.0,214.72,186.2,0.00184,837.5251,570.4,1103.5,-0.5
LSTM,24,2024,call,1008.0,237.81,186.7,0.01818,825.0893,1022.2,1011.52,3.52
LSTM,27,2015,call,1088.0,806.22,539.2,0.04443,5598.7693,5340.4,1075.07,-12.93
LSTM,27,2016,call,800.0,630.8,545.4,0.03702,1570.7971,1708.0,804.74,4.74
LSTM,27,2017,call,1286.61,775.38,547.3,0.02868,3967.7631,4561.6,1302.98,16.37
LSTM,27,2018,call,1040.0,751.13,498.2,0.03353,4312.8827,5058.6,1064.04,24.04
LSTM,27,2019,call,1264.0,711.41,503.7,0.03015,4462.0632,4154.2,1253.82,-10.18
LSTM,27,2020,call,1344.0,257.25,148.9,0.01478,1072.156,2167.0,1360.12,16.12
LSTM,27,2021,call,976.0,531.65,511.8,0.02695,1723.8545,397.0,939.93,-36.07
LSTM,27,2022,call,1072.0,672.79,456.1,0.01752,4948.9446,4333.8,1060.72,-11.28
LSTM,27,2023,put,1040.0,27.65,39.3,0.02448,17.9852,233.0,1045.26,5.26
LSTM,27,2024,put,848.0,67.27,39.1,-0.00031,23.2893,0.0,848.01,0.01
LSTM,28,2015,call,1536.0,538.55,479.6,0.03735,1476.1518,1179.0,1524.58,-11.42
LSTM,28,2016,call,1040.0,510.95,480.8,0.04692,348.6118,603.0,1051.84,11.84
LSTM,28,2017,call,1520.0,854.54,692.2,0.02891,2716.3945,3246.8,1534.81,14.81
LSTM,28,2018,put,1376.0,70.76,29.7,0.14722,5.1385,0.0,1375.24,-0.76
LSTM,28,2019,call,1568.0,820.71,700.0,0.01517,2720.3957,2414.2,1563.08,-4.92
LSTM,28,2020,call,1344.0,801.23,702.5,0.0062,2435.8019,1974.6,1341.04,-2.96
LSTM,28,2021,call,1248.0,72.93,114.0,0.02404,24.9919,0.0,1247.4,-0.6
LSTM,28,2022,put,1568.0,46.95,31.6,0.01415,12.4087,0.0,1567.82,-0.18
LSTM,28,2023,put,1424.0,41.95,31.9,-0.01908,12.8357,0.0,1424.25,0.25
LSTM,28,2024,put,1200.0,47.77,24.7,-0.02749,13.122,0.0,1200.36,0.36
LSTM,32,2015,call,1584.0,180.19,137.9,0.08338,1381.9034,845.8,1538.73,-45.27
LSTM,32,2016,put,944.0,274.87,206.3,0.62379,0.0208,0.0,943.99,-0.01
LSTM,32,2017,call,1408.0,399.87,224.5,0.07453,2479.6859,3507.4,1483.68,75.68
LSTM,32,2018,call,1344.0,357.94,228.4,0.02973,3788.6226,2590.8,1307.83,-36.17
LSTM,32,2019,call,1520.0,299.53,231.2,0.02141,1707.5518,1366.6,1512.52,-7.48
LSTM,32,2020,call,1456.0,313.49,232.7,0.02439,1790.3928,1615.8,1451.52,-4.48
LSTM,32,2021,call,1328.0,269.67,234.4,0.01709,445.0451,705.4,1332.41,4.41
LSTM,32,2022,call,1472.0,355.29,235.1,0.02263,2234.2853,2403.8,1475.59,3.58
LSTM,32,2023,put,1424.0,255.37,216.4,5.0,0.0,0.0,1424.0,0.0
LSTM,32,2024,put,1200.0,295.19,217.2,-0.02767,0.3956,0.0,1200.01,0.01
LSTM,44,2015,call,1152.0,1.52,10.4,0.48777,52.9882,0.0,1126.09,-25.91
LSTM,44,2016,call,668.8,0.4,10.2,0.54347,45.0203,0.0,644.27,-24.53
LSTM,44,2017,put,992.0,16.73,38.8,0.02054,190.8491,441.4,997.13,5.13
LSTM,44,2018,put,1000.0,934.84,675.2,5.0,0.0,0.0,1000.0,0.0
LSTM,44,2019,put,1088.0,761.65,680.5,0.05719,21.2875,0.0,1086.78,-1.22
LSTM,44,2020,put,1120.0,734.69,682.1,0.03218,110.2067,0.0,1116.43,-3.57
LSTM,44,2021,put,992.0,853.28,976.6,0.0036,2225.6637,2466.4,992.81,0.81
LSTM,44,2022,put,1008.0,1245.06,974.3,5.0,0.0,0.0,1008.0,0.0
LSTM,44,2023,put,1008.0,1126.7,979.4,-0.08087,0.5167,0.0,1008.04,0.04
LSTM,44,2024,put,832.0,1109.1,982.1,-0.05484,1.3735,0.0,832.08,0.08
LSTM,52,2015,call,1152.0,456.61,415.4,0.03587,1402.9232,824.2,1130.99,-21.01
LSTM,52,2016,call,992.0,358.21,416.3,0.0705,85.835,0.0,985.92,-6.08
LSTM,52,2017,call,1136.0,534.04,415.1,0.02791,2117.022,2378.8,1143.01,7.01
LSTM,52,2018,call,912.0,264.24,178.0,0.05226,1293.8857,1724.8,934.24,22.24
LSTM,52,2019,call,1190.4,428.52,420.3,0.03262,824.6012,164.4,1168.73,-21.67
LSTM,52,2020,call,784.0,498.41,420.5,0.03272,2058.8293,1558.2,767.28,-16.72
LSTM,52,2021,call,1072.0,131.77,181.6,0.12254,93.7921,0.0,1060.46,-11.54
LSTM,52,2022,call,1068.8,277.52,180.6,0.07782,1320.6039,1938.4,1116.45,47.65
LSTM,52,2023,call,1088.0,222.82,182.5,0.07317,1959.4835,806.4,1003.03,-84.97
LSTM,52,2024,call,768.0,207.96,183.2,0.07861,489.2467,495.2,768.31,0.31
LSTM,53,2015,call,1264.0,153.92,142.6,0.06372,321.278,226.4,1257.87,-6.13
LSTM,53,2016,call,1088.0,106.84,99.1,0.03674,128.304,154.8,1088.95,0.95
LSTM,53,2017,call,1233.59,136.85,99.3,0.05492,455.8472,751.0,1249.69,16.11
LSTM,53,2018,call,1103.91,120.77,100.1,0.02084,253.9256,413.4,1107.21,3.3
LSTM,53,2019,call,1260.8,84.44,100.5,0.0611,18.9142,0.0,1259.64,-1.16
LSTM,53,2020,call,1085.75,141.58,100.2,0.04298,681.0097,827.6,1091.93,6.18
LSTM,53,2021,call,1189.21,54.78,101.0,0.09682,3.412,0.0,1188.88,-0.33
LSTM,53,2022,call,1193.44,136.19,100.1,0.05198,912.7544,721.8,1183.32,-10.12
LSTM,53,2023,call,1148.8,125.69,100.8,0.04853,620.7933,497.8,1142.71,-6.09
LSTM,53,2024,call,1043.68,122.11,101.2,0.05963,210.1587,418.2,1056.03,12.35
FeedForwardNN,11,2015,call,1456.0,446.56,409.3,0.05281,2624.2563,745.2,1356.08,-99.92
FeedForwardNN,11,2016,call,800.0,354.65,410.1,0.086,134.7305,0.0,788.36,-11.64
FeedForwardNN,11,2017,call,1312.0,468.58,347.3,0.05736,2108.1858,2425.6,1329.61,17.61
FeedForwardNN,11,2018,call,1232.0,580.07,411.5,0.01223,3582.5091,3371.4,1229.2,-2.8
FeedForwardNN,11,2019,call,1408.0,459.04,415.0,0.00198,938.4751,880.8,1407.88,-0.12
FeedForwardNN,11,2020,call,1248.0,288.82,195.8,0.01382,731.147,1860.4,1263.56,15.56
FeedForwardNN,11,2021,call,1328.0,110.89,197.6,-0.0032,17.9703,0.0,1328.06,0.06
FeedForwardNN,11,2022,call,1376.0,274.67,195.9,0.02136,1153.5976,1575.4,1384.91,8.91
FeedForwardNN,11,2023,call,1343.98,204.18,197.4,0.01664,1530.4373,135.6,1320.67,-23.32
FeedForwardNN,11,2024,call,1052.32,249.74,197.5,0.01794,1139.4785,1044.8,1050.53,-1.78
FeedForwardNN,24,2015,call,1216.0,803.34,694.5,0.04312,1764.1361,2176.8,1233.35,17.35
FeedForwardNN,24,2016,call,576.0,627.85,696.8,0.07413,97.8071,0.0,568.71,-7.29
FeedForwardNN,24,2017,call,1104.0,444.36,341.5,0.02391,2022.9363,2057.2,1104.58,0.58
FeedForwardNN,24,2018,call,1104.0,279.59,182.4,-0.00328,1940.9272,1943.8,1104.02,0.02
FeedForwardNN,24,2019,call,1224.0,151.65,184.4,0.00213,163.1822,0.0,1223.65,-0.35
FeedForwardNN,24,2020,call,976.0,284.4,183.7,0.00615,1404.3368,2014.0,979.71,3.71
FeedForwardNN,24,2021,call,1168.0,115.78,185.7,-0.0038,19.2627,0.0,1168.07,0.07
FeedForwardNN,24,2022,call,1128.0,282.26,184.3,0.01606,2388.1743,1959.2,1120.95,-7.05
FeedForwardNN,24,2023,call,1104.0,214.72,186.2,0.00928,659.5831,570.4,1103.15,-0.85
FeedForwardNN,24,2024,call,1008.0,237.81,186.7,0.01239,1166.3806,1022.2,1006.15,-1.85
FeedForwardNN,27,2015,call,1088.0,806.22,539.2,0.04494,5453.9919,5340.4,1081.47,-6.53
FeedForwardNN,27,2016,call,800.0,630.8,545.4,0.03808,1353.9402,1708.0,813.18,13.18
FeedForwardNN,27,2017,call,1286.61,775.38,547.3,0.02975,4631.0696,4561.6,1283.74,-2.87
FeedForwardNN,27,2018,call,1040.0,751.13,498.2,0.03002,5524.7881,5058.6,1024.9,-15.1
FeedForwardNN,27,2019,call,1264.0,711.41,503.7,0.02883,3934.8178,4154.2,1269.57,5.57
FeedForwardNN,27,2020,call,1344.0,257.25,148.9,0.01538,1776.1456,2167.0,1349.9,5.9
FeedForwardNN,27,2021,call,976.0,531.65,511.8,0.02413,853.074,397.0,964.86,-11.14
FeedForwardNN,27,2022,call,1072.0,672.79,456.1,0.01795,3992.5725,4333.8,1077.71,5.71
FeedForwardNN,27,2023,put,1040.0,27.65,39.3,-0.00529,2.3495,233.0,1038.78,-1.22
FeedForwardNN,27,2024,put,848.0,67.27,39.1,0.01959,18.637,0.0,847.63,-0.37
FeedForwardNN,28,2015,call,1536.0,538.55,479.6,0.03951,939.6989,1179.0,1545.24,9.24
FeedForwardNN,28,2016,call,1040.0,510.95,480.8,0.03755,756.3289,603.0,1034.08,-5.92
FeedForwardNN,28,2017,call,1520.0,854.54,692.2,0.03187,3304.0366,3246.8,1517.47,-2.53
FeedForwardNN,28,2018,put,1376.0,70.76,29.7,0.04424,0.1838,0.0,1375.99,-0.01
FeedForwardNN,28,2019,call,1568.0,820.71,700.0,0.01549,1857.2364,2414.2,1576.44,8.44
FeedForwardNN,28,2020,call,1344.0,801.23,702.5,0.00956,4043.7502,1974.6,1323.96,-20.04
FeedForwardNN,28,2021,call,1248.0,72.93,114.0,0.04622,10.3149,0.0,1247.52,-0.48
FeedForwardNN,28,2022,put,1568.0,46.95,31.6,0.08269,4.6171,0.0,1567.62,-0.38
FeedForwardNN,28,2023,put,1424.0,41.95,31.9,0.04747,14.4304,0.0,1423.31,-0.69
FeedForwardNN,28,2024,put,1200.0,47.77,24.7,-0.05804,7.4416,0.0,1200.43,0.43
FeedForwardNN,32,2015,call,1584.0,180.19,137.9,0.08639,1732.5346,845.8,1506.65,-77.35
FeedForwardNN,32,2016,put,944.0,274.87,206.3,5.0,0.0,0.0,944.0,0.0
FeedForwardNN,32,2017,call,1408.0,399.87,224.5,0.08166,3436.2504,3507.4,1412.42,4.42
FeedForwardNN,32,2018,call,1344.0,357.94,228.4,0.03396,4035.6464,2590.8,1294.25,-49.75
FeedForwardNN,32,2019,call,1520.0,299.53,231.2,0.01736,498.0401,1366.6,1535.04,15.04
FeedForwardNN,32,2020,call,1456.0,313.49,232.7,0.02147,1334.4787,1615.8,1461.9,5.9
FeedForwardNN,32,2021,call,1328.0,269.67,234.4,0.02014,689.6888,705.4,1328.25,0.25
FeedForwardNN,32,2022,call,1472.0,355.29,235.1,0.02233,2193.0512,2403.8,1476.46,4.46
FeedForwardNN,32,2023,put,1424.0,255.37,216.4,0.81878,0.0095,0.0,1423.99,-0.01
FeedForwardNN,32,2024,put,1200.0,295.19,217.2,0.16957,1.4211,0.0,1199.76,-0.24
FeedForwardNN,44,2015,call,1152.0,1.52,10.4,0.50509,66.4227,0.0,1118.37,-33.63
FeedForwardNN,44,2016,call,668.8,0.4,10.2,0.49872,19.4805,0.0,659.06,-9.74
FeedForwardNN,44,2017,put,992.0,16.73,38.8,0.01956,227.7749,441.4,996.16,4.16
FeedForwardNN,44,2018,put,1000.0,934.84,675.2,5.0,0.0,0.0,1000.0,0.0
FeedForwardNN,44,2019,put,1088.0,761.65,680.5,0.07471,7.0772,0.0,1087.47,-0.53
FeedForwardNN,44,2020,put,1120.0,734.69,682.1,0.02666,20.5913,0.0,1119.45,-0.55
FeedForwardNN,44,2021,put,992.0,853.28,976.6,0.00343,2417.2701,2466.4,992.11,0.11
FeedForwardNN,44,2022,put,1008.0,1245.06,974.3,5.0,0.0,0.0,1008.0,0.0
FeedForwardNN,44,2023,put,1008.0,1126.7,979.4,-0.07033,0.0834,0.0,1008.01,0.01
FeedForwardNN,44,2024,put,832.0,1109.1,982.1,0.06836,8.3217,0.0,831.43,-0.57
FeedForwardNN,52,2015,call,1152.0,456.61,415.4,0.03785,1259.0651,824.2,1135.3,-16.7
FeedForwardNN,52,2016,call,992.0,358.21,416.3,0.04978,336.7377,0.0,975.15,-16.85
FeedForwardNN,52,2017,call,1136.0,534.04,415.1,0.03065,3963.0262,2378.8,1086.84,-49.16
FeedForwardNN,52,2018,call,912.0,264.24,178.0,0.05295,1196.7261,1724.8,939.7,27.7
FeedForwardNN,52,2019,call,1190.4,428.52,420.3,0.0307,1162.5058,164.4,1159.58,-30.82
FeedForwardNN,52,2020,call,784.0,498.41,420.5,0.03692,744.1481,1558.2,813.92,29.92
FeedForwardNN,52,2021,call,1072.0,131.77,181.6,0.15064,56.9693,0.0,1063.38,-8.62
FeedForwardNN,52,2022,call,1068.8,277.52,180.6,0.07635,996.0699,1938.4,1140.43,71.63
FeedForwardNN,52,2023,call,1088.0,222.82,182.5,0.07402,1911.076,806.4,1005.65,-82.35
FeedForwardNN,52,2024,call,768.0,207.96,183.2,0.07328,905.7667,495.2,737.64,-30.36
FeedForwardNN,53,2015,call,1264.0,153.92,142.6,0.1042,32.6748,226.4,1284.17,20.17
FeedForwardNN,53,2016,call,1088.0,106.84,99.1,0.04105,164.6109,154.8,1087.57,-0.43
FeedForwardNN,53,2017,call,1233.59,136.85,99.3,0.05715,982.7023,751.0,1220.11,-13.47
FeedForwardNN,53,2018,call,1103.91,120.77,100.1,0.02836,539.0915,413.4,1100.28,-3.63
FeedForwardNN,53,2019,call,1260.8,84.44,100.5,0.11956,1.4747,0.0,1260.62,-0.18
FeedForwardNN,53,2020,call,1085.75,141.58,100.2,0.03725,323.4896,827.6,1104.48,18.73
