region,horizon,model,year,model_price,realized_payoff,pricing_error,mu_C,sigma_C
44,mid90day,Benth,2015,681.74,155.43,526.31,818.5,70.15
44,mid90day,Benth,2016,789.49,0.0,789.49,828.18,69.23
44,mid90day,Benth,2017,724.13,639.33,84.79,823.13,68.92
44,mid90day,Benth,2018,656.54,2827.47,-2170.93,815.65,70.67
44,mid90day,Benth,2019,745.56,666.53,79.03,824.53,69.12
44,mid90day,Benth,2020,706.12,0.0,706.12,821.21,69.3
44,mid90day,Benth,2021,905.61,0.0,905.61,836.91,69.09
44,mid90day,Benth,2022,668.99,2307.5,-1638.51,818.34,68.38
44,mid90day,Benth,2023,736.49,452.05,284.44,823.54,69.84
44,mid90day,Benth,2024,794.09,0.0,794.09,829.15,68.09
44,mid90day,XGB,2015,457.35,155.43,301.92,797.1,68.65
44,mid90day,XGB,2016,662.18,0.0,662.18,817.49,68.7
44,mid90day,XGB,2017,587.79,639.33,-51.54,810.89,68.55
44,mid90day,XGB,2018,481.12,2827.47,-2346.35,800.28,68.06
44,mid90day,XGB,2019,606.07,666.53,-60.46,811.92,69.24
44,mid90day,XGB,2020,699.74,0.0,699.74,820.59,69.21
44,mid90day,XGB,2021,877.18,0.0,877.18,836.38,67.04
44,mid90day,XGB,2022,607.35,2307.5,-1700.15,812.67,68.0
44,mid90day,XGB,2023,714.71,452.05,262.66,821.99,68.7
44,mid90day,XGB,2024,885.92,0.0,885.92,835.67,69.43
44,mid90day,WaveletFNN,2015,487.85,155.43,332.42,796.7,73.19
44,mid90day,WaveletFNN,2016,444.14,0.0,444.14,791.65,72.82
44,mid90day,WaveletFNN,2017,1557.46,639.33,918.12,878.85,73.51
44,mid90day,WaveletFNN,2018,1542.73,2827.47,-1284.74,878.29,72.82
44,mid90day,WaveletFNN,2019,748.82,666.53,82.29,821.79,73.59
44,mid90day,WaveletFNN,2020,1239.0,0.0,1239.0,858.75,73.86
44,mid90day,WaveletFNN,2021,629.59,0.0,629.59,811.2,73.41
44,mid90day,WaveletFNN,2022,736.8,2307.5,-1570.69,821.8,72.25
44,mid90day,WaveletFNN,2023,538.71,452.05,86.66,801.83,73.66
44,mid90day,WaveletFNN,2024,61.62,0.0,61.62,714.72,69.83
44,mid90day,LSTM,2015,494.6,155.43,339.17,813.99,52.39
44,mid90day,LSTM,2016,16.96,0.0,16.96,711.92,52.6
44,mid90day,LSTM,2017,1092.81,639.33,453.47,856.56,53.48
44,mid90day,LSTM,2018,1649.02,2827.47,-1178.45,888.27,51.99
44,mid90day,LSTM,2019,965.15,666.53,298.62,848.67,53.52
44,mid90day,LSTM,2020,135.51,0.0,135.51,766.08,52.44
44,mid90day,LSTM,2021,3.24,0.0,3.24,677.6,51.87
44,mid90day,LSTM,2022,1695.17,2307.5,-612.33,890.76,52.19
44,mid90day,LSTM,2023,1222.07,452.05,770.02,864.54,52.7
44,mid90day,LSTM,2024,395.73,0.0,395.73,803.91,53.43
44,mid90day,FeedForwardNN,2015,389.07,155.43,233.64,802.29,54.23
44,mid90day,FeedForwardNN,2016,0.06,0.0,0.06,630.74,52.24
44,mid90day,FeedForwardNN,2017,798.79,639.33,159.46,836.57,55.37
44,mid90day,FeedForwardNN,2018,2315.89,2827.47,-511.58,922.79,53.96
44,mid90day,FeedForwardNN,2019,1329.4,666.53,662.87,870.5,53.86
44,mid90day,FeedForwardNN,2020,276.93,0.0,276.93,790.09,53.42
44,mid90day,FeedForwardNN,2021,2.08,0.0,2.08,668.04,54.21
44,mid90day,FeedForwardNN,2022,2434.58,2307.5,127.09,928.92,53.39
44,mid90day,FeedForwardNN,2023,1295.34,452.05,843.29,868.14,54.96
44,mid90day,FeedForwardNN,2024,157.99,0.0,157.99,769.9,53.57
52,90day,HBA,2015,267.49,0.0,267.49,43.24,19.6
52,90day,HBA,2016,292.66,0.0,292.66,44.83,20.06
52,90day,HBA,2017,271.35,216.53,54.82,43.4,20.06
52,90day,HBA,2018,266.98,0.0,266.98,42.98,20.06
52,90day,HBA,2019,275.92,0.0,275.92,43.7,19.94
52,90day,HBA,2020,271.45,50.93,220.52,43.32,20.1
52,90day,HBA,2021,309.33,0.0,309.33,45.88,20.48
52,90day,HBA,2022,239.42,164.57,74.85,41.28,19.22
52,90day,HBA,2023,252.63,398.94,-146.31,42.28,19.27
52,90day,HBA,2024,302.43,564.69,-262.26,45.38,20.54
52,90day,Alaton,2015,80.63,0.0,80.63,28.21,15.13
52,90day,Alaton,2016,127.46,0.0,127.46,32.95,16.36
52,90day,Alaton,2017,79.14,216.53,-137.38,27.85,15.24
52,90day,Alaton,2018,143.35,0.0,143.35,34.15,17.02
52,90day,Alaton,2019,125.13,0.0,125.13,32.64,16.5
52,90day,Alaton,2020,104.33,50.93,53.4,30.51,16.11
52,90day,Alaton,2021,134.74,0.0,134.74,33.44,16.75
52,90day,Alaton,2022,124.32,164.57,-40.25,32.56,16.42
52,90day,Alaton,2023,251.71,398.94,-147.23,42.39,18.85
52,90day,Alaton,2024,193.84,564.69,-370.85,38.2,18.12
52,90day,Benth,2015,90.15,0.0,90.15,29.33,15.35
52,90day,Benth,2016,138.38,0.0,138.38,34.13,16.51
52,90day,Benth,2017,95.02,216.53,-121.51,29.19,16.08
52,90day,Benth,2018,167.75,0.0,167.75,36.25,17.51
52,90day,Benth,2019,127.05,0.0,127.05,32.78,16.56
52,90day,Benth,2020,107.46,50.93,56.53,30.66,16.24
52,90day,Benth,2021,122.71,0.0,122.71,32.41,16.37
52,90day,Benth,2022,121.93,164.57,-42.64,32.52,16.21
52,90day,Benth,2023,236.22,398.94,-162.72,41.43,18.53
52,90day,Benth,2024,163.59,564.69,-401.1,35.86,17.34
52,90day,XGB,2015,203.87,0.0,203.87,39.06,18.01
52,90day,XGB,2016,205.82,0.0,205.82,39.18,18.1
52,90day,XGB,2017,140.83,216.53,-75.69,33.76,17.17
52,90day,XGB,2018,204.69,0.0,204.69,38.89,18.44
52,90day,XGB,2019,225.58,0.0,225.58,40.5,18.62
52,90day,XGB,2020,146.16,50.93,95.23,34.22,17.39
52,90day,XGB,2021,288.29,0.0,288.29,44.78,19.61
52,90day,XGB,2022,204.23,164.57,39.66,39.02,18.12
52,90day,XGB,2023,260.06,398.94,-138.88,42.89,19.27
52,90day,XGB,2024,318.88,564.69,-245.81,46.54,20.45
52,90day,WaveletFNN,2015,1059.02,0.0,1059.02,86.17,32.17
52,90day,WaveletFNN,2016,291.19,0.0,291.19,43.77,22.15
52,90day,WaveletFNN,2017,113.62,216.53,-102.9,30.4,17.42
52,90day,WaveletFNN,2018,71.24,0.0,71.24,26.72,15.17
52,90day,WaveletFNN,2019,193.06,0.0,193.06,37.01,19.91
52,90day,WaveletFNN,2020,497.88,50.93,446.95,56.42,25.42
52,90day,WaveletFNN,2021,215.97,0.0,215.97,38.69,20.35
52,90day,WaveletFNN,2022,574.18,164.57,409.62,60.67,26.49
52,90day,WaveletFNN,2023,422.75,398.94,23.81,52.19,24.2
52,90day,WaveletFNN,2024,1334.0,564.69,769.31,100.11,35.09
52,90day,LSTM,2015,29.14,0.0,29.14,22.02,12.09
52,90day,LSTM,2016,268.73,0.0,268.73,44.02,18.06
52,90day,LSTM,2017,239.76,216.53,23.23,41.79,18.33
52,90day,LSTM,2018,24.07,0.0,24.07,21.23,11.59
52,90day,LSTM,2019,353.74,0.0,353.74,49.2,19.35
52,90day,LSTM,2020,932.77,50.93,881.84,79.95,25.95
52,90day,LSTM,2021,53.89,0.0,53.89,26.37,13.04
52,90day,LSTM,2022,325.45,164.57,160.88,47.51,19.04
52,90day,LSTM,2023,198.7,398.94,-200.24,39.4,16.77
52,90day,LSTM,2024,1068.77,564.69,504.08,86.83,27.55
52,90day,FeedForwardNN,2015,0.8,0.0,0.8,10.38,7.73
52,90day,FeedForwardNN,2016,110.23,0.0,110.23,32.7,14.55
52,90day,FeedForwardNN,2017,439.61,216.53,223.08,54.04,20.73
52,90day,FeedForwardNN,2018,13.54,0.0,13.54,18.64,10.58
52,90day,FeedForwardNN,2019,149.91,0.0,149.91,35.59,16.18
52,90day,FeedForwardNN,2020,411.56,50.93,360.63,52.45,20.75
52,90day,FeedForwardNN,2021,21.88,0.0,21.88,20.28,11.55
52,90day,FeedForwardNN,2022,110.35,164.57,-54.22,31.82,15.51
52,90day,FeedForwardNN,2023,236.92,398.94,-162.03,41.83,17.98
52,90day,FeedForwardNN,2024,1001.11,564.69,436.42,83.42,26.95
52,mid90day,HBA,2015,392.19,0.0,392.19,788.62,60.18
52,mid90day,HBA,2016,443.64,0.0,443.64,793.04,61.47
52,mid90day,HBA,2017,402.79,699.59,-296.8,789.13,60.65
52,mid90day,HBA,2018,365.05,2603.89,-2238.84,784.56,61.14
52,mid90day,HBA,2019,439.28,286.53,152.75,792.2,62.3
52,mid90day,HBA,2020,429.69,0.0,429.69,792.21,61.26
52,mid90day,HBA,2021,542.71,0.0,542.71,804.86,59.38
52,mid90day,HBA,2022,364.91,3066.22,-2701.31,785.95,59.52
52,mid90day,HBA,2023,401.43,798.97,-397.54,788.96,60.73
52,mid90day,HBA,2024,536.29,0.0,536.29,801.98,62.2
52,mid90day,Alaton,2015,347.19,0.0,347.19,782.82,60.5
52,mid90day,Alaton,2016,405.42,0.0,405.42,789.12,61.2
52,mid90day,Alaton,2017,351.41,699.59,-348.19,783.3,60.74
52,mid90day,Alaton,2018,344.53,2603.89,-2259.36,781.89,61.47
52,mid90day,Alaton,2019,429.88,286.53,143.35,792.3,61.01
52,mid90day,Alaton,2020,437.18,0.0,437.18,792.67,61.42
52,mid90day,Alaton,2021,610.93,0.0,610.93,810.01,60.44
52,mid90day,Alaton,2022,372.68,3066.22,-2693.54,787.36,58.91
52,mid90day,Alaton,2023,520.21,798.97,-278.76,800.08,62.77
52,mid90day,Alaton,2024,705.8,0.0,705.8,817.61,61.06
52,mid90day,Benth,2015,417.71,0.0,417.71,790.18,61.82
52,mid90day,Benth,2016,460.52,0.0,460.52,794.49,61.94
52,mid90day,Benth,2017,397.84,699.59,-301.76,788.31,61.37
52,mid90day,Benth,2018,394.13,2603.89,-2209.76,787.5,61.71
52,mid90day,Benth,2019,441.18,286.53,154.65,792.99,61.46
52,mid90day,Benth,2020,429.36,0.0,429.36,791.57,61.43
52,mid90day,Benth,2021,543.37,0.0,543.37,803.96,60.37
52,mid90day,Benth,2022,350.41,3066.22,-2715.81,784.59,59.11
52,mid90day,Benth,2023,418.96,798.97,-380.02,790.77,61.16
52,mid90day,Benth,2024,520.0,0.0,520.0,801.16,61.42
52,mid90day,XGB,2015,365.2,0.0,365.2,785.98,59.63
52,mid90day,XGB,2016,351.79,0.0,351.79,783.04,61.05
52,mid90day,XGB,2017,212.71,699.59,-486.88,764.02,60.15
52,mid90day,XGB,2018,358.5,2603.89,-2245.39,784.17,60.72
52,mid90day,XGB,2019,439.04,286.53,152.51,793.1,60.97
52,mid90day,XGB,2020,248.05,0.0,248.05,769.61,60.26
52,mid90day,XGB,2021,642.27,0.0,642.27,813.24,59.96
52,mid90day,XGB,2022,393.41,3066.22,-2672.81,789.71,58.91
52,mid90day,XGB,2023,501.47,798.97,-297.5,800.29,60.02
52,mid90day,XGB,2024,724.27,0.0,724.27,819.71,60.03
52,mid90day,WaveletFNN,2015,2650.07,0.0,2650.07,930.46,70.25
52,mid90day,WaveletFNN,2016,411.96,0.0,411.96,780.56,71.4
52,mid90day,WaveletFNN,2017,139.29,699.59,-560.31,732.93,70.45
52,mid90day,WaveletFNN,2018,0.5,2603.89,-2603.39,599.94,64.82
52,mid90day,WaveletFNN,2019,268.14,286.53,-18.39,758.88,72.05
52,mid90day,WaveletFNN,2020,1550.53,0.0,1550.53,870.02,71.89
52,mid90day,WaveletFNN,2021,145.56,0.0,145.56,733.96,70.96
52,mid90day,WaveletFNN,2022,2192.9,3066.22,-873.32,906.26,71.05
52,mid90day,WaveletFNN,2023,744.33,798.97,-54.64,814.22,71.65
52,mid90day,WaveletFNN,2024,2721.83,0.0,2721.83,934.11,70.36
52,mid90day,LSTM,2015,62.44,0.0,62.44,733.83,54.3
52,mid90day,LSTM,2016,55.7,0.0,55.7,731.14,54.16
52,mid90day,LSTM,2017,563.05,699.59,-136.55,810.43,53.87
52,mid90day,LSTM,2018,1993.09,2603.89,-610.8,897.42,54.3
52,mid90day,LSTM,2019,580.97,286.53,294.44,811.88,53.9
52,mid90day,LSTM,2020,102.02,0.0,102.02,749.25,53.2
52,mid90day,LSTM,2021,13.03,0.0,13.03,699.53,53.82
52,mid90day,LSTM,2022,2471.67,3066.22,-594.56,922.12,52.33
52,mid90day,LSTM,2023,1202.24,798.97,403.27,854.11,54.05
52,mid90day,LSTM,2024,73.13,0.0,73.13,739.72,53.65
52,mid90day,FeedForwardNN,2015,236.47,0.0,236.47,772.64,55.95
52,mid90day,FeedForwardNN,2016,316.56,0.0,316.56,783.21,56.63
52,mid90day,FeedForwardNN,2017,1699.16,699.59,999.56,881.65,55.74
52,mid90day,FeedForwardNN,2018,2298.77,2603.89,-305.12,913.1,56.12
52,mid90day,FeedForwardNN,2019,1518.87,286.53,1232.34,871.71,56.19
52,mid90day,FeedForwardNN,2020,36.38,0.0,36.38,716.21,56.32
52,mid90day,FeedForwardNN,2021,1.25,0.0,1.25,659.04,54.81
52,mid90day,FeedForwardNN,2022,2810.52,3066.22,-255.7,939.23,55.37
52,mid90day,FeedForwardNN,2023,1890.16,798.97,1091.18,891.87,56.08
52,mid90day,FeedForwardNN,2024,239.59,0.0,239.59,772.94,56.31
53,90day,HBA,2015,128.16,0.0,128.16,28.14,13.76
53,90day,HBA,2016,143.93,0.0,143.93,29.19,14.42
53,90day,HBA,2017,133.81,170.88,-37.07,28.4,14.18
53,90day,HBA,2018,134.94,0.0,134.94,28.39,14.37
53,90day,HBA,2019,140.37,0.0,140.37,28.94,14.42
53,90day,HBA,2020,131.53,0.0,131.53,28.15,14.18
53,90day,HBA,2021,146.98,36.94,110.03,29.42,14.54
53,90day,HBA,2022,118.36,152.21,-33.85,27.07,13.95
53,90day,HBA,2023,129.85,293.48,-163.63,28.11,14.11
53,90day,HBA,2024,148.14,544.01,-395.87,29.43,14.61
53,90day,Alaton,2015,37.67,0.0,37.67,18.71,10.95
53,90day,Alaton,2016,62.98,0.0,62.98,21.97,12.1
53,90day,Alaton,2017,41.22,170.88,-129.66,19.01,11.25
53,90day,Alaton,2018,72.23,0.0,72.23,22.75,12.62
53,90day,Alaton,2019,66.25,0.0,66.25,22.22,12.23
53,90day,Alaton,2020,53.82,0.0,53.82,20.63,11.88
53,90day,Alaton,2021,53.21,36.94,16.27,20.63,11.83
53,90day,Alaton,2022,82.66,152.21,-69.55,24.21,12.64
53,90day,Alaton,2023,139.5,293.48,-153.98,29.07,13.92
53,90day,Alaton,2024,81.91,544.01,-462.1,23.89,12.82
53,90day,Benth,2015,36.82,0.0,36.82,18.55,10.91
53,90day,Benth,2016,64.15,0.0,64.15,22.03,12.16
53,90day,Benth,2017,39.08,170.88,-131.8,18.77,11.11
53,90day,Benth,2018,82.69,0.0,82.69,23.91,12.91
53,90day,Benth,2019,68.12,0.0,68.12,22.45,12.4
53,90day,Benth,2020,55.06,0.0,55.06,20.69,11.97
53,90day,Benth,2021,52.92,36.94,15.98,20.58,11.78
53,90day,Benth,2022,94.87,152.21,-57.34,25.36,12.92
53,90day,Benth,2023,142.51,293.48,-150.97,29.29,14.06
53,90day,Benth,2024,74.0,544.01,-470.01,23.07,12.55
53,90day,XGB,2015,58.62,0.0,58.62,21.88,11.62
53,90day,XGB,2016,121.36,0.0,121.36,27.46,13.92
53,90day,XGB,2017,69.11,170.88,-101.78,22.6,12.28
53,90day,XGB,2018,114.36,0.0,114.36,26.88,13.72
53,90day,XGB,2019,123.92,0.0,123.92,27.66,13.95
53,90day,XGB,2020,81.08,0.0,81.08,23.81,12.73
53,90day,XGB,2021,96.3,36.94,59.36,25.44,13.09
53,90day,XGB,2022,85.33,152.21,-66.87,24.33,12.83
53,90day,XGB,2023,113.24,293.48,-180.23,26.92,13.5
53,90day,XGB,2024,140.4,544.01,-403.61,28.83,14.55
53,90day,WaveletFNN,2015,56.69,0.0,56.69,21.48,11.55
53,90day,WaveletFNN,2016,153.61,0.0,153.61,30.15,14.35
53,90day,WaveletFNN,2017,169.01,170.88,-1.88,31.14,14.86
53,90day,WaveletFNN,2018,54.42,0.0,54.42,20.67,11.93
53,90day,WaveletFNN,2019,80.97,0.0,80.97,23.99,12.59
53,90day,WaveletFNN,2020,318.81,0.0,318.81,40.6,17.6
53,90day,WaveletFNN,2021,334.52,36.94,297.58,41.61,17.58
53,90day,WaveletFNN,2022,867.44,152.21,715.23,69.63,24.27
53,90day,WaveletFNN,2023,258.81,293.48,-34.66,37.27,16.07
53,90day,WaveletFNN,2024,82.98,544.01,-461.03,23.91,12.81
53,90day,LSTM,2015,66.96,0.0,66.96,22.98,11.67
53,90day,LSTM,2016,25.17,0.0,25.17,17.91,9.57
53,90day,LSTM,2017,262.22,170.88,91.34,37.83,14.99
53,90day,LSTM,2018,28.42,0.0,28.42,18.0,9.98
53,90day,LSTM,2019,244.21,0.0,244.21,36.78,14.58
53,90day,LSTM,2020,396.74,0.0,396.74,45.57,15.88
53,90day,LSTM,2021,35.08,36.94,-1.86,19.46,10.04
53,90day,LSTM,2022,188.71,152.21,36.5,33.34,13.54
53,90day,LSTM,2023,278.03,293.48,-15.44,38.99,14.53
53,90day,LSTM,2024,460.81,544.01,-83.2,48.96,16.92
53,90day,FeedForwardNN,2015,0.13,0.0,0.13,5.51,4.94
53,90day,FeedForwardNN,2016,141.43,0.0,141.43,29.87,13.15
53,90day,FeedForwardNN,2017,410.85,170.88,239.96,46.18,16.82
53,90day,FeedForwardNN,2018,33.07,0.0,33.07,18.98,10.11
53,90day,FeedForwardNN,2019,39.96,0.0,39.96,20.18,10.34
53,90day,FeedForwardNN,2020,102.27,0.0,102.27,26.63,12.38
53,90day,FeedForwardNN,2021,23.04,36.94,-13.9,17.09,9.6
53,90day,FeedForwardNN,2022,274.94,152.21,122.73,38.58,15.24
53,90day,FeedForwardNN,2023,326.19,293.48,32.71,41.56,15.74
53,90day,FeedForwardNN,2024,642.54,544.01,98.53,58.34,18.8
53,mid90day,HBA,2015,546.67,0.0,546.67,633.54,48.34
53,mid90day,HBA,2016,590.28,0.0,590.28,636.08,49.64
53,mid90day,HBA,2017,558.51,384.36,174.15,634.13,48.9
53,mid90day,HBA,2018,528.9,2144.23,-1615.33,631.1,49.5
53,mid90day,HBA,2019,587.62,117.91,469.7,635.53,50.04
53,mid90day,HBA,2020,567.39,0.0,567.39,634.44,49.63
53,mid90day,HBA,2021,664.27,0.0,664.27,642.07,49.3
53,mid90day,HBA,2022,482.39,2192.0,-1709.61,627.72,48.86
53,mid90day,HBA,2023,514.73,638.12,-123.39,630.29,49.13
53,mid90day,HBA,2024,610.1,0.0,610.1,637.65,49.46
53,mid90day,Alaton,2015,525.35,0.0,525.35,630.9,49.49
53,mid90day,Alaton,2016,560.23,0.0,560.23,633.18,50.31
53,mid90day,Alaton,2017,508.08,384.36,123.73,629.66,48.88
53,mid90day,Alaton,2018,492.37,2144.23,-1651.86,627.56,50.19
53,mid90day,Alaton,2019,524.91,117.91,407.0,630.98,49.33
53,mid90day,Alaton,2020,523.63,0.0,523.63,631.02,49.21
53,mid90day,Alaton,2021,625.19,0.0,625.19,639.3,48.92
53,mid90day,Alaton,2022,416.53,2192.0,-1775.46,622.58,47.73
53,mid90day,Alaton,2023,531.47,638.12,-106.65,631.34,49.66
53,mid90day,Alaton,2024,666.12,0.0,666.12,642.37,49.16
53,mid90day,Benth,2015,515.95,0.0,515.95,630.18,49.49
53,mid90day,Benth,2016,551.88,0.0,551.88,633.2,49.26
53,mid90day,Benth,2017,522.59,384.36,138.23,630.56,49.99
53,mid90day,Benth,2018,509.22,2144.23,-1635.01,629.33,49.73
53,mid90day,Benth,2019,529.52,117.91,411.61,631.38,49.31
53,mid90day,Benth,2020,517.91,0.0,517.91,629.91,50.06
53,mid90day,Benth,2021,589.25,0.0,589.25,636.26,49.48
53,mid90day,Benth,2022,438.13,2192.0,-1753.86,623.52,48.83
53,mid90day,Benth,2023,471.61,638.12,-166.52,626.08,49.87
53,mid90day,Benth,2024,554.43,0.0,554.43,633.39,49.34
53,mid90day,XGB,2015,386.4,0.0,386.4,619.29,47.94
53,mid90day,XGB,2016,680.49,0.0,680.49,642.84,49.67
53,mid90day,XGB,2017,398.3,384.36,13.94,619.81,48.83
53,mid90day,XGB,2018,604.57,2144.23,-1539.66,637.96,48.37
53,mid90day,XGB,2019,697.0,117.91,579.09,644.3,49.63
53,mid90day,XGB,2020,456.56,0.0,456.56,625.61,48.52
53,mid90day,XGB,2021,572.69,0.0,572.69,635.01,49.01
53,mid90day,XGB,2022,445.21,2192.0,-1746.78,624.84,48.11
53,mid90day,XGB,2023,558.47,638.12,-79.65,634.19,48.56
53,mid90day,XGB,2024,745.97,0.0,745.97,647.83,49.68
53,mid90day,WaveletFNN,2015,171.31,0.0,171.31,589.29,50.66
53,mid90day,WaveletFNN,2016,1338.15,0.0,1338.15,683.37,51.36
53,mid90day,WaveletFNN,2017,205.13,384.36,-179.23,593.79,51.43
53,mid90day,WaveletFNN,2018,21.42,2144.23,-2122.81,535.33,50.88
53,mid90day,WaveletFNN,2019,269.31,117.91,151.39,602.22,52.11
53,mid90day,WaveletFNN,2020,1133.34,0.0,1133.34,671.28,52.44
53,mid90day,WaveletFNN,2021,1218.26,0.0,1218.26,676.68,51.22
53,mid90day,WaveletFNN,2022,2097.69,2192.0,-94.31,723.84,52.17
53,mid90day,WaveletFNN,2023,1408.58,638.12,770.46,687.2,52.29
53,mid90day,WaveletFNN,2024,81.34,0.0,81.34,566.63,51.38
53,mid90day,LSTM,2015,19.7,0.0,19.7,559.19,38.65
53,mid90day,LSTM,2016,117.48,0.0,117.48,593.5,38.35
53,mid90day,LSTM,2017,666.5,384.36,282.14,647.28,37.73
53,mid90day,LSTM,2018,1420.18,2144.23,-724.05,689.75,37.31
53,mid90day,LSTM,2019,300.59,117.91,182.68,618.84,37.8
53,mid90day,LSTM,2020,108.08,0.0,108.08,593.03,37.64
53,mid90day,LSTM,2021,13.15,0.0,13.15,556.39,36.72
53,mid90day,LSTM,2022,2143.05,2192.0,-48.94,726.54,37.16
53,mid90day,LSTM,2023,1179.93,638.12,541.81,677.15,37.54
53,mid90day,LSTM,2024,37.19,0.0,37.19,571.06,37.55
53,mid90day,FeedForwardNN,2015,0.42,0.0,0.42,511.35,40.01
53,mid90day,FeedForwardNN,2016,194.46,0.0,194.46,602.59,42.02
53,mid90day,FeedForwardNN,2017,1493.58,384.36,1109.22,693.11,42.12
53,mid90day,FeedForwardNN,2018,2697.8,2144.23,553.57,754.47,41.33
53,mid90day,FeedForwardNN,2019,144.28,117.91,26.37,596.21,40.76
53,mid90day,FeedForwardNN,2020,10.21,0.0,10.21,542.36,41.55
53,mid90day,FeedForwardNN,2021,22.22,0.0,22.22,557.77,40.58
53,mid90day,FeedForwardNN,2022,3276.03,2192.0,1084.03,783.57,40.49
53,mid90day,FeedForwardNN,2023,1137.8,638.12,499.67,674.05,42.08
53,mid90day,FeedForwardNN,2024,106.63,0.0,106.63,588.38,40.77
