region,horizon,model,year,model_price,realized_payoff,pricing_error,mu_C,sigma_C
11,90day,HBA,2015,191.84,0.0,191.84,31.19,17.18
11,90day,HBA,2016,215.67,0.0,215.67,32.85,17.83
11,90day,HBA,2017,201.44,228.69,-27.24,31.71,17.8
11,90day,HBA,2018,194.23,0.0,194.23,31.3,17.56
11,90day,HBA,2019,204.23,0.0,204.23,32.05,17.57
11,90day,HBA,2020,198.14,32.05,166.08,31.41,17.66
11,90day,HBA,2021,230.23,171.86,58.37,34.05,17.67
11,90day,HBA,2022,209.51,18.41,191.09,32.44,17.65
11,90day,HBA,2023,211.25,357.64,-146.39,32.58,17.66
11,90day,HBA,2024,232.81,414.64,-181.82,34.04,18.13
11,90day,Alaton,2015,68.55,0.0,68.55,20.83,13.24
11,90day,Alaton,2016,107.14,0.0,107.14,24.7,14.69
11,90day,Alaton,2017,76.74,228.69,-151.95,21.31,13.91
11,90day,Alaton,2018,115.41,0.0,115.41,25.46,14.86
11,90day,Alaton,2019,107.0,0.0,107.0,24.63,14.7
11,90day,Alaton,2020,83.32,32.05,51.27,22.23,13.95
11,90day,Alaton,2021,117.49,171.86,-54.37,25.64,14.89
11,90day,Alaton,2022,141.53,18.41,123.11,27.64,15.59
11,90day,Alaton,2023,223.2,357.64,-134.43,33.7,17.19
11,90day,Alaton,2024,154.24,414.64,-260.39,28.45,16.25
11,90day,Benth,2015,79.67,0.0,79.67,21.9,13.79
11,90day,Benth,2016,118.03,0.0,118.03,25.82,14.79
11,90day,Benth,2017,83.34,228.69,-145.35,21.82,14.27
11,90day,Benth,2018,138.71,0.0,138.71,27.57,15.42
11,90day,Benth,2019,111.96,0.0,111.96,25.19,14.81
11,90day,Benth,2020,79.18,32.05,47.13,21.72,13.83
11,90day,Benth,2021,102.0,171.86,-69.86,24.32,14.33
11,90day,Benth,2022,146.05,18.41,127.64,28.06,15.8
11,90day,Benth,2023,230.14,357.64,-127.5,34.2,17.28
11,90day,Benth,2024,132.72,414.64,-281.92,27.07,15.19
11,90day,XGB,2015,144.87,0.0,144.87,27.86,15.74
11,90day,XGB,2016,176.28,0.0,176.28,30.14,16.81
11,90day,XGB,2017,122.04,228.69,-106.65,25.82,15.32
11,90day,XGB,2018,122.79,0.0,122.79,26.05,15.19
11,90day,XGB,2019,152.56,0.0,152.56,28.37,16.17
11,90day,XGB,2020,147.47,32.05,115.42,27.93,16.06
11,90day,XGB,2021,172.12,171.86,0.27,29.95,16.49
11,90day,XGB,2022,189.05,18.41,170.63,31.18,16.92
11,90day,XGB,2023,149.21,357.64,-208.43,28.31,15.67
11,90day,XGB,2024,248.55,414.64,-166.09,35.15,18.36
11,90day,WaveletFNN,2015,230.61,0.0,230.61,33.83,18.19
11,90day,WaveletFNN,2016,91.13,0.0,91.13,22.55,14.64
11,90day,WaveletFNN,2017,275.28,228.69,46.59,36.18,20.2
11,90day,WaveletFNN,2018,410.15,0.0,410.15,44.5,22.61
11,90day,WaveletFNN,2019,76.59,0.0,76.59,21.75,13.58
11,90day,WaveletFNN,2020,342.41,32.05,310.36,40.58,21.26
11,90day,WaveletFNN,2021,219.01,171.86,47.15,32.85,18.51
11,90day,WaveletFNN,2022,148.19,18.41,129.78,27.51,16.76
11,90day,WaveletFNN,2023,201.71,357.64,-155.93,31.6,17.93
11,90day,WaveletFNN,2024,133.15,414.64,-281.49,26.87,15.57
11,90day,LSTM,2015,30.91,0.0,30.91,16.65,10.74
11,90day,LSTM,2016,55.09,0.0,55.09,20.55,11.79
11,90day,LSTM,2017,266.74,228.69,38.05,36.66,17.58
11,90day,LSTM,2018,30.46,0.0,30.46,17.1,10.51
11,90day,LSTM,2019,205.67,0.0,205.67,33.05,15.89
11,90day,LSTM,2020,360.84,32.05,328.79,42.47,18.95
11,90day,LSTM,2021,30.11,171.86,-141.75,17.71,10.17
11,90day,LSTM,2022,579.24,18.41,560.82,54.39,21.08
11,90day,LSTM,2023,94.56,357.64,-263.08,24.78,13.04
11,90day,LSTM,2024,408.81,414.64,-5.82,45.1,19.96
11,90day,FeedForwardNN,2015,80.84,0.0,80.84,21.83,14.04
11,90day,FeedForwardNN,2016,261.43,0.0,261.43,36.18,18.24
11,90day,FeedForwardNN,2017,524.02,228.69,295.33,51.08,23.45
11,90day,FeedForwardNN,2018,60.43,0.0,60.43,20.08,12.73
11,90day,FeedForwardNN,2019,221.32,0.0,221.32,33.57,17.54
11,90day,FeedForwardNN,2020,495.55,32.05,463.49,49.64,22.95
11,90day,FeedForwardNN,2021,59.86,171.86,-112.0,19.89,12.82
11,90day,FeedForwardNN,2022,269.7,18.41,251.29,36.59,18.63
11,90day,FeedForwardNN,2023,415.44,357.64,57.8,45.39,20.8
11,90day,FeedForwardNN,2024,834.16,414.64,419.53,67.4,27.31
11,mid90day,HBA,2015,417.71,0.0,417.71,809.35,65.77
11,mid90day,HBA,2016,513.89,0.0,513.89,819.61,66.03
11,mid90day,HBA,2017,450.12,815.62,-365.5,812.88,65.77
11,mid90day,HBA,2018,417.95,3049.83,-2631.88,810.13,64.84
11,mid90day,HBA,2019,520.87,669.19,-148.32,819.28,67.04
11,mid90day,HBA,2020,488.85,20.42,468.43,816.53,66.3
11,mid90day,HBA,2021,651.71,0.0,651.71,833.36,64.72
11,mid90day,HBA,2022,486.39,1874.63,-1388.24,816.43,66.12
11,mid90day,HBA,2023,515.36,256.06,259.3,819.39,66.27
11,mid90day,HBA,2024,622.05,0.0,622.05,829.1,66.72
11,mid90day,Alaton,2015,384.63,0.0,384.63,804.95,66.47
11,mid90day,Alaton,2016,482.9,0.0,482.9,815.25,67.21
11,mid90day,Alaton,2017,406.26,815.62,-409.36,807.67,66.05
11,mid90day,Alaton,2018,395.59,3049.83,-2654.24,806.47,65.81
11,mid90day,Alaton,2019,519.44,669.19,-149.75,819.45,66.5
11,mid90day,Alaton,2020,520.02,20.42,499.6,819.22,66.85
11,mid90day,Alaton,2021,771.37,0.0,771.37,842.76,65.6
11,mid90day,Alaton,2022,535.88,1874.63,-1338.75,821.42,66.22
11,mid90day,Alaton,2023,641.12,256.06,385.06,831.15,66.45
11,mid90day,Alaton,2024,780.53,0.0,780.53,843.32,65.82
11,mid90day,Benth,2015,446.82,0.0,446.82,812.87,65.7
11,mid90day,Benth,2016,530.16,0.0,530.16,820.76,66.73
11,mid90day,Benth,2017,471.15,815.62,-344.47,814.88,66.35
11,mid90day,Benth,2018,440.38,3049.83,-2609.44,812.22,65.16
11,mid90day,Benth,2019,517.01,669.19,-152.18,818.88,67.14
11,mid90day,Benth,2020,479.56,20.42,459.15,815.58,66.69
11,mid90day,Benth,2021,650.38,0.0,650.38,832.76,65.46
11,mid90day,Benth,2022,485.37,1874.63,-1389.26,816.28,66.16
11,mid90day,Benth,2023,538.15,256.06,282.09,821.19,66.63
11,mid90day,Benth,2024,599.72,0.0,599.72,828.08,65.65
11,mid90day,XGB,2015,405.46,0.0,405.46,809.19,64.21
11,mid90day,XGB,2016,542.22,0.0,542.22,822.71,65.64
11,mid90day,XGB,2017,318.71,815.62,-496.9,797.16,64.89
11,mid90day,XGB,2018,325.31,3049.83,-2724.52,798.1,64.81
11,mid90day,XGB,2019,438.15,669.19,-231.04,811.05,66.64
11,mid90day,XGB,2020,429.88,20.42,409.47,810.57,65.66
11,mid90day,XGB,2021,559.84,0.0,559.84,824.39,65.54
11,mid90day,XGB,2022,527.63,1874.63,-1347.0,821.05,65.65
11,mid90day,XGB,2023,404.27,256.06,148.21,808.5,64.87
11,mid90day,XGB,2024,823.62,0.0,823.62,846.65,66.17
11,mid90day,WaveletFNN,2015,2092.55,0.0,2092.55,923.39,71.81
11,mid90day,WaveletFNN,2016,225.1,0.0,225.1,774.21,72.01
11,mid90day,WaveletFNN,2017,1065.9,815.62,250.29,861.09,72.48
11,mid90day,WaveletFNN,2018,393.32,3049.83,-2656.51,801.05,70.86
11,mid90day,WaveletFNN,2019,409.69,669.19,-259.5,802.75,71.82
11,mid90day,WaveletFNN,2020,1422.08,20.42,1401.67,884.53,72.72
11,mid90day,WaveletFNN,2021,941.69,0.0,941.69,851.96,72.41
11,mid90day,WaveletFNN,2022,1533.97,1874.63,-340.66,891.81,70.9
11,mid90day,WaveletFNN,2023,1093.47,256.06,837.4,862.91,72.86
11,mid90day,WaveletFNN,2024,74.14,0.0,74.14,731.19,71.42
11,mid90day,LSTM,2015,600.62,0.0,600.62,832.14,59.81
11,mid90day,LSTM,2016,4.86,0.0,4.86,688.99,59.05
11,mid90day,LSTM,2017,817.48,815.62,1.86,849.62,59.51
11,mid90day,LSTM,2018,2773.0,3049.83,-276.83,959.8,58.68
11,mid90day,LSTM,2019,808.86,669.19,139.67,848.73,60.01
11,mid90day,LSTM,2020,195.92,20.42,175.51,784.97,59.11
11,mid90day,LSTM,2021,9.1,0.0,9.1,702.26,59.51
11,mid90day,LSTM,2022,2865.96,1874.63,991.33,964.55,58.72
11,mid90day,LSTM,2023,955.28,256.06,699.21,859.48,58.86
11,mid90day,LSTM,2024,5.48,0.0,5.48,695.52,58.04
11,mid90day,FeedForwardNN,2015,1020.84,0.0,1020.84,861.47,64.53
11,mid90day,FeedForwardNN,2016,139.62,0.0,139.62,765.77,63.95
11,mid90day,FeedForwardNN,2017,1577.9,815.62,762.28,896.27,63.73
11,mid90day,FeedForwardNN,2018,2858.92,3049.83,-190.91,964.08,64.24
11,mid90day,FeedForwardNN,2019,762.44,669.19,93.25,842.75,64.39
11,mid90day,FeedForwardNN,2020,57.16,20.42,36.74,736.67,63.19
11,mid90day,FeedForwardNN,2021,45.12,0.0,45.12,728.87,63.9
11,mid90day,FeedForwardNN,2022,2573.69,1874.63,699.05,949.57,63.76
11,mid90day,FeedForwardNN,2023,1013.81,256.06,757.75,861.03,64.52
11,mid90day,FeedForwardNN,2024,347.72,0.0,347.72,801.68,64.31
24,90day,HBA,2015,224.92,0.0,224.92,32.25,17.75
24,90day,HBA,2016,243.74,0.0,243.74,33.66,17.76
24,90day,HBA,2017,223.04,178.25,44.79,32.16,17.58
24,90day,HBA,2018,219.91,0.0,219.91,31.87,17.6
24,90day,HBA,2019,231.46,0.0,231.46,32.65,17.77
24,90day,HBA,2020,221.17,194.78,26.39,32.01,17.56
24,90day,HBA,2021,259.48,71.69,187.78,34.64,17.97
24,90day,HBA,2022,218.95,0.0,218.95,31.9,17.39
24,90day,HBA,2023,223.38,257.49,-34.11,32.19,17.62
24,90day,HBA,2024,251.14,428.49,-177.35,34.0,18.05
24,90day,Alaton,2015,72.49,0.0,72.49,19.91,13.3
24,90day,Alaton,2016,103.72,0.0,103.72,23.39,14.05
24,90day,Alaton,2017,68.96,178.25,-109.29,19.54,13.16
24,90day,Alaton,2018,119.49,0.0,119.49,24.73,14.62
24,90day,Alaton,2019,85.54,0.0,85.54,21.56,13.58
24,90day,Alaton,2020,80.23,194.78,-114.55,20.78,13.58
24,90day,Alaton,2021,108.0,71.69,36.31,23.81,14.09
24,90day,Alaton,2022,114.52,0.0,114.52,24.2,14.54
24,90day,Alaton,2023,202.46,257.49,-55.03,31.04,16.43
24,90day,Alaton,2024,143.21,428.49,-285.28,26.7,15.1
24,90day,Benth,2015,78.29,0.0,78.29,20.72,13.33
24,90day,Benth,2016,113.07,0.0,113.07,24.35,14.21
24,90day,Benth,2017,79.13,178.25,-99.12,20.64,13.49
24,90day,Benth,2018,141.3,0.0,141.3,26.51,15.2
24,90day,Benth,2019,88.92,0.0,88.92,21.98,13.64
24,90day,Benth,2020,75.98,194.78,-118.8,20.39,13.36
24,90day,Benth,2021,95.36,71.69,23.67,22.67,13.72
24,90day,Benth,2022,113.45,0.0,113.45,24.19,14.45
24,90day,Benth,2023,201.57,257.49,-55.92,31.06,16.24
24,90day,Benth,2024,123.23,428.49,-305.26,25.02,14.86
24,90day,XGB,2015,187.2,0.0,187.2,29.83,16.5
24,90day,XGB,2016,123.5,0.0,123.5,25.03,14.85
24,90day,XGB,2017,194.31,178.25,16.06,30.25,16.76
24,90day,XGB,2018,105.7,0.0,105.7,23.31,14.44
24,90day,XGB,2019,205.06,0.0,205.06,31.03,17.02
24,90day,XGB,2020,211.64,194.78,16.86,31.41,17.35
24,90day,XGB,2021,259.76,71.69,188.07,34.73,17.89
24,90day,XGB,2022,132.78,0.0,132.78,25.86,14.89
24,90day,XGB,2023,229.68,257.49,-27.81,32.67,17.54
24,90day,XGB,2024,179.83,428.49,-248.66,29.35,16.36
24,90day,WaveletFNN,2015,640.09,0.0,640.09,55.75,26.16
24,90day,WaveletFNN,2016,408.65,0.0,408.65,43.04,22.47
24,90day,WaveletFNN,2017,237.72,178.25,59.46,32.42,19.4
24,90day,WaveletFNN,2018,99.09,0.0,99.09,22.38,14.58
24,90day,WaveletFNN,2019,93.84,0.0,93.84,22.04,14.36
24,90day,WaveletFNN,2020,308.25,194.78,113.47,37.02,20.88
24,90day,WaveletFNN,2021,419.55,71.69,347.86,43.73,22.39
24,90day,WaveletFNN,2022,212.43,0.0,212.43,30.7,18.81
24,90day,WaveletFNN,2023,503.56,257.49,246.07,48.52,23.51
24,90day,WaveletFNN,2024,478.65,428.49,50.16,47.04,23.71
24,90day,LSTM,2015,55.4,0.0,55.4,18.69,12.05
24,90day,LSTM,2016,24.12,0.0,24.12,14.79,9.8
24,90day,LSTM,2017,452.6,178.25,274.34,46.22,19.82
24,90day,LSTM,2018,73.88,0.0,73.88,21.35,12.32
24,90day,LSTM,2019,303.58,0.0,303.58,37.84,17.57
24,90day,LSTM,2020,587.45,194.78,392.67,53.48,20.72
24,90day,LSTM,2021,23.33,71.69,-48.36,14.87,9.64
24,90day,LSTM,2022,65.81,0.0,65.81,20.9,11.73
24,90day,LSTM,2023,124.86,257.49,-132.63,25.97,13.77
24,90day,LSTM,2024,487.02,428.49,58.53,48.13,20.07
24,90day,FeedForwardNN,2015,48.27,0.0,48.27,18.48,11.26
24,90day,FeedForwardNN,2016,74.79,0.0,74.79,21.8,12.01
24,90day,FeedForwardNN,2017,812.59,178.25,634.34,64.96,23.6
24,90day,FeedForwardNN,2018,71.76,0.0,71.76,21.39,12.04
24,90day,FeedForwardNN,2019,247.96,0.0,247.96,34.65,16.11
24,90day,FeedForwardNN,2020,394.26,194.78,199.48,43.2,18.25
24,90day,FeedForwardNN,2021,48.07,71.69,-23.62,18.54,11.15
24,90day,FeedForwardNN,2022,162.94,0.0,162.94,28.94,14.58
24,90day,FeedForwardNN,2023,140.2,257.49,-117.29,27.38,14.03
24,90day,FeedForwardNN,2024,736.0,428.49,307.51,61.07,22.76
24,mid90day,HBA,2015,414.01,0.0,414.01,807.67,66.29
24,mid90day,HBA,2016,486.01,0.0,486.01,815.99,66.38
24,mid90day,HBA,2017,422.22,256.4,165.81,808.85,66.44
24,mid90day,HBA,2018,376.66,2514.66,-2138.0,803.26,66.02
24,mid90day,HBA,2019,458.83,808.48,-349.65,811.83,67.64
24,mid90day,HBA,2020,446.32,0.0,446.32,811.0,67.08
24,mid90day,HBA,2021,607.7,0.0,607.7,828.25,65.93
24,mid90day,HBA,2022,424.59,2595.48,-2170.89,809.91,65.25
24,mid90day,HBA,2023,452.52,698.48,-245.95,812.8,65.58
24,mid90day,HBA,2024,554.83,0.0,554.83,822.38,67.13
24,mid90day,Alaton,2015,401.69,0.0,401.69,804.78,68.29
24,mid90day,Alaton,2016,497.76,0.0,497.76,816.14,67.28
24,mid90day,Alaton,2017,421.55,256.4,165.14,807.58,67.6
24,mid90day,Alaton,2018,384.94,2514.66,-2129.72,802.93,67.81
24,mid90day,Alaton,2019,485.41,808.48,-323.07,814.4,68.03
24,mid90day,Alaton,2020,498.54,0.0,498.54,815.89,67.8
24,mid90day,Alaton,2021,728.69,0.0,728.69,838.21,66.58
24,mid90day,Alaton,2022,487.63,2595.48,-2107.85,815.22,67.19
24,mid90day,Alaton,2023,599.56,698.48,-98.92,825.92,68.36
24,mid90day,Alaton,2024,771.89,0.0,771.89,841.93,66.56
24,mid90day,Benth,2015,455.91,0.0,455.91,811.33,67.8
24,mid90day,Benth,2016,544.8,0.0,544.8,820.47,68.08
24,mid90day,Benth,2017,474.1,256.4,217.69,812.93,68.09
24,mid90day,Benth,2018,417.79,2514.66,-2096.87,808.62,66.23
24,mid90day,Benth,2019,480.79,808.48,-327.69,814.15,67.52
24,mid90day,Benth,2020,467.3,0.0,467.3,812.48,67.91
24,mid90day,Benth,2021,629.06,0.0,629.06,829.35,67.12
24,mid90day,Benth,2022,454.92,2595.48,-2140.56,812.22,66.54
24,mid90day,Benth,2023,487.91,698.48,-210.57,814.73,67.76
24,mid90day,Benth,2024,588.1,0.0,588.1,825.24,67.49
24,mid90day,XGB,2015,452.9,0.0,452.9,812.58,66.07
24,mid90day,XGB,2016,242.43,0.0,242.43,783.11,66.48
24,mid90day,XGB,2017,510.9,256.4,254.5,818.76,65.98
24,mid90day,XGB,2018,165.46,2514.66,-2349.2,768.9,65.64
24,mid90day,XGB,2019,559.07,808.48,-249.41,822.52,67.61
24,mid90day,XGB,2020,633.94,0.0,633.94,829.75,67.19
24,mid90day,XGB,2021,799.72,0.0,799.72,845.0,64.99
24,mid90day,XGB,2022,281.98,2595.48,-2313.5,791.56,64.66
24,mid90day,XGB,2023,623.1,698.48,-75.38,829.64,66.15
24,mid90day,XGB,2024,473.52,0.0,473.52,814.27,66.99
24,mid90day,WaveletFNN,2015,2383.22,0.0,2383.22,938.28,74.15
24,mid90day,WaveletFNN,2016,628.86,0.0,628.86,823.92,74.49
24,mid90day,WaveletFNN,2017,299.77,256.4,43.37,783.87,74.27
24,mid90day,WaveletFNN,2018,0.32,2514.66,-2514.34,597.3,67.4
24,mid90day,WaveletFNN,2019,149.08,808.48,-659.39,751.92,74.74
24,mid90day,WaveletFNN,2020,630.74,0.0,630.74,822.93,75.84
24,mid90day,WaveletFNN,2021,1730.91,0.0,1730.91,902.6,73.27
24,mid90day,WaveletFNN,2022,1216.88,2595.48,-1378.6,870.94,73.31
24,mid90day,WaveletFNN,2023,963.49,698.48,265.01,851.88,75.33
24,mid90day,WaveletFNN,2024,2133.95,0.0,2133.95,924.87,75.64
24,mid90day,LSTM,2015,857.22,0.0,857.22,855.35,53.09
24,mid90day,LSTM,2016,12.97,0.0,12.97,720.52,52.65
24,mid90day,LSTM,2017,1035.44,256.4,779.04,867.06,52.6
24,mid90day,LSTM,2018,2526.74,2514.66,12.08,947.23,52.2
24,mid90day,LSTM,2019,1745.52,808.48,937.05,906.97,53.1
24,mid90day,LSTM,2020,94.26,0.0,94.26,769.83,52.3
24,mid90day,LSTM,2021,3.7,0.0,3.7,695.94,52.49
24,mid90day,LSTM,2022,1813.54,2595.48,-781.94,910.63,52.33
24,mid90day,LSTM,2023,1491.11,698.48,792.63,893.16,54.0
24,mid90day,LSTM,2024,244.1,0.0,244.1,799.74,52.3
24,mid90day,FeedForwardNN,2015,440.57,0.0,440.57,821.3,54.35
24,mid90day,FeedForwardNN,2016,13.05,0.0,13.05,720.67,53.68
24,mid90day,FeedForwardNN,2017,391.88,256.4,135.48,815.93,54.65
24,mid90day,FeedForwardNN,2018,2379.03,2514.66,-135.63,939.64,53.54
24,mid90day,FeedForwardNN,2019,1383.9,808.48,575.43,887.13,53.92
24,mid90day,FeedForwardNN,2020,46.91,0.0,46.91,747.6,54.12
24,mid90day,FeedForwardNN,2021,26.77,0.0,26.77,733.82,54.43
24,mid90day,FeedForwardNN,2022,3249.12,2595.48,653.64,983.63,54.03
24,mid90day,FeedForwardNN,2023,1937.35,698.48,1238.87,916.78,55.19
24,mid90day,FeedForwardNN,2024,363.6,0.0,363.6,814.3,52.97
27,90day,HBA,2015,170.81,0.0,170.81,23.38,15.1
27,90day,HBA,2016,196.24,0.0,196.24,25.13,15.78
27,90day,HBA,2017,188.78,95.34,93.44,24.49,15.67
27,90day,HBA,2018,171.52,0.0,171.52,23.42,15.16
27,90day,HBA,2019,179.45,0.0,179.45,23.89,15.37
27,90day,HBA,2020,182.68,233.16,-50.49,24.05,15.64
27,90day,HBA,2021,205.04,51.12,153.92,25.77,15.81
27,90day,HBA,2022,177.92,0.0,177.92,24.04,14.97
27,90day,HBA,2023,190.31,270.17,-79.86,24.65,15.67
27,90day,HBA,2024,204.87,322.71,-117.85,25.7,16.09
27,90day,Alaton,2015,9369.11,0.0,9369.11,487.93,177.27
27,90day,Alaton,2016,10434.92,0.0,10434.92,541.35,189.77
27,90day,Alaton,2017,9449.09,95.34,9353.75,491.94,182.48
27,90day,Alaton,2018,11109.39,0.0,11109.39,575.16,195.61
27,90day,Alaton,2019,10368.26,0.0,10368.26,538.01,188.86
27,90day,Alaton,2020,9980.7,233.16,9747.54,518.59,185.0
27,90day,Alaton,2021,10614.19,51.12,10563.07,550.34,189.6
27,90day,Alaton,2022,10963.55,0.0,10963.55,567.85,192.91
27,90day,Alaton,2023,12193.51,270.17,11923.35,629.5,203.1
27,90day,Alaton,2024,11478.69,322.71,11155.98,593.67,200.4
27,90day,Benth,2015,56.3,0.0,56.3,13.92,11.02
27,90day,Benth,2016,68.13,0.0,68.13,15.42,11.35
27,90day,Benth,2017,60.09,95.34,-35.25,14.34,11.2
27,90day,Benth,2018,91.32,0.0,91.32,17.64,12.18
27,90day,Benth,2019,64.24,0.0,64.24,14.9,11.33
27,90day,Benth,2020,58.79,233.16,-174.37,14.11,11.15
27,90day,Benth,2021,72.51,51.12,21.39,15.86,11.59
27,90day,Benth,2022,71.96,0.0,71.96,15.85,11.54
27,90day,Benth,2023,123.6,270.17,-146.57,20.42,13.01
27,90day,Benth,2024,81.66,322.71,-241.05,16.8,11.88
27,90day,XGB,2015,94.18,0.0,94.18,17.57,12.75
27,90day,XGB,2016,128.31,0.0,128.31,20.39,13.78
27,90day,XGB,2017,103.41,95.34,8.07,18.21,13.16
27,90day,XGB,2018,100.45,0.0,100.45,18.16,12.88
27,90day,XGB,2019,120.48,0.0,120.48,19.76,13.65
27,90day,XGB,2020,121.78,233.16,-111.39,19.69,13.87
27,90day,XGB,2021,165.78,51.12,114.66,23.22,14.7
27,90day,XGB,2022,128.9,0.0,128.9,20.61,13.55
27,90day,XGB,2023,147.84,270.17,-122.33,21.88,14.3
27,90day,XGB,2024,199.77,322.71,-122.94,25.47,15.97
27,90day,WaveletFNN,2015,6.41,0.0,6.41,4.07,6.3
27,90day,WaveletFNN,2016,697.04,0.0,697.04,52.61,29.29
27,90day,WaveletFNN,2017,937.71,95.34,842.36,65.01,33.27
27,90day,WaveletFNN,2018,820.16,0.0,820.16,58.97,31.99
27,90day,WaveletFNN,2019,340.93,0.0,340.93,33.05,22.08
27,90day,WaveletFNN,2020,884.02,233.16,650.86,62.24,32.78
27,90day,WaveletFNN,2021,609.66,51.12,558.54,48.03,27.34
27,90day,WaveletFNN,2022,114.55,0.0,114.55,17.75,15.48
27,90day,WaveletFNN,2023,1203.28,270.17,933.12,78.51,36.84
27,90day,WaveletFNN,2024,803.12,322.71,480.41,58.15,30.52
27,90day,LSTM,2015,11.73,0.0,11.73,8.48,7.27
27,90day,LSTM,2016,7.14,0.0,7.14,8.61,6.29
27,90day,LSTM,2017,135.05,95.34,39.71,21.49,13.04
27,90day,LSTM,2018,17.15,0.0,17.15,9.79,7.71
27,90day,LSTM,2019,75.56,0.0,75.56,16.97,10.91
27,90day,LSTM,2020,354.04,233.16,120.88,35.14,16.97
27,90day,LSTM,2021,11.24,51.12,-39.88,9.21,6.94
27,90day,LSTM,2022,97.64,0.0,97.64,18.81,11.7
27,90day,LSTM,2023,44.11,270.17,-226.06,13.92,9.46
27,90day,LSTM,2024,531.69,322.71,208.98,44.6,19.84
27,90day,FeedForwardNN,2015,12.66,0.0,12.66,7.29,7.63
27,90day,FeedForwardNN,2016,8.57,0.0,8.57,7.33,6.69
27,90day,FeedForwardNN,2017,578.63,95.34,483.28,46.81,22.48
27,90day,FeedForwardNN,2018,293.77,0.0,293.77,31.54,16.95
27,90day,FeedForwardNN,2019,91.14,0.0,91.14,17.76,12.26
27,90day,FeedForwardNN,2020,992.44,233.16,759.28,68.02,26.89
27,90day,FeedForwardNN,2021,3.54,51.12,-47.58,5.05,5.65
27,90day,FeedForwardNN,2022,290.76,0.0,290.76,31.21,17.07
27,90day,FeedForwardNN,2023,505.35,270.17,235.19,43.18,20.3
27,90day,FeedForwardNN,2024,595.28,322.71,272.57,47.79,22.29
27,mid90day,HBA,2015,495.35,756.73,-261.38,846.96,69.7
27,mid90day,HBA,2016,607.2,0.0,607.2,858.7,69.19
27,mid90day,HBA,2017,551.87,406.23,145.64,853.74,68.44
27,mid90day,HBA,2018,461.75,2342.03,-1880.28,843.82,69.39
27,mid90day,HBA,2019,566.97,731.74,-164.77,854.29,69.8
27,mid90day,HBA,2020,588.91,0.0,588.91,856.7,69.52
27,mid90day,HBA,2021,774.86,0.0,774.86,873.68,69.01
27,mid90day,HBA,2022,521.32,2687.03,-2165.71,849.96,69.55
27,mid90day,HBA,2023,593.52,517.19,76.33,856.95,69.75
27,mid90day,HBA,2024,680.76,0.0,680.76,864.3,70.77
27,mid90day,Alaton,2015,1.86,756.73,-754.87,390.26,155.66
27,mid90day,Alaton,2016,2.89,0.0,2.89,392.53,157.0
27,mid90day,Alaton,2017,1.63,406.23,-404.61,374.21,153.55
27,mid90day,Alaton,2018,0.51,2342.03,-2341.52,359.37,146.28
27,mid90day,Alaton,2019,0.92,731.74,-730.82,360.88,150.93
27,mid90day,Alaton,2020,1.21,0.0,1.21,361.93,149.71
27,mid90day,Alaton,2021,1.4,0.0,1.4,365.63,149.27
27,mid90day,Alaton,2022,1.0,2687.03,-2686.03,343.86,145.11
27,mid90day,Alaton,2023,0.34,517.19,-516.84,345.93,144.59
27,mid90day,Alaton,2024,0.35,0.0,0.35,349.68,145.38
27,mid90day,Benth,2015,657.03,756.73,-99.7,861.39,71.77
27,mid90day,Benth,2016,777.53,0.0,777.53,872.47,71.19
27,mid90day,Benth,2017,684.57,406.23,278.34,864.81,70.5
27,mid90day,Benth,2018,589.66,2342.03,-1752.37,855.56,71.27
27,mid90day,Benth,2019,692.45,731.74,-39.29,865.85,70.29
27,mid90day,Benth,2020,667.21,0.0,667.21,863.68,70.02
27,mid90day,Benth,2021,882.68,0.0,882.68,882.02,69.19
27,mid90day,Benth,2022,630.86,2687.03,-2056.18,860.53,69.73
27,mid90day,Benth,2023,696.76,517.19,179.57,865.44,71.34
27,mid90day,Benth,2024,774.47,0.0,774.47,872.51,70.71
27,mid90day,XGB,2015,344.62,756.73,-412.11,829.46,68.65
27,mid90day,XGB,2016,563.74,0.0,563.74,854.58,69.24
27,mid90day,XGB,2017,388.06,406.23,-18.17,836.25,68.04
27,mid90day,XGB,2018,361.27,2342.03,-1980.76,832.14,68.51
27,mid90day,XGB,2019,525.36,731.74,-206.38,850.19,69.73
27,mid90day,XGB,2020,516.09,0.0,516.09,848.79,70.33
27,mid90day,XGB,2021,845.38,0.0,845.38,879.73,68.22
27,mid90day,XGB,2022,550.56,2687.03,-2136.47,853.63,68.72
27,mid90day,XGB,2023,658.71,517.19,141.52,863.29,69.34
27,mid90day,XGB,2024,1022.97,0.0,1022.97,892.13,69.41
27,mid90day,WaveletFNN,2015,3.67,756.73,-753.06,630.79,86.88
27,mid90day,WaveletFNN,2016,1767.84,0.0,1767.84,932.06,92.55
27,mid90day,WaveletFNN,2017,1051.73,406.23,645.5,882.45,91.48
27,mid90day,WaveletFNN,2018,1224.84,2342.03,-1117.19,894.88,93.26
