model,location,mape,r2,horizon,fold
SVM_SVR,11,0.1446123591059179,0.5400867271257733,1,1
SVM_SVR,11,0.12592337253580735,0.6284127615428812,1,2
SVM_SVR,11,0.13310897497917323,0.6520043515308453,1,3
SVM_SVR,11,0.13341238242316897,0.5687184682289572,1,4
SVM_SVR,11,0.13684578489326896,0.560770056283826,1,5
