NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N306;N306_MOD;N306_LIB;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;020.01;Production (volume);667657888;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;050.08;Superficie développée;11337544;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;070.01;Rendement;58.9;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;020.01;Production (volume);601303645;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;050.08;Superficie développée;8943880;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;070.01;Rendement;67.2;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;020.01;Production (volume);315319426;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;050.08;Superficie développée;4766556;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;070.01;Rendement;66.2;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;020.01;Production (volume);301746973;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4457702;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;070.01;Rendement;67.7;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;020.01;Production (volume);300862687;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4441305;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;070.01;Rendement;67.7;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;020.01;Production (volume);884286;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;050.08;Superficie développée;16397;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;070.01;Rendement;53.9;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;020.01;Production (volume);13572453;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;050.08;Superficie développée;308854;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;070.01;Rendement;43.9;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;020.01;Production (volume);13256032;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;050.08;Superficie développée;303040;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;070.01;Rendement;43.7;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;020.01;Production (volume);316421;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;050.08;Superficie développée;5814;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;070.01;Rendement;54.4;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;020.01;Production (volume);97927560;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1704062;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;070.01;Rendement;57.5;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;020.01;Production (volume);67257123;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1086658;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;070.01;Rendement;61.9;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;020.01;Production (volume);30670437;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;050.08;Superficie développée;617404;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;070.01;Rendement;49.7;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;020.01;Production (volume);4695758;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;050.08;Superficie développée;116040;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;070.01;Rendement;40.5;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;020.01;Production (volume);2546772;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;050.08;Superficie développée;60498;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;070.01;Rendement;42.1;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;020.01;Production (volume);2148986;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;050.08;Superficie développée;55542;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;070.01;Rendement;38.7;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;020.01;Production (volume);11135016;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;050.08;Superficie développée;240689;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;070.01;Rendement;46.3;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.5;Seigle et méteil;Groupe d'indicateurs;020.01;Production (volume);1158801;OUI
SAANR_DEVELOPPE_2;2001;FR;...;...;...;Cultures développées;1.11.5;Seigle et méteil;Groupe d'indicateurs;050.08;Superficie développée;28374;OUI
