NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N306;N306_MOD;N306_LIB;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;070.01;Rendement;51.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;020.01;Production (volume);387737;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;050.08;Superficie développée;6518;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;070.01;Rendement;59.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;020.01;Production (volume);110106712;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1627784;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;070.01;Rendement;67.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;020.01;Production (volume);73030737;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1039627;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;070.01;Rendement;70.2;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;020.01;Production (volume);37075975;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;050.08;Superficie développée;588157;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;070.01;Rendement;63;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;020.01;Production (volume);5631967;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;050.08;Superficie développée;120198;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;070.01;Rendement;46.9;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;020.01;Production (volume);3246709;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;050.08;Superficie développée;67289;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;070.01;Rendement;48.3;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;020.01;Production (volume);2385258;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;050.08;Superficie développée;52909;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;070.01;Rendement;45.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;020.01;Production (volume);18143792;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;050.08;Superficie développée;326811;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;070.01;Rendement;55.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.5;Seigle et méteil;Groupe d'indicateurs;020.01;Production (volume);1702565;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.5;Seigle et méteil;Groupe d'indicateurs;050.08;Superficie développée;33654;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.5;Seigle et méteil;Groupe d'indicateurs;070.01;Rendement;50.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6;Maïs grain et maïs semence;Groupe d'indicateurs;020.01;Production (volume);163748798;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6;Maïs grain et maïs semence;Groupe d'indicateurs;050.08;Superficie développée;1830068;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6;Maïs grain et maïs semence;Groupe d'indicateurs;070.01;Rendement;89.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11;Maïs grain (yc maïs grain humide);Groupe d'indicateurs;020.01;Production (volume);161717689;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11;Maïs grain (yc maïs grain humide);Groupe d'indicateurs;050.08;Superficie développée;1773832;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11;Maïs grain (yc maïs grain humide);Groupe d'indicateurs;070.01;Rendement;91.2;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1;Maïs grain;Groupe d'indicateurs;020.01;Production (volume);161717689;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1;Maïs grain;Groupe d'indicateurs;050.08;Superficie développée;1773832;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1;Maïs grain;Groupe d'indicateurs;070.01;Rendement;91.2;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.11;Maïs grain irrigué;Groupe d'indicateurs;020.01;Production (volume);76716877;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.11;Maïs grain irrigué;Groupe d'indicateurs;050.08;Superficie développée;744939;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.11;Maïs grain irrigué;Groupe d'indicateurs;070.01;Rendement;103;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.12;Maïs grain non irrigué;Groupe d'indicateurs;020.01;Production (volume);85000812;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.12;Maïs grain non irrigué;Groupe d'indicateurs;050.08;Superficie développée;1028893;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.11.1.12;Maïs grain non irrigué;Groupe d'indicateurs;070.01;Rendement;82.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.12;Maïs semence;Groupe d'indicateurs;020.01;Production (volume);2031109;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.12;Maïs semence;Groupe d'indicateurs;050.08;Superficie développée;56236;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.6.12;Maïs semence;Groupe d'indicateurs;070.01;Rendement;36.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.7;Sorgho grain;Groupe d'indicateurs;020.01;Production (volume);2483192;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.7;Sorgho grain;Groupe d'indicateurs;050.08;Superficie développée;46506;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.7;Sorgho grain;Groupe d'indicateurs;070.01;Rendement;53.4;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8;Riz;Groupe d'indicateurs;020.01;Production (volume);1129435;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8;Riz;Groupe d'indicateurs;050.08;Superficie développée;29303;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8;Riz;Groupe d'indicateurs;070.01;Rendement;38.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.11;Riz indica;Groupe d'indicateurs;020.01;Production (volume);246003;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.11;Riz indica;Groupe d'indicateurs;050.08;Superficie développée;13429;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.11;Riz indica;Groupe d'indicateurs;070.01;Rendement;18.3;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.19;Autres riz (Japonica);Groupe d'indicateurs;020.01;Production (volume);883432;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.19;Autres riz (Japonica);Groupe d'indicateurs;050.08;Superficie développée;15874;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.8.19;Autres riz (Japonica);Groupe d'indicateurs;070.01;Rendement;55.7;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9;Autres céréales, n.c.a. niv. 1;Groupe d'indicateurs;020.01;Production (volume);4161169;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9;Autres céréales, n.c.a. niv. 1;Groupe d'indicateurs;050.08;Superficie développée;104074;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9;Autres céréales, n.c.a. niv. 1;Groupe d'indicateurs;070.01;Rendement;40;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.11;Autres céréales non mélangées;Groupe d'indicateurs;020.01;Production (volume);1353653;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.11;Autres céréales non mélangées;Groupe d'indicateurs;050.08;Superficie développée;39201;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.11;Autres céréales non mélangées;Groupe d'indicateurs;070.01;Rendement;34.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.12;Mélanges de céréales, hors méteil;Groupe d'indicateurs;020.01;Production (volume);2807516;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.12;Mélanges de céréales, hors méteil;Groupe d'indicateurs;050.08;Superficie développée;64873;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.11.9.12;Mélanges de céréales, hors méteil;Groupe d'indicateurs;070.01;Rendement;43.3;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12;Oléagineux (y c. semences);Groupe d'indicateurs;020.01;Production (volume);56137377;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12;Oléagineux (y c. semences);Groupe d'indicateurs;050.08;Superficie développée;1807287;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12;Oléagineux (y c. semences);Groupe d'indicateurs;070.01;Rendement;31.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1;Colza grain et navette;Groupe d'indicateurs;020.01;Production (volume);39978133;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1;Colza grain et navette;Groupe d'indicateurs;050.08;Superficie développée;1126949;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1;Colza grain et navette;Groupe d'indicateurs;070.01;Rendement;35.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.11;Colza grain d'hiver;Groupe d'indicateurs;020.01;Production (volume);39755803;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.11;Colza grain d'hiver;Groupe d'indicateurs;050.08;Superficie développée;1118438;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.11;Colza grain d'hiver;Groupe d'indicateurs;070.01;Rendement;35.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.12;Colza grain de printemps et navette;Groupe d'indicateurs;020.01;Production (volume);222330;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.12;Colza grain de printemps et navette;Groupe d'indicateurs;050.08;Superficie développée;8511;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.1.12;Colza grain de printemps et navette;Groupe d'indicateurs;070.01;Rendement;26.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.2;Tournesol;Groupe d'indicateurs;020.01;Production (volume);14561667;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.2;Tournesol;Groupe d'indicateurs;050.08;Superficie développée;615136;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.2;Tournesol;Groupe d'indicateurs;070.01;Rendement;23.7;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.3;Soja;Groupe d'indicateurs;020.01;Production (volume);1445287;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.3;Soja;Groupe d'indicateurs;050.08;Superficie développée;57589;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.3;Soja;Groupe d'indicateurs;070.01;Rendement;25.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9;Autres oléagineux (lin, oeillette, ricin), n.c.a. niv. 1;Groupe d'indicateurs;020.01;Production (volume);152290;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9;Autres oléagineux (lin, oeillette, ricin), n.c.a. niv. 1;Groupe d'indicateurs;050.08;Superficie développée;7613;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9;Autres oléagineux (lin, oeillette, ricin), n.c.a. niv. 1;Groupe d'indicateurs;070.01;Rendement;20;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.11;Lin oléagineux;Groupe d'indicateurs;020.01;Production (volume);129380;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.11;Lin oléagineux;Groupe d'indicateurs;050.08;Superficie développée;6344;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.11;Lin oléagineux;Groupe d'indicateurs;070.01;Rendement;20.4;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.19;Autres oléagineux (hors chanvre), n.c.a. niv. 2;Groupe d'indicateurs;020.01;Production (volume);22910;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.19;Autres oléagineux (hors chanvre), n.c.a. niv. 2;Groupe d'indicateurs;050.08;Superficie développée;1269;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.12.9.19;Autres oléagineux (hors chanvre), n.c.a. niv. 2;Groupe d'indicateurs;070.01;Rendement;18.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13;Protéagineux (y c. semences);Groupe d'indicateurs;020.01;Production (volume);20599853;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13;Protéagineux (y c. semences);Groupe d'indicateurs;050.08;Superficie développée;443320;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13;Protéagineux (y c. semences);Groupe d'indicateurs;070.01;Rendement;46.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.1;Pois protéagineux;Groupe d'indicateurs;020.01;Production (volume);16730753;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.1;Pois protéagineux;Groupe d'indicateurs;050.08;Superficie développée;354649;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.1;Pois protéagineux;Groupe d'indicateurs;070.01;Rendement;47.2;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.2;Féveroles et fèves;Groupe d'indicateurs;020.01;Production (volume);3654332;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.2;Féveroles et fèves;Groupe d'indicateurs;050.08;Superficie développée;79891;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.2;Féveroles et fèves;Groupe d'indicateurs;070.01;Rendement;45.7;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.3;Lupin doux;Groupe d'indicateurs;020.01;Production (volume);214768;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.3;Lupin doux;Groupe d'indicateurs;050.08;Superficie développée;8780;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;1.13.3;Lupin doux;Groupe d'indicateurs;070.01;Rendement;24.5;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2;Choux, racines et tubercules fourragers;Groupe d'indicateurs;020.01;Production (volume);13857114;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2;Choux, racines et tubercules fourragers;Groupe d'indicateurs;050.08;Superficie développée;23795;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2.11;Chou fourrager;Groupe d'indicateurs;020.01;Production (volume);4573328;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2.11;Chou fourrager;Groupe d'indicateurs;050.08;Superficie développée;10802;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2.11;Chou fourrager;Groupe d'indicateurs;070.01;Rendement;423.4;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2.19;Autres racines ou tubercules fourragères, n.c.a.;Groupe d'indicateurs;020.01;Production (volume);9283786;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;2.19;Autres racines ou tubercules fourragères, n.c.a.;Groupe d'indicateurs;050.08;Superficie développée;12993;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4;Cultures industrielles;Groupe d'indicateurs;020.01;Production (volume);317410738;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4;Cultures industrielles;Groupe d'indicateurs;050.08;Superficie développée;568820;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11;Betteraves industrielles et canne à sucre;Groupe d'indicateurs;020.01;Production (volume);307626087;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11;Betteraves industrielles et canne à sucre;Groupe d'indicateurs;050.08;Superficie développée;426302;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11;Betteraves industrielles et canne à sucre;Groupe d'indicateurs;070.01;Rendement;721.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11.1;Betterave industrielle;Groupe d'indicateurs;020.01;Production (volume);307626087;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11.1;Betterave industrielle;Groupe d'indicateurs;050.08;Superficie développée;384242;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11.1;Betterave industrielle;Groupe d'indicateurs;070.01;Rendement;800.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.11.2;Canne à sucre;Groupe d'indicateurs;050.08;Superficie développée;42060;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12;Plantes à fibres (y compris semences);Groupe d'indicateurs;020.01;Production (volume);6118299;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12;Plantes à fibres (y compris semences);Groupe d'indicateurs;050.08;Superficie développée;90491;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12;Plantes à fibres (y compris semences);Groupe d'indicateurs;070.01;Rendement;67.6;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.1;Lin textile;Groupe d'indicateurs;020.01;Production (volume);5384526;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.1;Lin textile;Groupe d'indicateurs;050.08;Superficie développée;79464;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.1;Lin textile;Groupe d'indicateurs;070.01;Rendement;67.8;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.2;Chanvre papier;Groupe d'indicateurs;020.01;Production (volume);727460;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.2;Chanvre papier;Groupe d'indicateurs;050.08;Superficie développée;10890;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.2;Chanvre papier;Groupe d'indicateurs;070.01;Rendement;66.8;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.9;Autres plantes textiles, n.c.a. niv. 1;Groupe d'indicateurs;020.01;Production (volume);6313;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.9;Autres plantes textiles, n.c.a. niv. 1;Groupe d'indicateurs;050.08;Superficie développée;137;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.12.9;Autres plantes textiles, n.c.a. niv. 1;Groupe d'indicateurs;070.01;Rendement;46.1;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13;Cultures industrielles diverses;Groupe d'indicateurs;020.01;Production (volume);2605288;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13;Cultures industrielles diverses;Groupe d'indicateurs;050.08;Superficie développée;15693;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1;Tabac;Groupe d'indicateurs;020.01;Production (volume);222877;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1;Tabac;Groupe d'indicateurs;050.08;Superficie développée;8328;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1;Tabac;Groupe d'indicateurs;070.01;Rendement;26.8;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.11;Tabac Brun;Groupe d'indicateurs;020.01;Production (volume);27236;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.11;Tabac Brun;Groupe d'indicateurs;050.08;Superficie développée;932;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.11;Tabac Brun;Groupe d'indicateurs;070.01;Rendement;29.2;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.12;Tabac Virginie;Groupe d'indicateurs;020.01;Production (volume);116642;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.12;Tabac Virginie;Groupe d'indicateurs;050.08;Superficie développée;4272;OUI
SAANR_DEVELOPPE_2;2004;FR;...;...;...;Cultures développées;4.13.1.12;Tabac Virginie;Groupe d'indicateurs;070.01;Rendement;27.3;OUI
