NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N306;N306_MOD;N306_LIB;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;020.01;Production (volume);617993778;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;050.08;Superficie développée;11239775;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;070.01;Rendement;55;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;020.01;Production (volume);548545831;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;050.08;Superficie développée;8922390;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;070.01;Rendement;61.5;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;020.01;Production (volume);303028640;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;050.08;Superficie développée;4844697;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;070.01;Rendement;62.5;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;020.01;Production (volume);289932383;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4513832;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;070.01;Rendement;64.2;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;020.01;Production (volume);288486004;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4488851;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;070.01;Rendement;64.3;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;020.01;Production (volume);1446379;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;050.08;Superficie développée;24981;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;070.01;Rendement;57.9;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;020.01;Production (volume);13096257;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;050.08;Superficie développée;330865;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;070.01;Rendement;39.6;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;020.01;Production (volume);12104468;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;050.08;Superficie développée;310440;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;070.01;Rendement;39;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;020.01;Production (volume);991789;OUI
SAANR_DEVELOPPE_2;2003;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;050.08;Superficie développée;20425;OUI
