NOM;ANNREF;FRANCE;FRDOM;REGION;DEP;N306;N306_MOD;N306_LIB;N027;N027_MOD;N027_LIB;VALEUR;QUALITE
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;020.01;Production (volume);661635693;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;050.08;Superficie développée;11478390;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1;Céréales, oléagineux, protéagineux;Groupe d'indicateurs;070.01;Rendement;57.6;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;020.01;Production (volume);592005148;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;050.08;Superficie développée;9070801;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11;Céréales;Groupe d'indicateurs;070.01;Rendement;65.3;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;020.01;Production (volume);326569967;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;050.08;Superficie développée;5222724;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1;Blé;Groupe d'indicateurs;070.01;Rendement;62.5;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;020.01;Production (volume);306664115;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4766876;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11;Blé tendre et épeautre;Groupe d'indicateurs;070.01;Rendement;64.3;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;020.01;Production (volume);306183913;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;050.08;Superficie développée;4758488;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.1;Blé tendre d'hiver et épeautre;Groupe d'indicateurs;070.01;Rendement;64.3;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;020.01;Production (volume);480202;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;050.08;Superficie développée;8388;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.11.2;Blé tendre de printemps;Groupe d'indicateurs;070.01;Rendement;57.2;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;020.01;Production (volume);19905852;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;050.08;Superficie développée;455848;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12;Blé dur;Groupe d'indicateurs;070.01;Rendement;43.7;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;020.01;Production (volume);19633293;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;050.08;Superficie développée;450381;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.1;Blé dur d'hiver;Groupe d'indicateurs;070.01;Rendement;43.6;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;020.01;Production (volume);272559;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;050.08;Superficie développée;5467;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.1.12.2;Blé dur de printemps;Groupe d'indicateurs;070.01;Rendement;49.9;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;020.01;Production (volume);94349186;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1692165;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2;Orge et escourgeon;Groupe d'indicateurs;070.01;Rendement;55.8;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;020.01;Production (volume);67732384;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;050.08;Superficie développée;1177092;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.11;Orge d'hiver et escourgeon;Groupe d'indicateurs;070.01;Rendement;57.5;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;020.01;Production (volume);26616802;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;050.08;Superficie développée;515073;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.2.12;Orge de printemps;Groupe d'indicateurs;070.01;Rendement;51.7;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;020.01;Production (volume);3728198;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;050.08;Superficie développée;98103;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3;Avoine;Groupe d'indicateurs;070.01;Rendement;38;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;020.01;Production (volume);2462026;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;050.08;Superficie développée;64447;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.11;Avoine d'hiver;Groupe d'indicateurs;070.01;Rendement;38.2;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;020.01;Production (volume);1266172;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;050.08;Superficie développée;33656;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.3.12;Avoine de printemps;Groupe d'indicateurs;070.01;Rendement;37.6;OUI
SAANR_DEVELOPPE_2;2007;FR;...;...;...;Cultures développées;1.11.4;Triticale;Groupe d'indicateurs;020.01;Production (volume);14516373;OUI
